Date,predictions_incidence,observed_incidence,Predicted Cases,Observed Cases,error
31/12/2016,0.033456805057706436,0.08490763888554761,1.1821128992694632,3.0,1.8178871007305368
07/01/2017,0.0477076312879772,0.0,1.6856303595587672,0.0,-1.6856303595587672
14/01/2017,0.013741756578721658,0.02830254629518254,0.4855307517352488,1.0,0.5144692482647513
21/01/2017,0.012277493904242376,0.02830254629518254,0.4337946761465828,1.0,0.5662053238534173
28/01/2017,0.11617437106979171,0.02830254629518254,4.104732127567126,1.0,-3.104732127567126
04/02/2017,0.007960174286393052,0.02830254629518254,0.2812529375757254,1.0,0.7187470624242747
11/02/2017,-0.034452640742996705,0.0,-1.2172982735783384,0.0,1.2172982735783384
18/02/2017,0.0002016286652599886,0.02830254629518254,0.007124046831585199,1.0,0.9928759531684148
25/02/2017,0.020591466815470513,0.02830254629518254,0.7275482071722801,1.0,0.2724517928277199
04/03/2017,0.06109972845269324,0.0,2.1588067665520683,0.0,-2.1588067665520683
11/03/2017,-0.015141108857326464,0.0,-0.5349733801125759,0.0,0.5349733801125759
18/03/2017,0.01633864251192251,0.02830254629518254,0.5772852499389272,1.0,0.42271475006107284
25/03/2017,0.047051452504580295,0.02830254629518254,1.6624459161326082,1.0,-0.6624459161326082
01/04/2017,0.004434698237742287,0.05660509259036508,0.15668901983201172,2.0,1.8433109801679883
08/04/2017,0.03453360157596492,0.0,1.2201588230187963,0.0,-1.2201588230187963
15/04/2017,0.05880811525639141,0.0,2.077838320377602,0.0,-2.077838320377602
22/04/2017,-0.03168063714172773,0.0,-1.1193564286164666,0.0,1.1193564286164666
29/04/2017,-0.013726920760487987,0.0,-0.4850065650391494,0.0,0.4850065650391494
06/05/2017,0.0428463775177967,0.0,1.513870062111327,0.0,-1.513870062111327
13/05/2017,-0.02925727974037403,0.0,-1.0337331289995628,0.0,1.0337331289995628
20/05/2017,0.041674055128987905,0.0,1.4724489695855165,0.0,-1.4724489695855165
27/05/2017,0.0019760191682565154,0.02830254629518254,0.06981771702261501,1.0,0.930182282977385
03/06/2017,-0.0011065572143216969,0.0,-0.0390974438405935,0.0,0.0390974438405935
10/06/2017,0.01573247607278519,0.05660509259036508,0.5558678681664434,2.0,1.4441321318335567
17/06/2017,0.06834622546392666,0.0,2.4148436946664433,0.0,-2.4148436946664433
24/06/2017,0.011362940235277768,0.0,0.40148119949235406,0.0,-0.40148119949235406
01/07/2017,0.011754494490237244,0.0,0.4153157941212523,0.0,-0.4153157941212523
08/07/2017,-0.027267004106481946,0.02830254629518254,-0.9634116952623144,1.0,1.9634116952623144
15/07/2017,0.02411056132993691,0.0,0.8518866492956092,0.0,-0.8518866492956092
22/07/2017,-0.017400112559173033,0.0,-0.6147896509981068,0.0,0.6147896509981068
29/07/2017,0.002987574565072664,0.0,0.10555850819617554,0.0,-0.10555850819617554
05/08/2017,0.012401609209305966,0.02830254629518254,0.43817998140389514,1.0,0.5618200185961049
12/08/2017,0.01867941919096862,0.0,0.6599907653590906,0.0,-0.6599907653590906
19/08/2017,0.02227239617087353,0.0,0.7869396604313507,0.0,-0.7869396604313507
26/08/2017,0.014591582571135783,0.05660509259036508,0.5155572371104807,2.0,1.4844427628895192
02/09/2017,0.019602630703627295,0.0,0.6926101453622184,0.0,-0.6926101453622184
09/09/2017,0.01272565039744003,0.0,0.44962916992405383,0.0,-0.44962916992405383
16/09/2017,-0.008659234137954146,0.02830254629518254,-0.30595247677160625,1.0,1.3059524767716062
23/09/2017,0.009060251311817298,0.02830254629518254,0.32012142007729777,1.0,0.6798785799227023
30/09/2017,0.02254766314036112,0.0,0.7966655333834407,0.0,-0.7966655333834407
07/10/2017,0.014008555039831314,0.0,0.4949574110303903,0.0,-0.4949574110303903
14/10/2017,0.002913658218626168,0.02830254629518254,0.10294685814619126,1.0,0.8970531418538088
21/10/2017,0.013708226580748328,0.02830254629518254,0.4843460527465561,1.0,0.5156539472534438
28/10/2017,0.017535248409746428,0.0,0.6195643397898497,0.0,-0.6195643397898497
04/11/2017,0.007830722140740863,0.0,0.27667906834494793,0.0,-0.27667906834494793
11/11/2017,0.013108044278928003,0.0,0.4631401055656664,0.0,-0.4631401055656664
18/11/2017,0.00898382799488584,0.0,0.3174211924675839,0.0,-0.3174211924675839
25/11/2017,0.002231006774717584,0.0,0.07882706917777679,0.0,-0.07882706917777679
02/12/2017,-0.0005951816988622686,0.08490763888554761,-0.021029263326868095,3.0,3.0210292633268683
09/12/2017,0.024011527706506545,0.0,0.8483875428054196,0.0,-0.8483875428054196
16/12/2017,0.03605473771327803,0.0,1.2739043808017732,0.0,-1.2739043808017732
23/12/2017,0.04816721835889896,0.0,1.7018687243379809,0.0,-1.7018687243379809
