Date,Searches,Cases
25/10/2015,12,0
01/11/2015,25,9
08/11/2015,0,4
15/11/2015,0,13
22/11/2015,6,29
29/11/2015,0,30
06/12/2015,23,91
13/12/2015,92,109
20/12/2015,62,157
27/12/2015,100,221
03/01/2016,82,334
10/01/2016,68,473
17/01/2016,19,0
24/01/2016,53,1295
31/01/2016,45,834
07/02/2016,100,572
14/02/2016,61,453
21/02/2016,41,416
28/02/2016,44,290
06/03/2016,12,264
13/03/2016,58,197
20/03/2016,26,118
27/03/2016,20,117
03/04/2016,20,112
10/04/2016,53,85
17/04/2016,20,73
24/04/2016,42,55
01/05/2016,31,62
08/05/2016,0,73
15/05/2016,0,111
22/05/2016,0,-26
29/05/2016,0,36
05/06/2016,13,28
12/06/2016,29,25
19/06/2016,0,18
26/06/2016,0,16
03/07/2016,2,17
10/07/2016,0,21
17/07/2016,100,20
24/07/2016,42,7
31/07/2016,14,10
07/08/2016,0,7
14/08/2016,0,6
21/08/2016,100,6
28/08/2016,83,4
04/09/2016,0,10
11/09/2016,100,30
18/09/2016,0,31
25/09/2016,0,25
02/10/2016,0,1
09/10/2016,0,3
16/10/2016,0,1
23/10/2016,0,36
30/10/2016,0,7
06/11/2016,100,4
13/11/2016,100,9
20/11/2016,0,4
27/11/2016,99,11
04/12/2016,0,9
11/12/2016,0,31
18/12/2016,0,8
25/12/2016,18,26
01/01/2017,100,4
08/01/2017,3,3
15/01/2017,0,2
22/01/2017,0,1
29/01/2017,0,4
05/02/2017,0,3
12/02/2017,51,3
19/02/2017,0,1
26/02/2017,0,0
05/03/2017,0,0
12/03/2017,0,2
19/03/2017,0,1
26/03/2017,0,0
02/04/2017,0,0
09/04/2017,0,2
16/04/2017,69,1
23/04/2017,0,0
30/04/2017,53,1
07/05/2017,0,1
14/05/2017,0,1
21/05/2017,0,5
28/05/2017,100,-4
04/06/2017,0,0
11/06/2017,0,1
18/06/2017,0,2
25/06/2017,0,-3
02/07/2017,0,1
09/07/2017,0,2
16/07/2017,0,2
23/07/2017,0,0
30/07/2017,0,-2
06/08/2017,0,0
13/08/2017,0,1
20/08/2017,0,0
27/08/2017,0,-1
03/09/2017,0,1
10/09/2017,0,10
17/09/2017,0,0
24/09/2017,0,0
01/10/2017,0,1
08/10/2017,0,0
15/10/2017,82,1
22/10/2017,46,0
29/10/2017,100,0
05/11/2017,0,0
12/11/2017,0,3
19/11/2017,100,-1
26/11/2017,100,-1
03/12/2017,100,1
10/12/2017,0,1
17/12/2017,71,0
24/12/2017,0,0
