Date,Cases,Prediction,Error
25/10/2015,0,,
01/11/2015,3,0,-3
08/11/2015,48,3,-45
15/11/2015,170,48,-122
22/11/2015,128,170,42
29/11/2015,128,128,0
06/12/2015,219,128,-91
13/12/2015,237,219,-18
20/12/2015,328,237,-91
27/12/2015,508,328,-180
03/01/2016,639,508,-131
10/01/2016,714,639,-75
17/01/2016,0,714,714
24/01/2016,1816,0,-1816
31/01/2016,1119,1816,697
07/02/2016,883,1119,236
14/02/2016,587,883,296
21/02/2016,543,587,44
28/02/2016,268,543,275
06/03/2016,240,268,28
13/03/2016,241,240,-1
20/03/2016,70,241,171
27/03/2016,108,70,-38
03/04/2016,95,108,13
10/04/2016,59,95,36
17/04/2016,80,59,-21
24/04/2016,82,80,-2
01/05/2016,15,82,67
08/05/2016,202,15,-187
15/05/2016,254,202,-52
22/05/2016,-71,254,325
29/05/2016,71,-71,-142
05/06/2016,43,71,28
12/06/2016,44,43,-1
19/06/2016,33,44,11
26/06/2016,17,33,16
03/07/2016,33,17,-16
10/07/2016,46,33,-13
17/07/2016,44,46,2
24/07/2016,23,44,21
31/07/2016,26,23,-3
07/08/2016,21,26,5
14/08/2016,10,21,11
21/08/2016,24,10,-14
28/08/2016,22,24,2
04/09/2016,115,22,-93
11/09/2016,74,115,41
18/09/2016,6,74,68
25/09/2016,6,6,0
02/10/2016,-3,6,9
09/10/2016,9,-3,-12
16/10/2016,3,9,6
23/10/2016,30,3,-27
30/10/2016,10,30,20
06/11/2016,6,10,4
13/11/2016,11,6,-5
20/11/2016,-3,11,14
27/11/2016,5,-3,-8
04/12/2016,6,5,-1
11/12/2016,32,6,-26
18/12/2016,1,32,31
25/12/2016,4,1,-3
01/01/2017,0,4,4
08/01/2017,1,0,-1
15/01/2017,1,1,0
22/01/2017,6,1,-5
29/01/2017,8,6,-2
05/02/2017,11,8,-3
12/02/2017,12,11,-1
19/02/2017,16,12,-4
26/02/2017,17,16,-1
05/03/2017,20,17,-3
12/03/2017,20,20,0
19/03/2017,24,20,-4
26/03/2017,24,24,0
02/04/2017,24,24,0
09/04/2017,27,24,-3
16/04/2017,27,27,0
23/04/2017,27,27,0
30/04/2017,27,27,0
07/05/2017,27,27,0
14/05/2017,28,27,-1
21/05/2017,34,28,-6
28/05/2017,29,34,5
04/06/2017,30,29,-1
11/06/2017,34,30,-4
18/06/2017,39,34,-5
25/06/2017,26,39,13
02/07/2017,28,26,-2
09/07/2017,28,28,0
16/07/2017,31,28,-3
23/07/2017,31,31,0
30/07/2017,31,31,0
06/08/2017,33,31,-2
13/08/2017,33,33,0
20/08/2017,34,33,-1
27/08/2017,31,34,3
03/09/2017,51,31,-20
10/09/2017,35,51,16
17/09/2017,35,35,0
24/09/2017,35,35,0
01/10/2017,35,35,0
08/10/2017,35,35,0
15/10/2017,35,35,0
22/10/2017,35,35,0
29/10/2017,35,35,0
05/11/2017,35,35,0
12/11/2017,37,35,-2
19/11/2017,35,37,2
26/11/2017,35,35,0
03/12/2017,36,35,-1
10/12/2017,40,36,-4
17/12/2017,44,40,-4
24/12/2017,47,44,-3
