Date,Searches,WeekNumber,Cases,Week1-Prediction,Week2-Prediction,Week3-Prediction,Week4-Prediction,Naive-1Week,Naive-2Week,Naive-3Week,Naive-4Week,Week1-Error,Week2-Error,Week3-Error,Week4-Error
21/02/2016,0.57,8,543.0,1114.1448535179138,757.2621411047745,954.948455504837,814.4259854307174,587,883,1119,1816,571.1448535179138,214.2621411047745,411.94845550483706,271.42598543071745
28/02/2016,0.3,9,268.0,719.1422061914062,1117.903832191162,1605.3177565219878,1514.0418685688019,543,587,883,1119,451.1422061914062,849.9038321911621,1337.3177565219878,1246.0418685688019
06/03/2016,0.24,10,240.00000000000003,502.838128219223,724.3549420946503,874.6237916171265,557.483833331871,268,543,587,883,262.838128219223,484.35494209465026,634.6237916171265,317.483833331871
13/03/2016,0.43,11,241.0,322.8749038516045,510.50539176006316,639.9392781385803,947.308756980133,240,268,543,587,81.87490385160447,269.50539176006316,398.93927813858033,706.308756980133
20/03/2016,0.15,12,70.0,257.6654881179619,337.0241869561577,420.8448499541664,559.797019151268,241,240,268,543,187.6654881179619,267.0241869561577,350.8448499541664,489.79701915126805
27/03/2016,0.32,13,108.0,179.6063401554203,281.5089684921074,318.74599542146683,410.52032920114516,70,241,240,268,71.6063401554203,173.50896849210739,210.74599542146683,302.52032920114516
03/04/2016,0.23,14,95.0,145.55336996097566,174.4927710785198,190.35398132029533,198.5284178855133,108,70,241,240,50.55336996097566,79.49277107851981,95.35398132029533,103.5284178855133
10/04/2016,0.48,15,59.0,100.41420150501727,139.83494788928985,153.69933646731377,154.2042727431965,95,108,70,241,41.414201505017274,80.83494788928985,94.69933646731377,95.2042727431965
17/04/2016,0.09,16,80.0,62.78222038690567,85.88843354827404,132.477635629797,146.34760961446761,59,95,108,70,-17.21777961309433,5.888433548274037,52.47763562979699,66.34760961446761
24/04/2016,0.51,17,82.00000000000001,60.79465601750374,48.25780029739141,54.80203831743717,59.46276925753593,80,59,95,108,-21.205343982496274,-33.7421997026086,-27.19796168256284,-22.537230742464082
01/05/2016,0.18,18,15.000000000000002,57.68549803421974,58.159333162674905,46.95373067260981,59.159618725948334,82,80,59,95,42.68549803421974,43.159333162674905,31.953730672609808,44.159618725948334
08/05/2016,0.06,19,202.0,26.026496804784536,39.97089277749777,46.586069987170696,48.27930152714491,15,82,80,59,-175.97350319521547,-162.02910722250223,-155.4139300128293,-153.72069847285508
15/05/2016,0.15,20,254.00000000000003,46.95950032010079,32.83837374176264,36.538815543267724,29.259818571763038,202,15,82,80,-207.04049967989926,-221.1616262582374,-217.4611844567323,-224.74018142823698
22/05/2016,0.0,21,-71.0,49.09316767899275,23.157134744882583,25.738410386435987,26.051493762135507,254,202,15,82,120.09316767899276,94.15713474488258,96.73841038643599,97.05149376213551
29/05/2016,0.08,22,71.0,94.41221014796257,34.41049763345003,37.909373486754895,35.33599757543564,-71,254,202,15,23.41221014796257,-36.58950236654997,-33.090626513245105,-35.66400242456436
05/06/2016,0.06,23,43.0,87.23907408680915,67.54371490733146,62.65664570621967,25.062548707669972,71,-71,254,202,44.239074086809154,24.543714907331463,19.65664570621967,-17.937451292330028
12/06/2016,0.25,24,44.0,25.077050401489736,8.598606665039659,79.66780325811862,78.81171686227799,43,71,-71,254,-18.922949598510264,-35.40139333496034,35.667803258118624,34.81171686227799
19/06/2016,0.05,25,33.0,42.736192699501515,78.47729063930511,120.38657487456322,118.5510059693718,44,43,71,-71,9.736192699501515,45.47729063930511,87.38657487456322,85.5510059693718
26/06/2016,0.57,26,17.0,29.758571466329098,20.494007684049606,64.34237832060337,112.64880850399017,33,44,43,71,12.758571466329098,3.494007684049606,47.34237832060337,95.64880850399017
03/07/2016,0.02,27,33.0,-13.017931190516949,12.527890140432715,120.05048078710556,223.30897951646804,17,33,44,43,-46.01793119051695,-20.472109859567283,87.05048078710556,190.30897951646804
10/07/2016,0.15,28,46.0,-7.727342217543125,-23.95165237578869,-19.37987905665517,73.47106609639644,33,17,33,44,-53.727342217543125,-69.95165237578868,-65.37987905665517,27.47106609639644
17/07/2016,0.0,29,44.0,-1.6018638386669755,-23.594501499210597,-20.098864406009913,-20.113889731702805,46,33,17,33,-45.60186383866697,-67.5945014992106,-64.09886440600991,-64.11388973170281
24/07/2016,0.2,30,23.0,1.1305943447753788,-17.539227366769314,-18.80763669130206,-19.19173521557331,44,46,33,17,-21.86940565522462,-40.53922736676931,-41.807636691302065,-42.19173521557331
31/07/2016,0.07,31,26.0,-4.561922494520247,-13.063134035194516,-14.138598751734495,-21.30450093552947,23,44,46,33,-30.561922494520246,-39.063134035194516,-40.13859875173449,-47.304500935529475
07/08/2016,0.37,32,21.000000000000004,-1.1303947505274414,-15.507483982293605,-11.491102263929248,-17.092326956825257,26,23,44,46,-22.130394750527444,-36.50748398229361,-32.49110226392925,-38.09232695682526
14/08/2016,0.39,33,10.0,-0.034087384444773196,-15.748795852271318,-14.564235505645275,-15.689930902533531,21,26,23,44,-10.034087384444772,-25.748795852271318,-24.564235505645275,-25.689930902533533
21/08/2016,0.0,34,24.0,2.5049857907411455,-9.734276925881504,-14.088427060779333,-18.31207568855524,10,21,26,23,-21.495014209258855,-33.7342769258815,-38.08842706077933,-42.31207568855524
28/08/2016,0.4,35,22.0,8.563740701413154,-0.12086770084958523,-11.148341566975713,-20.740240723946094,24,10,21,26,-13.436259298586846,-22.120867700849587,-33.148341566975716,-42.740240723946094
04/09/2016,0.19,36,115.0,-1.5694972475460172,0.6089700806905701,-2.4376328329858183,-15.170853333780766,22,24,10,21,-116.56949724754601,-114.39102991930943,-117.43763283298581,-130.17085333378077
11/09/2016,0.46,37,74.0,17.397399088095426,-6.624223596740365,1.5076150509559363,-3.6355470044875147,115,22,24,10,-56.602600911904574,-80.62422359674036,-72.49238494904407,-77.63554700448752
18/09/2016,0.35,38,6.0,0.8883467252466083,-23.275743828737735,0.05002755077712238,-1.367090700493902,74,115,22,24,-5.111653274753392,-29.275743828737735,-5.949972449222877,-7.367090700493902
25/09/2016,0.0,39,6.0,-2.8843982945922018,-19.331695227440594,-3.842673713081181,7.802461573342681,6,74,115,22,-8.884398294592202,-25.331695227440594,-9.842673713081181,1.802461573342681
02/10/2016,0.43,40,-3.0,-0.20488996009856464,-8.843386788102984,-11.488233601661324,-7.853381540709138,6,6,74,115,2.7951100399014353,-5.843386788102984,-8.488233601661324,-4.853381540709138
09/10/2016,0.0,41,9.0,-3.0313578423932195,-4.609197644658685,-8.050689747644663,6.63041505879581,-3,6,6,74,-12.03135784239322,-13.609197644658686,-17.05068974764466,-2.36958494120419
16/10/2016,0.0,42,3.0,4.7744984493121505,-3.999347521010041,-1.1918252338195592,8.907578560846448,9,-3,6,6,1.7744984493121505,-6.999347521010041,-4.191825233819559,5.9075785608464475
23/10/2016,0.32,43,30.000000000000004,-0.6913067988386751,-2.4097433751875164,-1.5538914217808097,-0.19756497241035104,3,9,-3,6,-30.691306798838678,-32.40974337518752,-31.553891421780815,-30.197564972410355
30/10/2016,0.0,44,10.0,8.496664104924202,0.8103404750122503,0.513830240014866,12.227723017603754,30,3,9,-3,-1.5033358950757982,-9.18965952498775,-9.486169759985135,2.227723017603754
06/11/2016,0.0,45,6.0,-1.5036731655684112,-3.523796043637395,0.938557708794102,2.546920582636446,10,30,3,9,-7.5036731655684115,-9.523796043637395,-5.061442291205898,-3.453079417363554
13/11/2016,0.0,46,11.0,2.299217858373821,-1.7492011610060931,0.5992549619842321,5.759664546285868,6,10,30,3,-8.70078214162618,-12.749201161006093,-10.400745038015767,-5.240335453714132
20/11/2016,0.0,47,-3.0,3.853706345741451,-3.50534933314383,-1.3049790109223873,-3.8954502301830054,11,6,10,30,6.85370634574145,-0.5053493331438301,1.6950209890776127,-0.8954502301830054
27/11/2016,1.0,48,5.0,-2.795316230249703,-2.493065488925576,-1.387658705927208,4.181939894548059,-3,11,6,10,-7.795316230249703,-7.493065488925576,-6.387658705927208,-0.8180601054519414
04/12/2016,0.0,49,6.0,6.407651312583387,1.4571907359045744,-0.20294563333816826,-2.5330936305050553,5,-3,11,6,0.40765131258338716,-4.542809264095426,-6.202945633338168,-8.533093630505055
11/12/2016,0.52,50,32.00000000000001,-0.18986301825791596,-2.2135204114705322,0.6589063696240633,3.945408589634299,6,5,-3,11,-32.189863018257924,-34.21352041147054,-31.341093630375944,-28.05459141036571
18/12/2016,1.0,51,1.0000000000000002,11.755703631153107,0.8943511181992292,1.2264210987522453,3.236876685987562,32,6,5,-3,10.755703631153107,-0.10564888180077103,0.22642109875224503,2.2368766859875615
25/12/2016,0.0,52,4.000000000000001,-4.421136631149351,-1.3104719941192866,1.5708912759952993,2.299140889336914,1,32,6,5,-8.421136631149352,-5.310471994119288,-2.429108724004702,-1.700859110663087
01/01/2017,0.27,1,0.0,3.6621475844499467,-1.4379020124298334,1.543211917405352,7.698454384468198,4,1,32,6,3.6621475844499467,-1.4379020124298334,1.543211917405352,7.698454384468198
08/01/2017,0.01,2,1.0000000000000002,0.5745979007083177,-2.2765728000456096,-3.6306722988167404,-8.105922405299545,0,4,1,32,-0.4254020992916825,-3.27657280004561,-4.630672298816741,-9.105922405299545
15/01/2017,0.09,3,1.0000000000000002,-2.2101927632397413,0.46326304740089924,-0.8935768824145943,4.421213802204728,1,0,4,1,-3.210192763239742,-0.536736952599101,-1.8935768824145947,3.4212138022047283
22/01/2017,0.0,4,6.0,-1.055083073144853,-0.9473930875700712,0.47402027838252486,-5.438808307951093,1,1,0,4,-7.0550830731448535,-6.947393087570071,-5.5259797216174755,-11.438808307951092
29/01/2017,0.0,5,8.000000000000002,1.5267761997671425,0.3318265988017991,1.1658559615745396,5.591330636330247,6,1,1,0,-6.4732238002328595,-7.668173401198203,-6.834144038425462,-2.4086693636697545
05/02/2017,0.0,6,11.0,2.2645983572801947,-0.4417643428782746,-0.3950045923603326,1.8866018008823693,8,6,1,1,-8.735401642719806,-11.441764342878274,-11.395004592360333,-9.113398199117631
12/02/2017,0.0,7,12.0,4.371395239534378,3.8603778036805987,1.4887190513860433,1.2205836740647256,11,8,6,1,-7.628604760465622,-8.1396221963194,-10.511280948613956,-10.779416325935275
19/02/2017,0.0,8,16.000000000000004,7.745628929408789,3.59473321307987,3.8631410123074055,2.4477299181134997,12,11,8,6,-8.254371070591215,-12.405266786920134,-12.136858987692598,-13.552270081886505
26/02/2017,0.38,9,17.0,10.024190399268866,7.259297746499777,4.810319556262791,1.0905007492117584,16,12,11,8,-6.975809600731134,-9.740702253500224,-12.18968044373721,-15.909499250788242
05/03/2017,0.75,10,20.0,12.462246258929968,6.8454847295761105,6.236196621309817,1.2451438674844801,17,16,12,11,-7.537753741070032,-13.15451527042389,-13.763803378690184,-18.75485613251552
12/03/2017,0.0,11,20.0,16.29932527251482,8.208109003726245,4.86774855871886,1.6793029725526274,20,17,16,12,-3.700674727485179,-11.791890996273755,-15.13225144128114,-18.320697027447373
19/03/2017,0.56,12,24.0,14.94933280923009,11.312508239941002,4.932680527134836,0.366468574450165,20,20,17,16,-9.05066719076991,-12.687491760058998,-19.067319472865165,-23.633531425549833
26/03/2017,1.0,13,24.0,18.476560742628575,12.091089037819504,7.143947624595762,1.3434513072584569,24,20,20,17,-5.523439257371425,-11.908910962180496,-16.85605237540424,-22.656548692741545
02/04/2017,0.0,14,24.0,18.910334800493718,12.727250046945214,4.28886544223398,2.3622894387035074,24,24,20,20,-5.089665199506282,-11.272749953054786,-19.71113455776602,-21.637710561296494
09/04/2017,0.0,15,27.0,17.075048721159696,13.321284548648,5.6676285678812865,-1.0651353101722896,24,24,24,20,-9.924951278840304,-13.678715451352,-21.332371432118713,-28.06513531017229
16/04/2017,0.38,16,27.0,17.40707981315732,11.601279904938341,7.572952430431247,-2.8354922493489085,27,24,24,24,-9.59292018684268,-15.398720095061659,-19.427047569568753,-29.83549224934891
23/04/2017,0.21,17,27.0,13.74120902831316,9.360683362028002,6.34906959273994,3.12600490951702,27,27,24,24,-13.25879097168684,-17.639316637971998,-20.65093040726006,-23.87399509048298
30/04/2017,0.0,18,27.0,13.733238187577724,7.5299160318213705,6.484767822973132,0.1175656584598124,27,27,27,24,-13.266761812422276,-19.470083968178628,-20.515232177026867,-26.882434341540186
07/05/2017,1.0,19,27.0,14.545425161906481,8.41943729245007,7.5079832906168695,0.32978323248669505,27,27,27,27,-12.454574838093519,-18.58056270754993,-19.49201670938313,-26.670216767513306
14/05/2017,0.0,20,28.0,16.398440382130147,10.512621766187548,10.15060628486216,4.8208887585538625,27,27,27,27,-11.601559617869853,-17.48737823381245,-17.84939371513784,-23.179111241446137
21/05/2017,0.0,21,34.0,18.486742473495006,14.90927658708334,11.541197187865972,3.51476258575201,28,27,27,27,-15.513257526504994,-19.09072341291666,-22.458802812134028,-30.48523741424799
28/05/2017,0.0,22,29.0,28.267145064423083,20.92779143880129,14.410244098955394,0.7484503491972386,34,28,27,27,-0.7328549355769169,-8.07220856119871,-14.589755901044606,-28.25154965080276
