Date,Predicted,Observed,error
2016-01-05,118.332930746223,3,115.332930746223
2016-01-17,120.93462464362973,18,102.93462464362973
2016-01-24,125.42862194616782,0,125.42862194616782
2016-01-31,125.75049358788286,98,27.750493587882858
2016-02-10,78.59035313377018,126,-47.40964686622982
2016-02-14,118.4671981288533,179,-60.5328018711467
2016-02-21,117.12021951262899,213,-95.87978048737101
2016-02-28,105.34292674471332,165,-59.657073255286676
2016-03-01,96.2923625084989,218,-121.7076374915011
2016-03-04,181.8735458887654,218,-36.12645411123461
2016-03-07,109.76982011400047,144,-34.23017988599953
2016-03-13,121.42353497834117,201,-79.57646502165883
2016-03-20,105.47411654548452,235,-129.52588345451548
2016-03-27,93.69682377352784,245,-151.30317622647215
2016-04-09,61.720628039117216,210,-148.27937196088277
2016-04-12,82.36951488036597,183,-100.63048511963403
2016-04-17,86.73539997349542,185,-98.26460002650458
2016-04-24,108.75232507134902,153,-44.24767492865098
2016-05-06,136.37373309336334,195,-58.62626690663666
2016-05-15,105.96302696294228,202,-96.03697303705772
2016-05-22,88.34475828396182,92,-3.6552417160381765
2016-05-29,85.74614198802391,156,-70.25385801197609
2016-06-03,132.2374563905788,105,27.237456390578814
2016-06-11,49.59782062052277,96,-46.40217937947723
2016-06-19,75.44701771096257,56,19.44701771096257
2016-06-26,69.92791345874373,65,4.927913458743731
2016-07-02,82.27159066023047,114,-31.728409339769527
2016-07-08,147.1976169074044,46,101.19761690740441
2016-07-17,102.18447104679893,29,73.18447104679893
2016-07-24,94.99651658372903,36,58.99651658372903
2016-07-31,68.19957151526421,45,23.19957151526421
2016-08-05,130.96217603884392,38,92.96217603884392
2016-08-14,60.499063651047564,25,35.499063651047564
2016-08-21,59.15208511540878,24,35.15208511540878
2016-08-28,94.10259983508244,22,72.10259983508244
2016-09-10,32.087099499594345,23,9.087099499594345
2016-09-18,53.76417100137078,32,21.764171001370777
2016-09-25,52.41719246132602,55,-2.5828075386739826
2016-10-01,38.89369061060782,9,29.89369061060782
2016-10-04,69.5556790686571,5,64.5556790686571
2016-10-07,109.2434802443361,5,104.2434802443361
2016-10-16,48.37625695832623,-11,59.37625695832623
2016-10-23,47.02927848664966,19,28.02927848664966
2016-10-30,45.682300014954635,5,40.682300014954635
2016-11-09,22.72048857912245,5,17.72048857912245
2016-11-12,19.96429300712121,10,9.96429300712121
2016-11-13,42.98834304335646,6,36.98834304335646
2016-11-20,50.82004117215956,7,43.82004117215956
2016-11-27,40.294386393783256,2,38.294386393783256
2016-12-06,36.57224497417076,10,26.572244974170758
2016-12-18,36.25345150051459,3,33.25345150051459
2016-12-25,34.90647322298986,3,31.90647322298986
2017-01-01,54.837335815224414,0,54.837335815224414
2017-01-10,29.83750396960412,4,25.83750396960412
2017-01-15,30.865772319282787,2,28.865772319282787
2017-01-22,29.518911005971518,0,29.518911005971518
2017-01-29,28.17204969284186,1,27.17204969284186
2017-02-04,3.801121637413438,1,2.801121637413438
2017-02-07,24.450058766364865,3,21.450058766364865
2017-02-19,24.131465869032212,3,21.131465869032212
2017-02-26,22.784604612234517,2,20.784604612234517
2017-03-09,17.9359551366806,6,11.935955136680601
2017-03-12,20.090882098580607,2,18.090882098580607
2017-03-19,18.744020852553223,2,16.744020852553223
2017-03-26,17.397159606525825,0,17.397159606525825
2017-04-06,9.628022185421365,0,9.628022185421365
2017-04-16,13.356575868366676,5,8.356575868366676
2017-04-23,12.009714623312188,-3,15.009714623312188
2017-04-30,10.66285337835311,1,9.66285337835311
2017-05-02,8.287723734933845,0,8.287723734933845
2017-05-03,-15.124054986419948,0,-15.124054986419948
2017-05-11,2.8937159578276646,3,-0.10628404217233545
2017-05-14,7.969130887059927,6,1.9691308870599267
2017-05-21,48.34352626476992,-2,50.34352626476992
2017-05-28,5.2754084281118265,1,4.2754084281118265
2017-06-08,-2.493728967039841,1,-3.493728967039841
2017-06-18,1.2348247471138665,1,0.23482474711386647
2017-06-25,-0.11203647712505127,2,-2.1120364771250513
2017-07-05,-61.45723647514886,0,-61.45723647514886
2017-07-16,-4.152620149891133,3,-7.152620149891133
2017-07-23,-5.499481364980329,0,-5.499481364980329
2017-07-30,17.35198625202028,0,17.35198625202028
2017-08-01,-9.221472215044463,-1,-8.221472215044463
2017-08-10,27.105776670764964,2,25.105776670764964
2017-08-13,-9.540064988548036,6,-15.540064988548036
2017-08-20,-10.886926191106499,0,-10.886926191106499
2017-08-27,14.885029401186296,2,12.885029401186296
2017-09-04,45.17923605794526,2,43.17923605794526
2017-09-07,-20.002924746094955,3,-23.002924746094955
2017-09-17,-16.274371000727715,1,-17.274371000727715
2017-09-24,-17.62123220311378,2,-19.62123220311378
2017-10-09,-3.27632656126055,1,-4.27632656126055
2017-10-12,-26.737230758052632,0,-26.737230758052632
2017-10-15,-21.661815810358167,0,-21.661815810358167
2017-10-22,-23.008677012735014,-6,-17.008677012735014
2017-10-29,-24.35553821519803,0,-24.35553821519803
2017-11-06,-8.663771370940976,1,-9.663771370940976
2017-11-19,-28.396121822356225,0,-28.396121822356225
2017-11-26,-29.74298302481926,1,-30.74298302481926
2017-12-02,-54.11391101837782,0,-54.11391101837782
2017-12-03,-31.089844227300727,2,-33.08984422730073
2017-12-11,-15.398077383067283,2,-17.39807738306728
2017-12-17,-33.783566632149814,0,-33.783566632149814
2017-12-24,-35.130427834535894,-1,-34.130427834535894
