Date,Predicted,Observed,error
2016-01-10,13.944296521354232,3,10.944296521354232
2016-01-16,-2.4606645805833196,0,-2.4606645805833196
2016-01-23,14.419669004025849,0,14.419669004025849
2016-01-30,33.79594313731732,0,33.79594313731732
2016-02-01,-10.902620583587696,0,-10.902620583587696
2016-02-04,-1.216310638606922,0,-1.216310638606922
2016-02-07,-4.644318060897785,0,-4.644318060897785
2016-02-13,12.021933112887293,0,12.021933112887293
2016-02-20,1.4469206660240532,0,1.4469206660240532
2016-02-27,-0.3922998604574204,0,-0.3922998604574204
2016-03-09,31.647826626177107,0,31.647826626177107
2016-03-12,15.896783493243245,0,15.896783493243245
2016-03-19,-1.542065421666317,0,-1.542065421666317
2016-03-26,-0.8853453586651643,0,-0.8853453586651643
2016-04-06,33.02673659650914,0,33.02673659650914
2016-04-16,-2.659096006353055,0,-2.659096006353055
2016-04-23,4.861460560892728,0,4.861460560892728
2016-04-30,0.5263058170867225,0,0.5263058170867225
2016-05-03,5.7945268556169545,0,5.7945268556169545
2016-05-11,88.1011194607858,1,87.1011194607858
2016-05-14,1.839758524186232,0,1.839758524186232
2016-05-21,-1.871411084488951,0,-1.871411084488951
2016-05-28,1.2812558156723348,0,1.2812558156723348
2016-06-02,10.5719512971533,0,10.5719512971533
2016-06-08,31.449436844998193,0,31.449436844998193
2016-06-18,-4.860371891694946,0,-4.860371891694946
2016-06-25,-6.075600942345583,0,-6.075600942345583
2016-07-05,1.7213018688645096,0,1.7213018688645096
2016-07-16,-4.729407002855645,0,-4.729407002855645
2016-07-23,-5.944636055439167,1,-6.944636055439167
2016-07-30,-1.543998873617296,1,-2.543998873617296
2016-08-10,64.19133498326144,0,64.19133498326144
2016-08-13,-5.846412383261038,1,-6.846412383261038
2016-08-20,-2.6937454721674925,0,-2.6937454721674925
2016-08-27,-3.908974517943083,0,-3.908974517943083
2016-09-01,-6.473996632424576,0,-6.473996632424576
2016-09-04,8.193567640403684,4,4.193567640403684
2016-09-07,29.379132208307848,7,22.379132208307848
2016-09-17,-0.6908251606377895,23,-23.69082516063779
2016-09-24,-0.0340988025211022,56,-56.0340988025211
2016-10-09,-3.4984438544363936,29,-32.498443854436395
2016-10-12,55.12622894480867,48,7.126228944808673
2016-10-15,30.639396590818865,143,-112.36060340918114
2016-10-22,52.51161761573318,45,7.511617615733179
2016-10-29,55.664284507245625,53,2.6642845072456254
2016-11-06,0.37643182566093003,10,-9.62356817433907
2016-11-19,30.803102637810774,27,3.803102637810774
2016-11-26,24.59599246413142,2,22.59599246413142
2016-12-03,10.90106064454695,1,9.90106064454695
2016-12-11,42.34714202000414,303,-260.6528579799959
2016-12-17,4.102706532016814,22,-17.897293467983186
2016-12-24,13.495224787802455,2,11.495224787802455
2016-12-31,11.656010574693687,2,9.656010574693687
2017-01-04,50.52724230313691,0,50.52724230313691
2017-01-07,0.45701932211113316,2,-1.5429806778888668
2017-01-14,2.361715949991062,3,-0.638284050008938
2017-01-21,11.130249086758115,1,10.130249086758115
2017-01-28,5.54712407828466,0,5.54712407828466
2017-02-09,3.0148431880706825,0,3.0148431880706825
2017-02-12,-1.6611317923416102,0,-1.6611317923416102
2017-02-18,23.7409167294317,0,23.7409167294317
2017-02-25,5.054103834879566,0,5.054103834879566
2017-03-06,-1.5486234892860722,0,-1.5486234892860722
2017-03-18,2.6563869379157374,0,2.6563869379157374
2017-03-25,1.4411578783527954,0,1.4411578783527954
2017-04-02,15.415655432460886,0,15.415655432460886
2017-04-03,1.078281918599087,0,1.078281918599087
2017-04-11,4.278920811473679,0,4.278920811473679
2017-04-15,-2.828514416001216,0,-2.828514416001216
2017-04-22,6.564003868758561,0,6.564003868758561
2017-04-29,3.476819408063432,0,3.476819408063432
2017-05-08,5.609884010171342,0,5.609884010171342
2017-05-13,12.902078915749607,0,12.902078915749607
2017-05-20,6.694968770161273,0,6.694968770161273
2017-05-27,1.7358288988292596,0,1.7358288988292596
2017-06-05,7.612804325095247,0,7.612804325095247
2017-06-17,3.7060079758503592,0,3.7060079758503592
2017-06-24,-3.749072451450843,1,-4.749072451450843
2017-07-01,-4.340316369837042,1,-5.340316369837042
2017-07-10,2.160644184196972,0,2.160644184196972
2017-07-15,0.7170471664840061,0,0.7170471664840061
2017-07-22,6.989639759084472,0,6.989639759084472
2017-07-29,0.15854447129589389,2,-1.8414555287041061
2017-08-04,2.4375518967408905,3,-0.5624481032591095
2017-08-07,2.915594208053186,2,0.9155942080531858
2017-08-19,15.232411432787844,8,7.232411432787844
2017-08-26,12.76921210729561,2,10.76921210729561
2017-09-09,4.722887770542488,7,-2.2771122294575123
2017-09-12,-0.6166385198266404,7,-7.61663851982664
2017-09-16,1.011718170641963,10,-8.988281829358037
2017-09-23,2.9164148052811107,1,1.9164148052811107
2017-09-30,-2.0427250688427705,7,-9.04272506884277
2017-10-06,-6.627554152128479,1,-7.627554152128479
2017-10-14,-1.9772426224803255,4,-5.9772426224803255
2017-10-21,-1.3205162621709388,5,-6.320516262170939
2017-10-28,-0.6637899017602429,13,-13.663789901760243
2017-11-02,2.387054214317363,5,-2.612945785682637
2017-11-03,8.479054032480683,1,7.479054032480683
2017-11-11,-0.5983074554484542,6,-6.598307455448454
2017-11-18,-1.1895513694181723,2,-3.1895513694181723
2017-11-25,0.09116012807887763,2,-1.9088398719211224
2017-12-08,-5.084912869242384,6,-11.084912869242384
2017-12-16,-2.30655675104582,0,-2.30655675104582
2017-12-23,17.69370886139764,0,17.69370886139764
