,Observed Cases,Predicted Cases,error
0,167.00000000000003,245.56277404262713,78.5627740426271
1,204.0,177.7451387170314,-26.25486128296859
2,162.0,181.88908160937578,19.88908160937578
3,138.0,168.19657599007576,30.196575990075758
4,90.0,136.13443942239073,46.13443942239073
5,61.0,96.63425906003144,35.63425906003144
6,77.0,62.07128228975585,-14.92871771024415
7,62.00000000000001,67.80931334223101,5.809313342231
8,77.0,64.04378592712854,-12.956214072871461
9,74.0,68.98588888465696,-5.0141111153430415
10,47.00000000000001,72.5907995992679,25.59079959926789
11,45.0,51.454017837071206,6.454017837071206
12,46.0,41.79208760519198,-4.2079123948080195
13,28.000000000000004,43.689912783812545,15.689912783812542
14,17.0,31.320560521314963,14.320560521314963
15,-87.0,17.77498302683492,104.77498302683492
16,36.0,-59.44320739374931,-95.4432073937493
17,29.0,-6.0743132459393285,-35.07431324593933
18,30.0,36.01148096587113,6.0114809658711295
19,5.0,28.112297590515468,23.112297590515468
20,15.0,11.489205303691058,-3.510794696308942
21,10.0,10.445171917635928,0.44517191763592834
22,12.0,11.418306628785592,-0.5816933712144081
23,32.0,10.712982691058155,-21.287017308941845
24,14.000000000000002,25.44372732690142,11.443727326901419
25,20.0,19.242125458731035,-0.7578745412689649
26,2.0,16.664814340674805,14.664814340674805
27,5.0,7.043551098887793,2.043551098887793
28,6.0,3.063955575828805,-2.936044424171195
29,13.0,5.643895911209866,-7.356104088790134
30,6.0,10.654297130353894,4.6542971303538945
31,5.0,7.995759251028068,2.995759251028068
32,9.0,4.704051946354113,-4.295948053645887
33,8.0,7.518384347365951,-0.4816156526340487
34,10.0,8.158380742154444,-1.8416192578455561
35,5.0,9.01698736135125,4.01698736135125
36,4.0,6.247029973214725,2.247029973214725
37,5.0,3.849265123852149,-1.150734876147851
38,5.0,4.484301896125072,-0.5156981038749278
39,0.0,4.857850324591108,4.857850324591108
40,8.0,1.3399090764246282,-6.660090923575372
41,5.0,5.282598747153651,0.2825987471536511
42,3.0,6.033462748850431,3.0334627488504307
43,4.0,3.2631783595877706,-0.7368216404122294
44,2.0,3.4732152019706732,1.4732152019706732
45,5.0,2.5131008816257525,-2.4868991183742475
46,8.0,3.8991678793942577,-4.100832120605743
47,0.0,7.050810213421161,7.050810213421161
48,6.0,2.306265155794035,-3.693734844205965
49,4.0,3.738662080793252,-0.2613379192067482
50,1.0,4.705253793562239,3.705253793562239
51,-8.0,1.6623333025593938,9.662333302559393
52,2.0,-5.444282879375886,-7.444282879375886
53,1.0,-1.2404541707452987,-2.2404541707452985
54,1.0,1.7626164848896395,0.7626164848896395
55,0.0,0.9098298690227173,0.9098298690227173
56,1.0,0.2688276874754847,-0.7311723125245153
57,1.0,0.6410629467550634,-0.35893705324493663
58,4.0,1.0165268626383765,-2.9834731373616235
59,2.0,3.0466568809881878,1.0466568809881878
60,-16.0,2.6248851509367928,18.62488515093679
61,-1.0,-10.682853420927279,-9.682853420927279
62,14.000000000000002,-5.961864511023162,-19.961864511023165
63,-1.0,10.23870838402824,11.23870838402824
64,3.0,3.850608571033552,0.8506085710335518
65,3.0,1.043920090677416,-1.956079909322584
66,2.0,3.0963809058051477,1.0963809058051477
67,2.0,2.197691969620463,0.19769196962046287
68,-4.0,1.8768487006219445,5.876848700621944
69,0.0,-2.2377235653913763,-2.2377235653913763
70,3.0,-1.3874000084692797,-4.38740000846928
71,8.0,2.2883779776829374,-5.711622022317062
72,4.0,6.5201159859295466,2.5201159859295466
73,-3.0,5.194108001076002,8.194108001076003
74,7.000000000000001,-1.210230161057799,-8.2102301610578
75,4.0,3.6929818009407844,-0.30701819905921557
76,-1.0,5.180620429608978,6.180620429608978
77,-5.0,0.2327667377119436,5.232766737711944
