,File,NaiveRMSE,LSTMRMSE,NaiveRelativeRMSE,LSTMRelativeRMSE,LSTM-Naive-Ratio,Average-Ratio
0,Alagoas_2016-2017.csv,77.92244359935617,138.80333096398417,1.087863705978346,1.9378127667683454,1.781301054644172,1.8073614746836946
1,Bahia_2016-2017.csv,877.3896676311953,1220.4747820922698,1.784733417779347,2.4826165722214104,1.3910293534540323,1.8073614746836946
2,Ceara_2016-2017.csv,60.78150831114114,181.85122951265225,1.0182739734336252,3.046557731040979,2.991884120113539,1.8073614746836946
3,Goias_2016-2017.csv,166.718758182446,249.19813266254923,1.1511759356276525,1.7206875618071809,1.4947216220855197,1.8073614746836946
4,Maranhao_2016-2017.csv,65.88696975506731,117.23806845647964,1.2754013303215983,2.2694257913148124,1.7793817031244323,1.8073614746836946
5,MatoGrosso_2016-2017.csv,316.7894842313861,477.13122007406776,1.8503390118892304,2.7868807338582866,1.50614601754131,1.8073614746836946
6,MinasGerais_2016-2017.csv,295.0487291572692,412.03416576617406,2.058825029009072,2.8751394920738713,1.396495307548159,1.8073614746836946
7,Para_2016-2017.csv,70.56107977760433,129.22739973942245,1.375487286661499,2.519103250547423,1.8314260516806669,1.8073614746836946
8,RioDeJaneiro_2016-2017.csv,688.8961662217692,1338.170452780942,1.1201000389471927,2.1757774970624455,1.9424849758129712,1.8073614746836946
9,SaoPaulo_2016-2017.csv,684.3580632701617,1340.482620404887,1.1475372033122264,2.247732232389608,1.9587445408321424,1.8073614746836946
