Date,Searches,Cases
02/01/2016,100,9
09/01/2016,100,0
16/01/2016,100,3
23/01/2016,55,11
30/01/2016,98,11
06/02/2016,89,10
13/02/2016,70,9
20/02/2016,38,3
27/02/2016,58,15
05/03/2016,67,3
12/03/2016,81,7
19/03/2016,100,6
26/03/2016,65,14
02/04/2016,45,10
09/04/2016,67,11
16/04/2016,100,1
23/04/2016,99,5
30/04/2016,73,3
07/05/2016,100,0
14/05/2016,100,1
21/05/2016,100,0
28/05/2016,100,10
04/06/2016,100,7
11/06/2016,100,0
18/06/2016,100,59
25/06/2016,100,43
02/07/2016,59,45
09/07/2016,44,55
16/07/2016,100,45
23/07/2016,75,46
30/07/2016,64,21
06/08/2016,34,20
13/08/2016,14,16
20/08/2016,21,15
27/08/2016,11,29
03/09/2016,19,3
10/09/2016,14,2
17/09/2016,16,12
24/09/2016,13,1
01/10/2016,11,47
08/10/2016,16,105
15/10/2016,8,3
22/10/2016,6,4
29/10/2016,4,1
05/11/2016,17,46
12/11/2016,24,0
19/11/2016,18,0
26/11/2016,9,0
03/12/2016,13,0
10/12/2016,0,1
17/12/2016,11,0
24/12/2016,0,0
31/12/2016,22,0
07/01/2017,8,0
14/01/2017,0,0
21/01/2017,0,0
28/01/2017,26,0
04/02/2017,0,0
11/02/2017,26,0
18/02/2017,0,0
25/02/2017,35,0
04/03/2017,100,0
11/03/2017,14,0
18/03/2017,19,0
25/03/2017,32,0
01/04/2017,0,0
08/04/2017,24,0
15/04/2017,0,0
22/04/2017,0,0
29/04/2017,11,0
06/05/2017,64,0
13/05/2017,21,0
20/05/2017,82,0
27/05/2017,48,0
03/06/2017,0,0
10/06/2017,29,0
17/06/2017,16,0
24/06/2017,23,0
01/07/2017,15,0
08/07/2017,16,0
15/07/2017,12,0
22/07/2017,12,3
29/07/2017,10,0
05/08/2017,0,2
12/08/2017,0,0
19/08/2017,28,0
26/08/2017,8,0
02/09/2017,13,0
09/09/2017,21,0
16/09/2017,0,0
23/09/2017,5,0
30/09/2017,4,0
07/10/2017,11,0
14/10/2017,4,0
21/10/2017,5,0
28/10/2017,0,0
04/11/2017,6,0
11/11/2017,4,0
18/11/2017,5,0
25/11/2017,0,0
02/12/2017,5,0
09/12/2017,0,0
16/12/2017,0,0
23/12/2017,0,0
