Date,Searches,Cases
02/01/2016,8,0
09/01/2016,0,0
16/01/2016,13,0
23/01/2016,17,0
30/01/2016,59,0
06/02/2016,32,0
13/02/2016,30,0
20/02/2016,5,0
27/02/2016,19,0
05/03/2016,16,0
12/03/2016,17,0
19/03/2016,7,0
26/03/2016,22,0
02/04/2016,25,0
09/04/2016,15,0
16/04/2016,21,0
23/04/2016,14,0
30/04/2016,0,0
07/05/2016,0,0
14/05/2016,11,0
21/05/2016,13,0
28/05/2016,5,0
04/06/2016,26,0
11/06/2016,9,0
18/06/2016,13,0
25/06/2016,15,0
02/07/2016,0,0
09/07/2016,0,0
16/07/2016,3,0
23/07/2016,3,0
30/07/2016,21,0
06/08/2016,0,0
13/08/2016,14,0
20/08/2016,14,2
27/08/2016,15,10
03/09/2016,10,9
10/09/2016,5,18
17/09/2016,8,5
24/09/2016,19,14
01/10/2016,15,18
08/10/2016,8,28
15/10/2016,6,21
22/10/2016,2,17
29/10/2016,4,12
05/11/2016,16,10
12/11/2016,22,6
19/11/2016,0,9
26/11/2016,5,6
03/12/2016,0,2
10/12/2016,0,1
17/12/2016,12,1
24/12/2016,12,0
31/12/2016,12,1
07/01/2017,0,0
14/01/2017,25,0
21/01/2017,13,0
28/01/2017,26,1
04/02/2017,0,1
11/02/2017,0,0
18/02/2017,0,1
25/02/2017,18,0
04/03/2017,21,0
11/03/2017,15,0
18/03/2017,0,0
25/03/2017,33,0
01/04/2017,33,0
08/04/2017,23,0
15/04/2017,0,0
22/04/2017,0,0
29/04/2017,0,0
06/05/2017,0,0
13/05/2017,0,0
20/05/2017,0,0
27/05/2017,0,1
03/06/2017,16,0
10/06/2017,10,1
17/06/2017,16,0
24/06/2017,12,0
01/07/2017,15,6
08/07/2017,0,0
15/07/2017,0,11
22/07/2017,13,4
29/07/2017,0,4
05/08/2017,13,1
12/08/2017,0,0
19/08/2017,0,3
26/08/2017,9,0
02/09/2017,0,2
09/09/2017,7,9
16/09/2017,5,9
23/09/2017,5,1
30/09/2017,4,7
07/10/2017,6,3
14/10/2017,2,2
21/10/2017,5,3
28/10/2017,0,2
04/11/2017,3,0
11/11/2017,0,3
18/11/2017,0,2
25/11/2017,0,6
02/12/2017,0,0
09/12/2017,0,2
16/12/2017,0,0
23/12/2017,0,0
