Date,Searches,WeekNumber,Cases
02/01/2016,4,1,3
09/01/2016,2,2,0
16/01/2016,9,3,0
23/01/2016,36,4,0
30/01/2016,67,5,0
06/02/2016,30,6,0
13/02/2016,32,7,0
20/02/2016,15,8,0
27/02/2016,12,9,0
05/03/2016,15,10,0
12/03/2016,28,11,0
19/03/2016,10,12,0
26/03/2016,11,13,0
02/04/2016,12,14,0
09/04/2016,23,15,0
16/04/2016,8,16,0
23/04/2016,20,17,0
30/04/2016,13,18,0
07/05/2016,8,19,0
14/05/2016,15,20,1
21/05/2016,9,21,0
28/05/2016,14,22,0
04/06/2016,8,23,0
11/06/2016,10,24,0
18/06/2016,4,25,0
25/06/2016,2,26,0
02/07/2016,4,27,0
09/07/2016,1,28,0
16/07/2016,4,29,0
23/07/2016,2,30,1
30/07/2016,9,31,1
06/08/2016,5,32,0
13/08/2016,2,33,1
20/08/2016,7,34,0
27/08/2016,5,35,0
03/09/2016,6,36,0
10/09/2016,4,37,4
17/09/2016,10,38,7
24/09/2016,11,39,23
01/10/2016,34,40,56
08/10/2016,57,41,29
15/10/2016,60,42,48
22/10/2016,95,43,143
29/10/2016,100,44,45
05/11/2016,96,45,53
12/11/2016,77,46,10
19/11/2016,60,47,27
26/11/2016,50,48,2
03/12/2016,38,49,1
10/12/2016,42,50,303
17/12/2016,17,51,22
24/12/2016,32,52,2
31/12/2016,29,1,2
07/01/2017,2,2,0
14/01/2017,14,3,2
21/01/2017,28,4,3
28/01/2017,19,5,1
04/02/2017,33,6,0
11/02/2017,13,7,0
18/02/2017,48,8,0
25/02/2017,18,9,0
04/03/2017,20,10,0
11/03/2017,31,11,0
18/03/2017,14,12,0
25/03/2017,12,13,0
01/04/2017,34,14,0
08/04/2017,22,15,0
15/04/2017,5,16,0
22/04/2017,20,17,0
29/04/2017,15,18,0
06/05/2017,30,19,0
13/05/2017,30,20,0
20/05/2017,20,21,0
27/05/2017,12,22,0
03/06/2017,16,23,0
10/06/2017,7,24,0
17/06/2017,15,25,0
24/06/2017,3,26,1
01/07/2017,11,27,1
08/07/2017,22,28,0
15/07/2017,10,29,0
22/07/2017,20,30,0
29/07/2017,9,31,2
05/08/2017,27,32,3
12/08/2017,9,33,2
19/08/2017,33,34,8
26/08/2017,29,35,2
02/09/2017,16,36,7
09/09/2017,16,37,7
16/09/2017,10,38,10
23/09/2017,13,39,1
30/09/2017,5,40,7
07/10/2017,21,41,1
14/10/2017,5,42,4
21/10/2017,6,43,5
28/10/2017,7,44,13
04/11/2017,10,45,5
11/11/2017,7,46,1
18/11/2017,6,47,6
25/11/2017,8,48,2
02/12/2017,6,49,2
09/12/2017,1,50,6
16/12/2017,4,51,0
23/12/2017,36,52,0
