Date,Searches,WeekNumber,Cases
02/01/2016,8,1,0
09/01/2016,0,2,0
16/01/2016,13,3,0
23/01/2016,17,4,0
30/01/2016,59,5,0
06/02/2016,32,6,0
13/02/2016,30,7,0
20/02/2016,5,8,0
27/02/2016,19,9,0
05/03/2016,16,10,0
12/03/2016,17,11,0
19/03/2016,7,12,0
26/03/2016,22,13,0
02/04/2016,25,14,0
09/04/2016,15,15,0
16/04/2016,21,16,0
23/04/2016,14,17,0
30/04/2016,0,18,0
07/05/2016,0,19,0
14/05/2016,11,20,0
21/05/2016,13,21,0
28/05/2016,5,22,0
04/06/2016,26,23,0
11/06/2016,9,24,0
18/06/2016,13,25,0
25/06/2016,15,26,0
02/07/2016,0,27,0
09/07/2016,0,28,0
16/07/2016,3,29,0
23/07/2016,3,30,0
30/07/2016,21,31,0
06/08/2016,0,32,0
13/08/2016,14,33,0
20/08/2016,14,34,2
27/08/2016,15,35,10
03/09/2016,10,36,9
10/09/2016,5,37,18
17/09/2016,8,38,5
24/09/2016,19,39,14
01/10/2016,15,40,18
08/10/2016,8,41,28
15/10/2016,6,42,21
22/10/2016,2,43,17
29/10/2016,4,44,12
05/11/2016,16,45,10
12/11/2016,22,46,6
19/11/2016,0,47,9
26/11/2016,5,48,6
03/12/2016,0,49,2
10/12/2016,0,50,1
17/12/2016,12,51,1
24/12/2016,12,52,0
31/12/2016,12,1,1
07/01/2017,0,2,0
14/01/2017,25,3,0
21/01/2017,13,4,0
28/01/2017,26,5,1
04/02/2017,0,6,1
11/02/2017,0,7,0
18/02/2017,0,8,1
25/02/2017,18,9,0
04/03/2017,21,10,0
11/03/2017,15,11,0
18/03/2017,0,12,0
25/03/2017,33,13,0
01/04/2017,33,14,0
08/04/2017,23,15,0
15/04/2017,0,16,0
22/04/2017,0,17,0
29/04/2017,0,18,0
06/05/2017,0,19,0
13/05/2017,0,20,0
20/05/2017,0,21,0
27/05/2017,0,22,1
03/06/2017,16,23,0
10/06/2017,10,24,1
17/06/2017,16,25,0
24/06/2017,12,26,0
01/07/2017,15,27,6
08/07/2017,0,28,0
15/07/2017,0,29,11
22/07/2017,13,30,4
29/07/2017,0,31,4
05/08/2017,13,32,1
12/08/2017,0,33,0
19/08/2017,0,34,3
26/08/2017,9,35,0
02/09/2017,0,36,2
09/09/2017,7,37,9
16/09/2017,5,38,9
23/09/2017,5,39,1
30/09/2017,4,40,7
07/10/2017,6,41,3
14/10/2017,2,42,2
21/10/2017,5,43,3
28/10/2017,0,44,2
04/11/2017,3,45,0
11/11/2017,0,46,3
18/11/2017,0,47,2
25/11/2017,0,48,6
02/12/2017,0,49,0
09/12/2017,0,50,2
16/12/2017,0,51,0
23/12/2017,0,52,0
