Date,Searches,WeekNumber,Cases
02/01/2016,0,1,0
09/01/2016,11,2,0
16/01/2016,24,3,0
23/01/2016,47,4,0
30/01/2016,71,5,0
06/02/2016,35,6,0
13/02/2016,36,7,0
20/02/2016,9,8,0
27/02/2016,10,9,0
05/03/2016,41,10,1
12/03/2016,100,11,0
19/03/2016,18,12,0
26/03/2016,19,13,0
02/04/2016,32,14,0
09/04/2016,20,15,0
16/04/2016,14,16,1
23/04/2016,17,17,1
30/04/2016,0,18,1
07/05/2016,7,19,2
14/05/2016,22,20,0
21/05/2016,0,21,1
28/05/2016,6,22,3
04/06/2016,14,23,1
11/06/2016,12,24,4
18/06/2016,22,25,5
25/06/2016,5,26,6
02/07/2016,3,27,10
09/07/2016,11,28,2
16/07/2016,9,29,2
23/07/2016,13,30,4
30/07/2016,35,31,6
06/08/2016,13,32,8
13/08/2016,27,33,4
20/08/2016,48,34,3
27/08/2016,41,35,13
03/09/2016,46,36,22
10/09/2016,40,37,28
17/09/2016,56,38,15
24/09/2016,50,39,11
01/10/2016,42,40,35
08/10/2016,66,41,17
15/10/2016,28,42,21
22/10/2016,31,43,24
29/10/2016,54,44,23
05/11/2016,67,45,0
12/11/2016,34,46,0
19/11/2016,62,47,7
26/11/2016,25,48,4
03/12/2016,17,49,7
10/12/2016,12,50,6
17/12/2016,69,51,1
24/12/2016,100,52,4
31/12/2016,28,1,2
07/01/2017,11,2,0
14/01/2017,16,3,0
21/01/2017,26,4,1
28/01/2017,37,5,0
04/02/2017,9,6,3
11/02/2017,0,7,0
18/02/2017,44,8,0
25/02/2017,27,9,1
04/03/2017,15,10,0
11/03/2017,0,11,0
18/03/2017,0,12,1
25/03/2017,0,13,0
01/04/2017,27,14,0
08/04/2017,0,15,1
15/04/2017,31,16,0
22/04/2017,24,17,0
29/04/2017,0,18,0
06/05/2017,0,19,0
13/05/2017,0,20,0
20/05/2017,0,21,1
27/05/2017,13,22,0
03/06/2017,25,23,0
10/06/2017,15,24,0
17/06/2017,70,25,2
24/06/2017,34,26,0
01/07/2017,77,27,0
08/07/2017,100,28,0
15/07/2017,83,29,0
22/07/2017,100,30,0
29/07/2017,100,31,0
05/08/2017,100,32,0
12/08/2017,100,33,0
19/08/2017,88,34,0
26/08/2017,100,35,0
02/09/2017,43,36,0
09/09/2017,82,37,0
16/09/2017,25,38,0
23/09/2017,42,39,0
30/09/2017,22,40,0
07/10/2017,42,41,0
14/10/2017,13,42,0
21/10/2017,15,43,0
28/10/2017,16,44,0
04/11/2017,12,45,0
11/11/2017,12,46,1
18/11/2017,21,47,1
25/11/2017,7,48,1
02/12/2017,20,49,0
09/12/2017,4,50,0
16/12/2017,19,51,0
23/12/2017,49,52,0
