Date,Searches,Cases,Week1-Prediction,Week2-Prediction,Week3-Prediction,Week4-Prediction,Naive-1Week,Naive-2Week,Naive-3Week,Naive-4Week,Week1-Error,Week2-Error,Week3-Error,Week4-Error
22/02/2016,0.55,83.0,80.29371157060862,44.69858087253571,26.995799836546183,55.54292999224663,48,46,46,24,-2.7062884293913783,-38.30141912746429,-56.00420016345382,-27.457070007753373
29/02/2016,0.57,83.0,101.05940125565529,219.11292174067498,146.73064370491505,145.5090879527092,83,48,46,46,18.05940125565529,136.11292174067498,63.73064370491505,62.509087952709194
07/03/2016,0.59,83.0,203.42579264631271,354.4018853592396,270.3245167066097,207.53057870135308,83,83,48,46,120.42579264631271,271.4018853592396,187.3245167066097,124.53057870135308
14/03/2016,0.55,120.00000000000001,281.3502942601204,512.937926276207,384.7590818999291,324.54598272128106,83,83,83,48,161.3502942601204,392.937926276207,264.7590818999291,204.54598272128106
21/03/2016,0.57,121.0,173.1667085422039,544.8976331165313,449.57458343296054,364.5992773730278,120,83,83,83,52.16670854220391,423.8976331165313,328.57458343296054,243.5992773730278
28/03/2016,0.39,158.0,260.38305147829055,581.7788765607834,385.867395426178,319.0419223433018,121,120,83,83,102.38305147829055,423.7788765607834,227.867395426178,161.0419223433018
04/04/2016,0.41,158.0,296.7299671086788,677.6222103446961,385.12899288396835,255.08338842544555,158,121,120,83,138.7299671086788,519.6222103446961,227.12899288396835,97.08338842544555
11/04/2016,0.45,160.0,305.69817933282854,791.7300280042648,444.76419217586516,246.309207416296,158,158,121,120,145.69817933282854,631.7300280042648,284.76419217586516,86.309207416296
18/04/2016,0.34,264.0,377.8903510811806,786.2882072999954,446.13131435222624,166.52467723989486,160,158,158,121,113.8903510811806,522.2882072999954,182.13131435222624,-97.47532276010514
25/04/2016,0.46,264.0,347.1630715048313,823.8623886457443,455.2678145676613,183.15355238542557,264,160,158,158,83.1630715048313,559.8623886457443,191.26781456766128,-80.84644761457443
02/05/2016,0.39,264.0,414.40516758670805,795.7665310724259,426.71524596776965,113.56501630339622,264,264,160,158,150.40516758670805,531.7665310724259,162.71524596776965,-150.43498369660378
09/05/2016,0.49,264.0,399.8782901015282,760.5204662292481,456.84471068229675,151.9077307313919,264,264,264,160,135.8782901015282,496.5204662292481,192.84471068229675,-112.0922692686081
16/05/2016,0.92,206.0,199.3564062121868,757.3842232652664,506.2953142996788,192.34631348075868,264,264,264,264,-6.643593787813188,551.3842232652664,300.2953142996788,-13.653686519241319
23/05/2016,0.52,206.0,193.67072384233475,727.7466111207962,463.47523603248595,210.0446614992142,206,264,264,264,-12.329276157665248,521.7466111207962,257.47523603248595,4.044661499214186
30/05/2016,0.72,206.0,197.10052988376617,668.6437825555802,222.9069825691223,283.9070673663139,206,206,264,264,-8.899470116233829,462.6437825555802,16.906982569122306,77.90706736631392
06/06/2016,0.35,206.0,8.657249082425237,593.7719068181991,83.28739363718033,145.8255338956833,206,206,206,264,-197.34275091757476,387.7719068181991,-122.71260636281967,-60.17446610431671
13/06/2016,0.58,206.0,29.95027295179367,549.22516150074,89.98783646464348,35.99569375362396,206,206,206,206,-176.04972704820634,343.22516150074,-116.01216353535652,-170.00430624637605
20/06/2016,0.63,206.0,113.96688587594032,591.6565751572609,87.27201776515246,65.18222956209183,206,206,206,206,-92.03311412405968,385.65657515726093,-118.72798223484754,-140.81777043790817
27/06/2016,0.52,45.0,138.28347906017302,626.8139904029846,172.40321872308255,-116.12757464532852,206,206,206,206,93.28347906017302,581.8139904029846,127.40321872308255,-161.12757464532854
04/07/2016,0.69,45.0,408.8472980644226,649.1158376049042,256.94573968491557,-31.298738280558585,45,206,206,206,363.8472980644226,604.1158376049042,211.94573968491557,-76.29873828055858
11/07/2016,0.52,45.0,78.69851346484423,401.2607678850174,217.9438739923954,-21.11035747039318,45,45,206,206,33.698513464844225,356.2607678850174,172.9438739923954,-66.11035747039318
18/07/2016,0.57,45.0,6.082398458701372,112.31672803065777,85.07389163846969,-1.0787522351279855,45,45,45,206,-38.91760154129863,67.31672803065777,40.07389163846969,-46.078752235127986
25/07/2016,0.48,45.0,97.87568279764652,36.67404759197831,-89.11995432479381,-177.95303407888412,45,45,45,45,52.87568279764652,-8.325952408021692,-134.1199543247938,-222.95303407888412
01/08/2016,0.5,49.0,110.70192679338456,149.53327857677937,-23.229326410120727,-53.008577362847326,45,45,45,45,61.70192679338456,100.53327857677937,-72.22932641012073,-102.00857736284732
08/08/2016,0.39,81.0,120.70041638066769,114.59908955540656,187.827485201025,48.862224711620804,49,45,45,45,39.70041638066769,33.599089555406565,106.82748520102501,-32.137775288379196
15/08/2016,0.47,163.0,78.3273120936513,197.61778157429694,181.26638267970085,217.36790968637467,81,49,45,45,-84.6726879063487,34.61778157429694,18.266382679700854,54.367909686374674
22/08/2016,0.27,21.0,52.663049319398404,313.1730910234451,245.4159154027462,220.48468931078912,163,81,49,45,31.663049319398404,292.1730910234451,224.4159154027462,199.48468931078912
29/08/2016,0.21,21.0,654.405478650856,697.9615507375718,391.4748588280678,283.77506076049804,21,163,81,49,633.405478650856,676.9615507375718,370.4748588280678,262.77506076049804
05/09/2016,0.43,21.0,345.1478738870144,568.0438666588783,550.453782122612,371.4201778412819,21,21,163,81,324.1478738870144,547.0438666588783,529.453782122612,350.4201778412819
12/09/2016,0.58,21.0,30.270581991308926,277.45422832717895,398.47133797502516,368.1812630727768,21,21,21,163,9.270581991308926,256.45422832717895,377.47133797502516,347.1812630727768
19/09/2016,0.39,21.0,34.986237324875596,24.608446498703955,-19.06343514674306,-4.498385724498331,21,21,21,21,13.986237324875596,3.6084464987039553,-40.06343514674306,-25.49838572449833
26/09/2016,0.31,1.0,31.828985245049,13.92766067148149,-27.075610281997918,-30.614142194348574,21,21,21,21,30.828985245049,12.92766067148149,-28.075610281997918,-31.614142194348574
03/10/2016,0.15,20.0,23.251026420754194,-8.266523884767293,27.322329617464543,1.3154482195481658,1,21,21,21,3.2510264207541937,-28.266523884767295,7.322329617464543,-18.684551780451834
10/10/2016,0.2,21.0,10.934871122691035,-2.6059513063944877,33.72555058223605,61.98744065762758,20,1,21,21,-10.065128877308965,-23.605951306394488,12.725550582236053,40.98744065762758
17/10/2016,0.59,30.000000000000004,19.284178719976545,-0.4027630984403193,28.47701374374032,66.08616726965904,21,20,1,21,-10.715821280023459,-30.402763098440325,-1.522986256259685,36.08616726965904
24/10/2016,0.47,30.000000000000004,46.540409599649905,21.53099679940939,47.3833872674346,54.596699845719336,30,21,20,1,16.5404095996499,-8.469003200590613,17.383387267434596,24.596699845719332
31/10/2016,0.37,17.0,42.98848185566068,18.757118742924927,37.923685394614935,52.15130865733624,30,30,21,20,25.98848185566068,1.757118742924927,20.923685394614935,35.15130865733624
07/11/2016,0.21,17.0,26.530123307561876,-8.940972957828642,12.22227828848362,41.126402115154264,17,30,30,21,9.530123307561876,-25.94097295782864,-4.77772171151638,24.126402115154264
14/11/2016,0.26,20.0,32.14957386844754,5.37774928567037,27.822790145158766,41.57450249578357,17,17,30,30,12.14957386844754,-14.622250714329631,7.822790145158766,21.57450249578357
21/11/2016,0.38,15.000000000000002,26.96213954998255,8.326025518235564,51.716286888170245,73.68278397531509,20,17,17,30,11.962139549982547,-6.6739744817644375,36.716286888170245,58.68278397531509
28/11/2016,0.26,30.000000000000004,30.49127851917744,22.424033423835038,67.36554311957359,100.47398486373424,15,20,17,17,0.4912785191774347,-7.575966576164966,37.36554311957359,70.47398486373424
05/12/2016,0.29,10.0,28.096193611639737,14.848976936870814,49.79641124471426,82.44048028857708,30,15,20,17,18.096193611639737,4.848976936870814,39.79641124471426,72.44048028857708
12/12/2016,0.13,7.0,35.916972072333095,10.543477880850434,31.767371946769952,61.59806095740795,10,30,15,20,28.916972072333095,3.5434778808504337,24.767371946769952,54.59806095740795
19/12/2016,0.26,3.0,24.168776647478342,10.39365183493495,36.78449935571551,51.23013890465498,7,10,30,15,21.168776647478342,7.39365183493495,33.78449935571551,48.23013890465498
26/12/2016,0.39,2.0,25.60344521471858,13.331571702477335,31.763473902243376,72.54395279288292,3,7,10,30,23.60344521471858,11.331571702477335,29.763473902243376,70.54395279288292
02/01/2017,0.14,0.0,12.794824412700534,4.544820507844538,35.04505747262836,59.49689129548073,2,3,7,10,12.794824412700534,4.544820507844538,35.04505747262836,59.49689129548073
09/01/2017,0.43,0.0,1.7145599255897104,2.2149976026780904,17.011550209164618,51.87926278567314,0,2,3,7,1.7145599255897104,2.2149976026780904,17.011550209164618,51.87926278567314
16/01/2017,0.2,0.0,7.73952842707336,1.9533621982075273,8.04580988290608,12.618382787588239,0,0,2,3,7.73952842707336,1.9533621982075273,8.04580988290608,12.618382787588239
23/01/2017,0.22,2.0,-7.213412045627832,-2.0534633095733823,1.8417195146597922,12.976041814434529,0,0,0,2,-9.213412045627832,-4.053463309573383,-0.15828048534020778,10.976041814434529
30/01/2017,0.57,29.0,3.6671764547623695,2.800098790653795,7.361469185820222,9.464712204189599,2,0,0,0,-25.33282354523763,-26.199901209346205,-21.638530814179777,-19.5352877958104
06/02/2017,0.75,29.0,12.300981151628495,-1.4375749626807868,-3.483907203038782,1.9492487531170248,29,2,0,0,-16.699018848371505,-30.437574962680788,-32.48390720303878,-27.050751246882974
13/02/2017,0.7,31.0,24.74989443719387,-1.8460013149492442,1.5200354063339532,2.942458401109278,29,29,2,0,-6.25010556280613,-32.84600131494924,-29.479964593666047,-28.057541598890722
20/02/2017,0.56,24.0,33.42485273914933,-0.15002733286991715,5.384067478186637,2.297517525114119,31,29,29,2,9.42485273914933,-24.150027332869918,-18.615932521813363,-21.70248247488588
27/02/2017,0.54,24.0,18.986240423583986,-33.72916097795963,-26.744835665005446,11.698389169031381,24,31,29,29,-5.013759576416014,-57.72916097795963,-50.744835665005446,-12.301610830968619
06/03/2017,0.35,24.0,27.04275379909873,-12.462987914612889,27.21095576457381,48.41640670326948,24,24,31,29,3.0427537990987297,-36.46298791461289,3.2109557645738107,24.41640670326948
13/03/2017,0.26,62.99999999999999,48.19678818633557,-15.16775364164114,63.20051749091149,59.23565241622925,24,24,24,31,-14.803211813664426,-78.16775364164113,0.20051749091149418,-3.7643475837707427
20/03/2017,0.66,64.0,-21.66959110047519,-20.17089782396257,24.878228816235065,59.5420387160182,63,24,24,24,-85.66959110047519,-84.17089782396258,-39.121771183764935,-4.457961283981803
27/03/2017,0.44,25.0,35.80313841893077,53.28926882843971,36.14462056099176,50.1911137919426,64,63,24,24,10.803138418930772,28.28926882843971,11.144620560991761,25.1911137919426
03/04/2017,1.0,25.0,217.61959970068932,182.54547894573213,113.08768058881759,67.9801652740717,25,64,63,24,192.61959970068932,157.54547894573213,88.08768058881759,42.980165274071695
10/04/2017,1.0,27.0,130.04263656806947,240.31740220069887,162.87739795017242,195.071008968544,25,25,64,63,103.04263656806947,213.31740220069887,135.87739795017242,168.071008968544
17/04/2017,1.0,147.0,81.40872435683012,139.14108111569882,281.9562170545578,202.38455774559975,27,25,25,64,-65.59127564316988,-7.8589188843011755,134.95621705455778,55.38455774559975
24/04/2017,1.0,147.0,-177.48169866456985,-62.35324928584099,44.786690120369194,195.87199528770446,147,27,25,25,-324.4816986645699,-209.353249285841,-102.2133098796308,48.871995287704465
01/05/2017,1.0,147.0,-80.6161363073945,93.23614955291748,21.79629770988822,62.690669396674636,147,147,27,25,-227.6161363073945,-53.76385044708252,-125.20370229011178,-84.30933060332536
08/05/2017,0.62,147.0,-215.29277358527185,34.72235315195918,49.56966333875656,23.119807488763332,147,147,147,27,-362.29277358527185,-112.27764684804082,-97.43033666124344,-123.88019251123667
15/05/2017,0.65,90.99999999999999,-213.59197879743576,81.18683690915108,35.60098851808905,76.34080408354998,147,147,147,147,-304.59197879743573,-9.813163090848903,-55.39901148191093,-14.659195916450003
22/05/2017,0.53,90.99999999999999,-144.8360435198307,220.45619326114655,-9.631855648952723,-42.48593251376152,91,147,147,147,-235.8360435198307,129.45619326114655,-100.63185564895271,-133.4859325137615
29/05/2017,1.0,90.99999999999999,-77.34699959642887,221.2298448791027,49.18949377684593,-20.61973614474535,91,91,147,147,-168.34699959642887,130.2298448791027,-41.81050622315406,-111.61973614474533
05/06/2017,0.63,90.99999999999999,124.69415386791229,264.9303973141193,37.6114627812624,-16.16241363102794,91,91,91,147,33.694153867912306,173.93039731411932,-53.38853721873759,-107.16241363102793
12/06/2017,0.18,90.99999999999999,225.07741376152038,345.2772567056179,-17.259965866076946,-103.39460413434506,91,91,91,91,134.0774137615204,254.2772567056179,-108.25996586607693,-194.39460413434506
19/06/2017,0.42,93.99999999999999,13.530033246704937,309.8039331782341,57.66058972667456,7.649894237338007,91,91,91,91,-80.46996675329505,215.8039331782341,-36.33941027332543,-86.35010576266198
26/06/2017,0.71,3.0,-38.57965370416045,312.5469736700535,204.91922221856117,-39.7298429818511,94,91,91,91,-41.57965370416045,309.5469736700535,201.91922221856117,-42.7298429818511
03/07/2017,0.47,3.0,446.9880023835182,374.34703398313525,293.32566771998404,125.03018143594265,3,94,91,91,443.9880023835182,371.34703398313525,290.32566771998404,122.03018143594265
10/07/2017,0.53,3.0,375.43594868917467,454.5735862790108,201.77549500908853,122.9300010708332,3,3,94,91,372.43594868917467,451.5735862790108,198.77549500908853,119.9300010708332
17/07/2017,0.78,3.0,59.073144284069535,157.36497156214713,190.16265582003592,38.033534977680446,3,3,3,94,56.073144284069535,154.36497156214713,187.16265582003592,35.033534977680446
24/07/2017,0.13,3.0,0.4795747379131615,-15.26174356009662,0.042837829155474905,-36.20947864530086,3,3,3,3,-2.5204252620868384,-18.26174356009662,-2.957162170844525,-39.20947864530086
