Date,Searches,Observed,Pure-LSTM-Prediction,Pure-LSTMError,Naive-Prediction,NaiveError
31/01/2016,0.79,615.0,11.460149048662185,-603.5398509513378,872.9999999999999,257.9999999999999
07/02/2016,0.93,159.0,11.470720410892964,-147.52927958910703,615.0,456.0
14/02/2016,0.69,846.0,10.902306137285233,-835.0976938627148,159.0,-687.0
21/02/2016,0.86,416.99999999999994,11.470731323050261,-405.5292686769497,846.0,429.00000000000006
28/02/2016,1.0,42.0,11.470836247639657,-30.529163752360343,416.99999999999994,374.99999999999994
06/03/2016,0.91,589.0,11.469296794064045,-577.530703205936,42.0,-547.0
13/03/2016,1.0,345.0,11.470769095902442,-333.5292309040976,589.0,244.0
20/03/2016,0.21,90.0,11.470863108334541,-78.52913689166546,345.0,255.0
27/03/2016,0.19,281.99999999999994,11.341737032847405,-270.65826296715255,90.0,-191.99999999999994
03/04/2016,0.68,236.0,11.470852196177244,-224.52914780382275,281.99999999999994,45.99999999999994
10/04/2016,0.54,163.0,11.470863108334541,-151.52913689166547,236.0,73.0
17/04/2016,0.28,193.0,11.458426606602668,-181.54157339339733,163.0,-30.0
24/04/2016,0.64,137.0,11.470669207693339,-125.52933079230667,193.0,56.0
01/05/2016,0.14,124.0,11.470591983195543,-112.52940801680445,137.0,13.0
08/05/2016,0.29,89.0,11.46922292715311,-77.53077707284689,124.0,35.0
15/05/2016,0.19,122.0,11.470203342516422,-110.52979665748357,89.0,-33.0
22/05/2016,0.06,79.0,11.467429136372804,-67.5325708636272,122.0,43.0
29/05/2016,0.11,89.0,11.465667242667674,-77.53433275733232,79.0,-10.0
05/06/2016,0.11,55.99999999999999,11.458201648283005,-44.54179835171699,89.0,33.00000000000001
12/06/2016,0.06,23.0,11.46548257539034,-11.53451742460966,55.99999999999999,32.99999999999999
19/06/2016,0.05,48.0,11.453722627410889,-36.54627737258911,23.0,-25.0
26/06/2016,0.46,43.0,11.4578969472754,-31.5421030527246,48.0,5.0
03/07/2016,0.0,26.0,11.408087985594273,-14.591912014405727,43.0,17.0
10/07/2016,0.08,26.0,11.184397994366885,-14.815602005633115,26.0,0.0
17/07/2016,0.24,32.0,11.37535990767002,-20.62464009232998,26.0,-6.0
24/07/2016,0.0,18.0,11.348623443498612,-6.651376556501388,32.0,14.0
31/07/2016,0.13,22.0,11.200793930404187,-10.799206069595813,18.0,-4.0
07/08/2016,0.92,17.0,11.209025054593086,-5.790974945406914,22.0,5.0
14/08/2016,0.94,3.0,11.256877382531165,8.256877382531165,17.0,14.0
21/08/2016,0.0,9.0,10.974359951314927,1.974359951314927,3.0,-6.0
28/08/2016,0.0,13.999999999999998,11.02087847787261,-2.9791215221273877,9.0,-4.999999999999998
04/09/2016,0.19,52.0,8.672903716471195,-43.3270962835288,13.999999999999998,-38.0
11/09/2016,0.47,26.999999999999996,7.144421895323992,-19.855578104676006,52.0,25.000000000000004
18/09/2016,0.0,3.0,10.400743936263323,7.400743936263323,26.999999999999996,23.999999999999996
25/09/2016,0.45,9.999999999999998,11.058316410765649,1.0583164107656504,3.0,-6.999999999999998
02/10/2016,0.0,12.0,11.392978005324602,-0.6070219946753976,9.999999999999998,-2.0000000000000018
09/10/2016,0.51,6.0,10.996850746901035,4.9968507469010355,12.0,6.0
16/10/2016,0.0,4.999999999999999,7.124514762827158,2.1245147628271592,6.0,1.0000000000000009
23/10/2016,0.0,37.0,8.981560800794362,-28.018439199205638,4.999999999999999,-32.0
30/10/2016,0.0,9.0,9.501289225525856,0.5012892255258556,37.0,28.0
06/11/2016,0.95,11.0,9.032950346490145,-1.9670496535098554,9.0,-2.0
13/11/2016,0.0,13.999999999999998,10.627313058223724,-3.3726869417762746,11.0,-2.9999999999999982
20/11/2016,0.0,3.0,11.29498263581276,8.29498263581276,13.999999999999998,10.999999999999998
27/11/2016,0.0,3.0,9.281914572811127,6.281914572811127,3.0,0.0
04/12/2016,0.2,2.0,8.591833102927207,6.5918331029272075,3.0,1.0
11/12/2016,0.0,30.0,8.88126212669611,-21.118737873303893,2.0,-28.0
18/12/2016,0.96,6.999999999999999,5.296278918616176,-1.703721081383823,30.0,23.0
25/12/2016,0.0,4.999999999999999,7.730002671153545,2.730002671153546,6.999999999999999,2.0
01/01/2017,0.0,1.0,10.026291579818725,9.026291579818725,4.999999999999999,3.999999999999999
08/01/2017,0.01,6.0,11.161050174734592,5.1610501747345925,1.0,-5.0
15/01/2017,0.09,6.0,3.9077941998142003,-2.0922058001857997,6.0,0.0
22/01/2017,0.0,13.0,4.953493642647863,-8.046506357352136,6.0,-7.0
29/01/2017,0.0,2.0,5.030308514845967,3.0303085148459674,13.0,11.0
05/02/2017,0.2,4.0,7.631608588202,3.631608588202,2.0,-2.0
12/02/2017,0.0,4.0,8.016845513643027,4.016845513643027,4.0,0.0
19/02/2017,0.66,4.999999999999999,8.429450968981982,3.4294509689819828,4.0,-0.9999999999999991
26/02/2017,0.0,2.0,3.847230887418389,1.8472308874183891,4.999999999999999,2.999999999999999
05/03/2017,0.0,-1.0,4.182470826314091,5.182470826314091,2.0,3.0
12/03/2017,0.0,4.0,3.871593117980957,-0.12840688201904316,-1.0,-5.0
19/03/2017,0.0,1.0,2.9466761472856997,1.9466761472856997,4.0,3.0
26/03/2017,0.0,2.0,2.9389595732831957,0.9389595732831957,1.0,-1.0
02/04/2017,1.0,0.0,2.7793869001436233,2.7793869001436233,2.0,2.0
09/04/2017,0.0,6.999999999999999,3.5673642710286377,-3.4326357289713614,0.0,-6.999999999999999
16/04/2017,0.0,6.0,2.711849879838228,-3.288150120161772,6.999999999999999,0.9999999999999991
23/04/2017,0.21,1.0,2.743269967831075,1.743269967831075,6.0,5.0
30/04/2017,0.28,3.0,2.5250694212716818,-0.47493057872831823,1.0,-2.0
07/05/2017,0.0,1.0,6.354652832150459,5.354652832150459,3.0,2.0
14/05/2017,0.0,2.0,4.267615032116771,2.2676150321167707,1.0,-1.0
21/05/2017,0.0,6.999999999999999,2.6520065599748492,-4.347993440025149,2.0,-4.999999999999999
