Date,Searches,Observed,GRU-Prediction,GRUError,Naive-Prediction,NaiveError
28/02/2016,0.3,268.0,875.6038236167145,607.6038236167145,1816.0,1548.0
06/03/2016,0.24,240.00000000000003,1006.7652038676453,766.7652038676453,1119.0,879.0
13/03/2016,0.43,241.0,887.6829895244598,646.6829895244598,883.0,642.0
20/03/2016,0.15,70.0,352.56785648672104,282.56785648672104,587.0,517.0
27/03/2016,0.32,108.0,338.3938269277191,230.3938269277191,543.0,435.0
03/04/2016,0.23,95.0,203.69618609357835,108.69618609357835,268.0,173.0
10/04/2016,0.48,59.0,126.49279483273506,67.49279483273506,240.00000000000003,181.00000000000003
17/04/2016,0.09,80.0,93.89074391282558,13.890743912825585,241.0,161.0
24/04/2016,0.51,82.00000000000001,38.73061896925926,-43.26938103074075,70.0,-12.000000000000014
01/05/2016,0.18,15.000000000000002,27.590580361382962,12.59058036138296,108.0,93.0
08/05/2016,0.06,202.0,20.999567792966367,-181.00043220703364,95.0,-107.0
15/05/2016,0.15,254.00000000000003,34.61365063874722,-219.38634936125283,59.0,-195.00000000000003
22/05/2016,0.0,-71.0,23.223673164168595,94.22367316416859,80.0,151.0
29/05/2016,0.08,71.0,44.269687427511215,-26.730312572488785,82.00000000000001,11.000000000000014
05/06/2016,0.06,43.0,17.750949187471868,-25.249050812528132,15.000000000000002,-28.0
12/06/2016,0.25,44.0,113.52293757338524,69.52293757338524,202.0,158.0
19/06/2016,0.05,33.0,238.24270195451737,205.24270195451737,254.00000000000003,221.00000000000003
26/06/2016,0.57,17.0,78.64684393274307,61.64684393274307,-71.0,-88.0
03/07/2016,0.02,33.0,15.910349214314222,-17.089650785685777,71.0,38.0
10/07/2016,0.15,46.0,7.826695708952546,-38.17330429104745,43.0,-3.0
17/07/2016,0.0,44.0,63.34781392038822,19.34781392038822,44.0,0.0
24/07/2016,0.2,23.0,15.58947277413249,-7.41052722586751,33.0,10.0
31/07/2016,0.07,26.0,12.461709697874785,-13.538290302125215,17.0,-9.0
07/08/2016,0.37,21.000000000000004,16.376522186255453,-4.62347781374455,33.0,11.999999999999996
14/08/2016,0.39,10.0,37.12988602998495,27.129886029984952,46.0,36.0
21/08/2016,0.0,24.0,47.85191125291824,23.851911252918242,44.0,20.0
28/08/2016,0.4,22.0,23.674987273635864,1.674987273635864,23.0,1.0
04/09/2016,0.19,115.0,13.756703036855459,-101.24329696314454,26.0,-89.0
11/09/2016,0.46,74.0,12.535785022223592,-61.46421497777641,21.000000000000004,-53.0
18/09/2016,0.35,6.0,9.771398223702311,3.7713982237023114,10.0,4.0
25/09/2016,0.0,6.0,13.5335889906168,7.533588990616799,24.0,18.0
02/10/2016,0.43,-3.0,19.79107391421318,22.79107391421318,22.0,25.0
09/10/2016,0.0,9.0,90.09231184054374,81.09231184054374,115.0,106.0
16/10/2016,0.0,3.0,99.2612223017025,96.2612223017025,74.0,71.0
23/10/2016,0.32,30.000000000000004,20.71776172479987,-9.282238275200132,6.0,-24.000000000000004
30/10/2016,0.0,10.0,4.746086571751535,-5.253913428248465,6.0,-4.0
06/11/2016,0.0,6.0,3.233614087703973,-2.766385912296027,-3.0,-9.0
13/11/2016,0.0,11.0,4.796344322574734,-6.203655677425266,9.0,-2.0
20/11/2016,0.0,-3.0,4.313061194334626,7.313061194334626,3.0,6.0
27/11/2016,1.0,5.0,23.172707944664957,18.172707944664957,30.000000000000004,25.000000000000004
04/12/2016,0.0,6.0,16.838868120309115,10.838868120309115,10.0,4.0
11/12/2016,0.52,32.00000000000001,8.94363481729567,-23.056365182704337,6.0,-26.000000000000007
18/12/2016,1.0,1.0000000000000002,4.6602347827374935,3.6602347827374935,11.0,10.0
25/12/2016,0.0,4.000000000000001,2.763030648535043,-1.2369693514649578,-3.0,-7.000000000000001
01/01/2017,0.27,0.0,2.685036367895007,2.685036367895007,5.0,5.0
08/01/2017,0.01,1.0000000000000002,2.74309627403155,1.7430962740315497,6.0,5.0
15/01/2017,0.09,0.0,23.613552648965122,23.613552648965122,32.00000000000001,32.00000000000001
22/01/2017,0.0,5.0,12.660150016313791,7.660150016313791,1.0000000000000002,-4.0
29/01/2017,0.0,2.0000000000000004,3.789169121415019,1.7891691214150187,4.000000000000001,2.0000000000000004
05/02/2017,0.0,3.0,2.237586265695244,-0.7624137343047561,0.0,-3.0
12/02/2017,0.0,1.0000000000000002,2.06908872077927,1.0690887207792696,1.0000000000000002,0.0
19/02/2017,0.0,4.000000000000001,1.7408678991362452,-2.2591321008637557,0.0,-4.000000000000001
26/02/2017,0.38,1.0000000000000002,4.029486656485498,3.0294866564854983,5.0,4.0
05/03/2017,0.75,3.0,3.606179175528884,0.6061791755288839,2.0000000000000004,-0.9999999999999996
12/03/2017,0.0,0.0,3.750910055573583,3.750910055573583,3.0,3.0
19/03/2017,0.56,4.000000000000001,2.0790748977671565,-1.9209251022328444,1.0000000000000002,-3.000000000000001
26/03/2017,1.0,0.0,3.5911053654032945,3.5911053654032945,4.000000000000001,4.000000000000001
02/04/2017,0.0,0.0,2.234785481633097,2.234785481633097,1.0000000000000002,1.0000000000000002
09/04/2017,0.0,3.0,2.1460337174883484,-0.8539662825116516,3.0,0.0
16/04/2017,0.38,0.0,1.7611772199192643,1.7611772199192643,0.0,0.0
23/04/2017,0.21,0.0,2.2701015424098077,2.2701015424098077,4.000000000000001,4.000000000000001
30/04/2017,0.0,0.0,1.9357884497798978,1.9357884497798978,0.0,0.0
07/05/2017,1.0,0.0,1.7589582490494848,1.7589582490494848,0.0,0.0
14/05/2017,0.0,1.0000000000000002,2.0411386574400963,1.041138657440096,3.0,1.9999999999999998
21/05/2017,0.0,6.0,2.1214694836992027,-3.8785305163007973,0.0,-6.0
28/05/2017,0.0,-5.0,1.6947878902637958,6.694787890263796,0.0,5.0
04/06/2017,0.0,1.0000000000000002,1.7314128287048638,0.7314128287048636,0.0,-1.0000000000000002
11/06/2017,0.55,4.000000000000001,1.8063895594649018,-2.193610440535099,0.0,-4.000000000000001
18/06/2017,0.0,5.0,1.7507918544355034,-3.2492081455644968,1.0000000000000002,-4.0
25/06/2017,0.56,-13.0,3.691522282036543,16.691522282036544,6.0,19.0
02/07/2017,0.0,2.0000000000000004,2.183123500427902,0.1831235004279015,-5.0,-7.0
09/07/2017,0.0,0.0,1.7864376093545555,1.7864376093545555,1.0000000000000002,1.0000000000000002
16/07/2017,0.0,3.0,2.1932385651993753,-0.8067614348006247,4.000000000000001,1.0000000000000009
23/07/2017,0.31,0.0,4.936518474019766,4.936518474019766,5.0,5.0
30/07/2017,0.32,0.0,1.7753752799792588,1.7753752799792588,-13.0,-13.0
06/08/2017,0.0,2.0000000000000004,1.8494998968346417,-0.15050010316535878,2.0000000000000004,0.0
13/08/2017,0.0,0.0,1.750923772496134,1.750923772496134,0.0,0.0
20/08/2017,0.99,1.0000000000000002,4.287970904450715,3.287970904450715,3.0,1.9999999999999998
27/08/2017,0.69,-3.0,1.7946716801558436,4.794671680155844,0.0,3.0
03/09/2017,0.0,20.0,1.699325023071915,-18.300674976928086,0.0,-20.0
10/09/2017,0.0,-16.000000000000004,1.8045259390830994,17.804525939083103,2.0000000000000004,18.000000000000004
17/09/2017,0.0,0.0,1.8442498408474028,1.8442498408474028,0.0,0.0
24/09/2017,1.0,0.0,1.8464267918755115,1.8464267918755115,1.0000000000000002,1.0000000000000002
01/10/2017,0.12,0.0,1.8251178837050497,1.8251178837050497,-3.0,-3.0
08/10/2017,0.0,0.0,11.54286020390749,11.54286020390749,20.0,20.0
15/10/2017,0.0,0.0,4.1751043976116184,4.1751043976116184,-16.000000000000004,-16.000000000000004
22/10/2017,0.0,0.0,2.651081507566273,2.651081507566273,0.0,0.0
29/10/2017,0.0,0.0,2.04212814390406,2.04212814390406,0.0,0.0
05/11/2017,1.0,0.0,1.728611438587308,1.728611438587308,0.0,0.0
12/11/2017,0.1,2.0000000000000004,1.731440101198256,-0.26855989880174436,0.0,-2.0000000000000004
19/11/2017,0.0,-2.0000000000000004,1.8726192945294082,3.8726192945294087,0.0,2.0000000000000004
26/11/2017,0.28,0.0,1.7120259242539109,1.7120259242539109,0.0,0.0
03/12/2017,0.0,1.0000000000000002,1.6876909814277292,0.687690981427729,0.0,-1.0000000000000002
10/12/2017,0.04,4.000000000000001,1.7554235318873823,-2.2445764681126184,0.0,-4.000000000000001
17/12/2017,0.0,4.000000000000001,1.773686001536697,-2.226313998463304,2.0000000000000004,-2.0000000000000004
24/12/2017,0.65,3.0,1.7097802869461476,-1.2902197130538524,-2.0000000000000004,-5.0
