Date,Searches,Cases,Week1-Prediction,Week2-Prediction,Week3-Prediction,Week4-Prediction,Naive-1Week,Naive-2Week,Naive-3Week,Naive-4Week,Week1-Error,Week2-Error,Week3-Error,Week4-Error
22/02/2016,0.67,1607.0,1015.568398229065,1733.1167265809631,1257.3246438077545,723.9432974113846,951,949,949,177,-591.431601770935,126.11672658096313,-349.67535619224554,-883.0567025886154
29/02/2016,0.76,1607.0,506.35301870479583,1611.54267639328,1674.40736274971,1255.3345965870667,1607,951,949,949,-1100.6469812952041,4.5426763932800895,67.40736274971005,-351.6654034129333
07/03/2016,0.82,1607.0,1018.5146469760132,1967.8480379977418,1275.4418177916718,1088.6870493675233,1607,1607,951,949,-588.4853530239868,360.8480379977418,-331.55818220832816,-518.3129506324767
14/03/2016,0.74,1018.0,1471.4667560836792,1710.1288161021423,1026.0660710356904,866.7982444948578,1607,1607,1607,951,453.46675608367923,692.1288161021423,8.066071035690356,-151.20175550514216
21/03/2016,0.75,1019.0,1849.6788507487488,1881.6950357751464,1375.4302856999207,1577.3033102301026,1018,1607,1607,1607,830.6788507487488,862.6950357751464,356.43028569992066,558.3033102301026
28/03/2016,0.51,640.0,1628.6797815774537,67.12119302942276,1868.5094245864868,2494.423334278259,1019,1018,1607,1607,988.6797815774537,-572.8788069705772,1228.5094245864868,1854.423334278259
04/04/2016,0.57,640.0,1127.5211174407195,400.23677938840865,2174.357758754578,3470.1210996832274,640,1019,1018,1607,487.52111744071954,-239.76322061159135,1534.3577587545778,2830.1210996832274
11/04/2016,0.51,642.0,544.6847159181976,790.9391872550201,1529.1243485889436,3443.9218828042603,640,640,1019,1018,-97.31528408180236,148.9391872550201,887.1243485889436,2801.9218828042603
18/04/2016,0.45,337.0,178.0735386353588,1590.8871121333314,1071.0908264626312,2876.0415003515627,642,640,640,1019,-158.9264613646412,1253.8871121333314,734.0908264626312,2539.0415003515627
25/04/2016,0.37,337.0,346.0420311834717,1621.5585726752472,408.9470502109146,1806.9520001586914,337,642,640,640,9.042031183471693,1284.5585726752472,71.9470502109146,1469.9520001586914
