,Predicted,Observed,error
0,-370.4198824460085,14.0,-384.4198824460085
1,-165.54000439133569,14.0,-179.54000439133569
2,6.7282306707471635,14.0,-7.2717693292528365
3,224.97029338617887,16.0,208.97029338617887
4,437.8031997089722,89.0,348.8031997089722
5,-175.35559988143862,89.0,-264.3555998814386
6,707.4282761496752,89.0,618.4282761496752
7,259.04985520566004,66.0,193.04985520566004
8,155.47523434716422,66.0,89.47523434716422
9,361.7591378929381,66.0,295.7591378929381
10,1227.2133668051197,77.0,1150.2133668051197
11,-442.4514549209845,78.0,-520.4514549209845
12,-155.24843863820874,107.99999999999999,-263.2484386382087
13,-235.83604358320068,107.99999999999999,-343.83604358320065
14,580.9819675113628,108.99999999999999,471.98196751136277
15,459.45530114974804,26.999999999999996,432.45530114974804
16,-293.70354632326377,26.999999999999996,-320.70354632326377
17,-98.44818405067859,26.999999999999996,-125.44818405067859
18,280.1042412972552,26.999999999999996,253.10424129725521
19,-179.30259906531137,40.99999999999999,-220.30259906531137
20,-397.8116859590322,40.99999999999999,-438.8116859590322
21,-41.64792718424634,40.99999999999999,-82.64792718424633
22,282.2476832355509,40.99999999999999,241.24768323555088
23,141.6491361776346,40.99999999999999,100.6491361776346
24,1257.8952767419007,46.0,1211.8952767419007
25,-260.42382397485227,34.0,-294.42382397485227
26,-134.12920295093258,34.0,-168.12920295093258
27,1278.8343454824312,34.0,1244.8343454824312
28,382.67614545816394,34.0,348.67614545816394
29,-410.5057847352191,34.0,-444.5057847352191
30,-491.093386301986,34.0,-525.093386301986
31,-54.94026875252106,86.0,-140.94026875252106
32,-560.3209329984911,172.0,-732.3209329984911
33,-525.973964866551,22.0,-547.973964866551
34,-192.79711698784004,22.0,-214.79711698784004
35,-650.4565750008516,50.0,-700.4565750008516
36,578.0470737782035,50.0,528.0470737782035
37,-687.415972085899,50.0,-737.415972085899
38,-423.1998656872122,2.0,-425.1998656872122
39,-176.01992951187873,2.0,-178.01992951187873
40,300.1562720855056,2.0,298.1562720855056
41,-389.119702771753,20.0,-409.119702771753
42,-423.73347611983695,21.0,-444.73347611983695
43,24.37794089030147,9.0,15.37794089030147
44,-927.9771838283308,9.0,-936.9771838283308
45,174.57545833566925,1.0,173.57545833566925
46,-205.75800259195344,23.999999999999996,-229.75800259195344
47,-401.28017272836934,19.0,-420.28017272836934
48,-389.920118422468,29.999999999999996,-419.920118422468
49,-533.517717298253,1.0,-534.517717298253
50,-332.8530416803342,2.9999999999999996,-335.8530416803342
51,-390.45372885509283,56.0,-446.45372885509283
