Date,Searches,WeekNumber,Cases
03/01/2016,30,1,95
10/01/2016,43,2,292
17/01/2016,25,3,0
24/01/2016,44,4,873
31/01/2016,79,5,615
07/02/2016,93,6,159
14/02/2016,69,7,846
21/02/2016,86,8,417
28/02/2016,100,9,42
06/03/2016,91,10,589
13/03/2016,100,11,345
20/03/2016,21,12,90
27/03/2016,19,13,282
03/04/2016,68,14,236
10/04/2016,54,15,163
17/04/2016,28,16,193
24/04/2016,64,17,137
01/05/2016,14,18,124
08/05/2016,29,19,89
15/05/2016,19,20,122
22/05/2016,6,21,79
29/05/2016,11,22,89
05/06/2016,11,23,56
12/06/2016,6,24,23
19/06/2016,5,25,48
26/06/2016,46,26,43
03/07/2016,0,27,26
10/07/2016,8,28,26
17/07/2016,24,29,32
24/07/2016,0,30,18
31/07/2016,13,31,22
07/08/2016,92,32,17
14/08/2016,94,33,3
21/08/2016,0,34,9
28/08/2016,0,35,14
04/09/2016,19,36,52
11/09/2016,47,37,27
18/09/2016,0,38,3
25/09/2016,45,39,10
02/10/2016,0,40,12
09/10/2016,51,41,6
16/10/2016,0,42,5
23/10/2016,0,43,37
30/10/2016,0,44,9
06/11/2016,95,45,11
13/11/2016,0,46,14
20/11/2016,0,47,3
27/11/2016,0,48,3
04/12/2016,20,49,2
11/12/2016,0,50,30
18/12/2016,96,51,7
25/12/2016,0,52,5
01/01/2017,0,1,1
08/01/2017,1,2,6
15/01/2017,9,3,6
22/01/2017,0,4,13
29/01/2017,0,5,2
05/02/2017,20,6,4
12/02/2017,0,7,4
19/02/2017,66,8,5
26/02/2017,0,9,2
05/03/2017,0,10,-1
12/03/2017,0,11,4
19/03/2017,0,12,1
26/03/2017,0,13,2
02/04/2017,100,14,0
09/04/2017,0,15,7
16/04/2017,0,16,6
23/04/2017,21,17,1
30/04/2017,28,18,3
07/05/2017,0,19,1
14/05/2017,0,20,2
21/05/2017,0,21,7
28/05/2017,0,22,-6
04/06/2017,0,23,2
11/06/2017,0,24,0
18/06/2017,0,25,3
25/06/2017,0,26,-6
02/07/2017,0,27,4
09/07/2017,0,28,1
16/07/2017,0,29,4
23/07/2017,0,30,0
30/07/2017,0,31,1
06/08/2017,31,32,3
13/08/2017,84,33,3
20/08/2017,0,34,0
27/08/2017,39,35,-1
03/09/2017,0,36,-5
10/09/2017,0,37,6
17/09/2017,57,38,1
24/09/2017,0,39,4
01/10/2017,14,40,1
08/10/2017,57,41,1
15/10/2017,100,42,2
22/10/2017,0,43,-2
29/10/2017,65,44,0
05/11/2017,0,45,2
12/11/2017,0,46,6
19/11/2017,0,47,-1
26/11/2017,36,48,-1
03/12/2017,0,49,2
10/12/2017,0,50,2
17/12/2017,0,51,-1
24/12/2017,0,52,2
