Date,Searches,WeekNumber,Cases
03/01/2016,0,1,5
10/01/2016,0,2,10
17/01/2016,17,3,0
24/01/2016,37,4,104
31/01/2016,89,5,82
07/02/2016,61,6,125
14/02/2016,46,7,96
21/02/2016,100,8,108
28/02/2016,56,9,136
06/03/2016,0,10,149
13/03/2016,31,11,134
20/03/2016,36,12,58
27/03/2016,17,13,153
03/04/2016,52,14,158
10/04/2016,66,15,214
17/04/2016,100,16,158
24/04/2016,70,17,197
01/05/2016,39,18,205
08/05/2016,100,19,293
15/05/2016,100,20,276
22/05/2016,50,21,183
29/05/2016,15,22,119
05/06/2016,87,23,243
12/06/2016,32,24,167
19/06/2016,57,25,132
26/06/2016,100,26,85
03/07/2016,0,27,82
10/07/2016,0,28,41
17/07/2016,0,29,59
24/07/2016,100,30,23
31/07/2016,100,31,11
07/08/2016,0,32,12
14/08/2016,100,33,10
21/08/2016,0,34,12
28/08/2016,0,35,7
04/09/2016,100,36,11
11/09/2016,0,37,8
18/09/2016,0,38,4
25/09/2016,0,39,8
02/10/2016,0,40,2
09/10/2016,0,41,2
16/10/2016,0,42,4
23/10/2016,0,43,12
30/10/2016,0,44,4
06/11/2016,0,45,0
13/11/2016,0,46,0
20/11/2016,0,47,0
27/11/2016,0,48,4
04/12/2016,100,49,11
11/12/2016,0,50,7
18/12/2016,0,51,4
25/12/2016,0,52,2
01/01/2017,0,1,0
08/01/2017,0,2,3
15/01/2017,0,3,2
22/01/2017,0,4,1
29/01/2017,0,5,4
05/02/2017,96,6,3
12/02/2017,0,7,0
19/02/2017,0,8,2
26/02/2017,0,9,1
05/03/2017,0,10,1
12/03/2017,0,11,1
19/03/2017,0,12,2
26/03/2017,0,13,1
02/04/2017,0,14,0
09/04/2017,0,15,1
16/04/2017,0,16,0
23/04/2017,100,17,1
30/04/2017,0,18,3
07/05/2017,0,19,0
14/05/2017,0,20,1
21/05/2017,0,21,5
28/05/2017,0,22,-2
04/06/2017,0,23,2
11/06/2017,0,24,0
18/06/2017,0,25,0
25/06/2017,0,26,-3
02/07/2017,0,27,1
09/07/2017,0,28,3
16/07/2017,0,29,1
23/07/2017,0,30,0
30/07/2017,0,31,1
06/08/2017,0,32,1
13/08/2017,0,33,1
20/08/2017,0,34,3
27/08/2017,0,35,1
03/09/2017,0,36,2
10/09/2017,100,37,5
17/09/2017,0,38,3
24/09/2017,0,39,1
01/10/2017,0,40,1
08/10/2017,0,41,1
15/10/2017,0,42,0
22/10/2017,0,43,0
29/10/2017,0,44,0
05/11/2017,0,45,3
12/11/2017,0,46,1
19/11/2017,0,47,-1
26/11/2017,0,48,-2
03/12/2017,0,49,3
10/12/2017,0,50,0
17/12/2017,0,51,1
24/12/2017,0,52,0
