Date,Searches,WeekNumber,Cases
03/01/2016,25,1,8
10/01/2016,18,2,30
17/01/2016,25,3,0
24/01/2016,59,4,179
31/01/2016,55,5,226
07/02/2016,70,6,271
14/02/2016,38,7,274
21/02/2016,43,8,263
28/02/2016,27,9,312
06/03/2016,23,10,361
13/03/2016,53,11,182
20/03/2016,21,12,443
27/03/2016,36,13,469
03/04/2016,37,14,541
10/04/2016,54,15,469
17/04/2016,36,16,549
24/04/2016,83,17,488
01/05/2016,30,18,541
08/05/2016,56,19,549
15/05/2016,39,20,554
22/05/2016,27,21,406
29/05/2016,23,22,464
05/06/2016,50,23,483
12/06/2016,41,24,278
19/06/2016,16,25,281
26/06/2016,42,26,246
03/07/2016,4,27,167
10/07/2016,15,28,204
17/07/2016,69,29,162
24/07/2016,100,30,138
31/07/2016,16,31,90
07/08/2016,55,32,61
14/08/2016,39,33,77
21/08/2016,71,34,62
28/08/2016,100,35,77
04/09/2016,0,36,74
11/09/2016,48,37,47
18/09/2016,56,38,45
25/09/2016,46,39,46
02/10/2016,23,40,28
09/10/2016,52,41,17
16/10/2016,57,42,-87
23/10/2016,33,43,36
30/10/2016,18,44,29
06/11/2016,72,45,30
13/11/2016,50,46,5
20/11/2016,0,47,15
27/11/2016,74,48,10
04/12/2016,0,49,12
11/12/2016,51,50,32
18/12/2016,48,51,14
25/12/2016,8,52,20
01/01/2017,0,1,2
08/01/2017,0,2,5
15/01/2017,0,3,6
22/01/2017,9,4,13
29/01/2017,14,5,6
05/02/2017,0,6,5
12/02/2017,40,7,9
19/02/2017,34,8,8
26/02/2017,9,9,10
05/03/2017,38,10,5
12/03/2017,29,11,4
19/03/2017,0,12,5
26/03/2017,0,13,5
02/04/2017,48,14,0
09/04/2017,0,15,8
16/04/2017,18,16,5
23/04/2017,10,17,3
30/04/2017,26,18,4
07/05/2017,44,19,2
14/05/2017,0,20,5
21/05/2017,0,21,8
28/05/2017,27,22,0
04/06/2017,0,23,6
11/06/2017,25,24,4
18/06/2017,14,25,1
25/06/2017,26,26,-8
02/07/2017,68,27,2
09/07/2017,0,28,1
16/07/2017,0,29,1
23/07/2017,0,30,0
30/07/2017,15,31,1
06/08/2017,0,32,1
13/08/2017,37,33,4
20/08/2017,100,34,2
27/08/2017,0,35,-16
03/09/2017,5,36,-1
10/09/2017,0,37,14
17/09/2017,0,38,-1
24/09/2017,51,39,3
01/10/2017,6,40,3
08/10/2017,0,41,2
15/10/2017,0,42,2
22/10/2017,0,43,-4
29/10/2017,0,44,0
05/11/2017,13,45,3
12/11/2017,0,46,8
19/11/2017,0,47,4
26/11/2017,30,48,-3
03/12/2017,0,49,7
10/12/2017,2,50,4
17/12/2017,0,51,-1
24/12/2017,33,52,-5
