Date,Searches,WeekNumber,Cases
03/01/2016,24,1,105
10/01/2016,31,2,194
17/01/2016,24,3,0
24/01/2016,47,4,573
31/01/2016,44,5,292
07/02/2016,44,6,283
14/02/2016,25,7,231
21/02/2016,26,8,214
28/02/2016,27,9,167
06/03/2016,15,10,198
13/03/2016,44,11,142
20/03/2016,18,12,82
27/03/2016,15,13,166
03/04/2016,19,14,156
10/04/2016,18,15,113
17/04/2016,21,16,77
24/04/2016,33,17,63
01/05/2016,16,18,69
08/05/2016,17,19,66
15/05/2016,14,20,84
22/05/2016,4,21,26
29/05/2016,10,22,36
05/06/2016,17,23,34
12/06/2016,4,24,37
19/06/2016,9,25,29
26/06/2016,16,26,2
03/07/2016,1,27,17
10/07/2016,21,28,14
17/07/2016,26,29,12
24/07/2016,10,30,11
31/07/2016,25,31,8
07/08/2016,40,32,5
14/08/2016,0,33,2
21/08/2016,26,34,4
28/08/2016,22,35,4
04/09/2016,20,36,8
11/09/2016,50,37,5
18/09/2016,39,38,9
25/09/2016,48,39,5
02/10/2016,37,40,5
09/10/2016,28,41,3
16/10/2016,61,42,4
23/10/2016,16,43,-4
30/10/2016,9,44,4
06/11/2016,25,45,2
13/11/2016,52,46,4
20/11/2016,10,47,1
27/11/2016,47,48,2
04/12/2016,0,49,3
11/12/2016,25,50,14
18/12/2016,0,51,2
25/12/2016,0,52,5
01/01/2017,0,1,0
08/01/2017,0,2,4
15/01/2017,4,3,5
22/01/2017,0,4,4
29/01/2017,4,5,3
05/02/2017,13,6,0
12/02/2017,12,7,2
19/02/2017,0,8,1
26/02/2017,9,9,2
05/03/2017,17,10,3
12/03/2017,0,11,2
19/03/2017,26,12,2
26/03/2017,0,13,1
02/04/2017,22,14,0
09/04/2017,0,15,3
16/04/2017,16,16,0
23/04/2017,9,17,4
30/04/2017,13,18,3
07/05/2017,0,19,1
14/05/2017,0,20,1
21/05/2017,42,21,0
28/05/2017,0,22,3
04/06/2017,0,23,0
11/06/2017,0,24,0
18/06/2017,0,25,0
25/06/2017,23,26,-2
02/07/2017,0,27,2
09/07/2017,2,28,0
16/07/2017,5,29,2
23/07/2017,0,30,0
30/07/2017,13,31,-2
06/08/2017,0,32,3
13/08/2017,33,33,1
20/08/2017,25,34,0
27/08/2017,18,35,2
03/09/2017,0,36,-1
10/09/2017,11,37,3
17/09/2017,26,38,1
24/09/2017,0,39,0
01/10/2017,0,40,0
08/10/2017,53,41,1
15/10/2017,0,42,0
22/10/2017,0,43,-3
29/10/2017,0,44,0
05/11/2017,0,45,4
12/11/2017,4,46,8
19/11/2017,26,47,-7
26/11/2017,0,48,1
03/12/2017,0,49,0
10/12/2017,0,50,0
17/12/2017,19,51,0
24/12/2017,31,52,1
