State,Model,Error
Colima,LSTM,0.18799125131443145
Colima,LSTM,0.2956460843857377
Colima,LSTM,0.5216640934925526
Colima,LSTM,0.7048525990955532
Colima,LSTM,0.6172726103838533
Colima,LSTM,0.7531334068354221
Colima,LSTM,0.7272745268911124
Colima,LSTM,0.567353210708499
Colima,LSTM,0.7129727489508688
Colima,LSTM,0.7088545427460223
Colima,LSTM,0.3868965836821124
Colima,LSTM,0.3820106153901666
Colima,LSTM,0.4622302941586822
Colima,LSTM,0.6975433726083488
Colima,LSTM,0.3299436704048887
Colima,LSTM,0.2844658553473651
Colima,LSTM,0.25271218834221365
Colima,LSTM,0.16329454648923128
Colima,LSTM,0.16329454648923128
Colima,LSTM,-0.8366270635111257
Colima,LSTM,0.16885959620065988
Colima,LSTM,-3.7928811227045016
Colima,LSTM,-5.591203381067515
Colima,LSTM,-9.310275944454595
Colima,LSTM,-6.894173407368362
Colima,LSTM,-3.294889481599629
Colima,LSTM,-4.0227905756935485
Colima,LSTM,-0.03226036825627099
Colima,LSTM,-0.4848625437766314
Colima,LSTM,-6.7745324560485765
Colima,LSTM,-11.789997308903187
Colima,LSTM,-27.533468335168067
Colima,LSTM,-9.33038560399115
Colima,LSTM,-8.512502591922878
Colima,LSTM,-8.388621607774496
Colima,LSTM,-5.0556690164625655
Colima,LSTM,-20.554467563694715
Colima,LSTM,-8.115083054769038
Colima,LSTM,-19.781260743260386
Colima,LSTM,-17.311361656975752
Colima,LSTM,-11.35887784626782
Colima,LSTM,-4.782887600821256
Colima,LSTM,-0.5583218252629045
Colima,LSTM,2.009989432984591
Colima,LSTM,0.4775529463514685
Colima,LSTM,-0.7010362833976744
Colima,LSTM,1.4552680375277995
Colima,LSTM,0.08002975853383543
Colima,LSTM,-0.14638091489747165
Colima,LSTM,0.7186384553268552
Colima,LSTM,0.6797235660798848
Colima,LSTM,0.7479430839486421
Colima,LSTM,0.4610454123374075
Colima,LSTM,0.7079488712251186
Colima,LSTM,0.9260630402974784
Colima,LSTM,0.7206524364762008
Colima,LSTM,0.648006568941474
Colima,LSTM,0.2206162913271226
Colima,LSTM,0.1739105259018019
Colima,LSTM,0.26094558025710285
Colima,LSTM,0.4077479336664081
Colima,LSTM,0.6278386191543192
Colima,LSTM,0.461590267207101
Colima,LSTM,0.3828532804492861
Colima,LSTM,0.5387547419771552
Colima,LSTM,0.3086839177284389
Colima,LSTM,0.1639979773361236
Colima,LSTM,0.16624848442506046
Colima,LSTM,0.17660242266561835
Colima,LSTM,0.2022641225894913
Colima,LSTM,0.16329454648923128
Colima,LSTM,0.16329454648923128
Colima,LSTM,0.16329454648923128
Colima,LSTM,0.16329454648923128
Colima,LSTM,0.16416697931950913
Colima,LSTM,0.16795127512291075
Colima,LSTM,0.18253900648569688
Colima,LSTM,0.2140476159782149
Colima,LSTM,0.16329454648923128
Colima,LSTM,0.16390152021916582
Colima,LSTM,0.1654505041421391
Colima,LSTM,0.17438045130390672
Colima,LSTM,0.1971919169468805
Colima,LSTM,0.16329454648923128
Colima,LSTM,0.16337069475296884
Colima,LSTM,0.16357415422312915
Colima,LSTM,0.16585232268553227
Colima,LSTM,0.18001668135998772
Colima,LSTM,0.16386271745916456
Colima,LSTM,0.1720643809308298
Colima,LSTM,0.16550422390718014
Colima,LSTM,-1.8152034328834157
Colima,LSTM,0.20174041118342428
Colima,LSTM,0.19361253786990415
Colima,LSTM,0.243331379339844
Colima,LSTM,0.21720738473758106
Colima,LSTM,0.1632839615096338
Colima,LSTM,-0.8366829824083485
Colima,LSTM,0.16415073753604664
Colima,LSTM,0.1664749023052864
Colima,LSTM,0.16674163319291546
Colima,LSTM,0.17603978926949204
Colima,LSTM,0.16329454648923128
Colima,LSTM,0.16329454648923128
Colima,LSTM,0.16329454648923128
Colima,LSTM,0.16329454648923128
Colima,LSTM,0.16329454648923128
Colima,LSTM,0.16329454648923128
Colima,LSTM,0.1649348076455295
Colima,LSTM,0.17250843341033906
Colima,LSTM,0.1937682523257099
Colima,LSTM,0.23432794671896845
Colima,LSTM,0.1649348076455295
Colima,LSTM,0.17250843341033906
Colima,LSTM,0.2540441205684096
Colima,LSTM,0.4024371619254351
Colima,LSTM,0.2822688958022743
Colima,LSTM,0.3601223348388448
Colima,LSTM,0.16329454648923128
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,-1.0
Colima,Naive,1.0
Colima,Naive,-4.0
Colima,Naive,-2.0
Colima,Naive,-4.0
Colima,Naive,2.0
Colima,Naive,3.0
Colima,Naive,-1.0
Colima,Naive,4.0
Colima,Naive,0.0
Colima,Naive,-6.0
Colima,Naive,-5.0
Colima,Naive,-16.0
Colima,Naive,17.0
Colima,Naive,-1.0
Colima,Naive,-1.0
Colima,Naive,3.0
Colima,Naive,-14.0
Colima,Naive,12.0
Colima,Naive,-12.0
Colima,Naive,2.0
Colima,Naive,5.0
Colima,Naive,7.0
Colima,Naive,4.0
Colima,Naive,4.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,3.0
Colima,Naive,-1.0
Colima,Naive,0.0
Colima,Naive,1.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,-2.0
Colima,Naive,2.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,-1.0
Colima,Naive,1.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Colima,Naive,0.0
Tabasco,LSTM,0.6075481307852268
Tabasco,LSTM,1.0386887737575174
Tabasco,LSTM,1.6164678024548291
Tabasco,LSTM,2.0338707336956263
Tabasco,LSTM,1.875251145234704
Tabasco,LSTM,0.054666200560927525
Tabasco,LSTM,0.8756427112430334
Tabasco,LSTM,0.973029958886504
Tabasco,LSTM,1.582405537181497
Tabasco,LSTM,2.2207775677603485
Tabasco,LSTM,2.089018602306247
Tabasco,LSTM,-0.20282534741431468
Tabasco,LSTM,-0.12352215626567598
Tabasco,LSTM,-0.05151644130080935
Tabasco,LSTM,-1.246783112773597
Tabasco,LSTM,0.7170134412364662
Tabasco,LSTM,-0.3199681681774557
Tabasco,LSTM,-2.3978070391117043
Tabasco,LSTM,-0.2939604134957492
Tabasco,LSTM,-3.301265589454919
Tabasco,LSTM,-4.299106003673225
Tabasco,LSTM,-4.9080923124486215
Tabasco,LSTM,-8.635439736506939
Tabasco,LSTM,-0.1415795327407121
Tabasco,LSTM,0.026447127315401886
Tabasco,LSTM,-2.259518384197354
Tabasco,LSTM,-4.422855207799673
Tabasco,LSTM,-6.825040224005878
Tabasco,LSTM,-2.3583033436471226
Tabasco,LSTM,-0.7477156747859719
Tabasco,LSTM,-10.357186540153029
Tabasco,LSTM,-19.34355098626793
Tabasco,LSTM,-24.59425401446343
Tabasco,LSTM,-10.024211683863404
Tabasco,LSTM,-4.494969784383773
Tabasco,LSTM,-27.928775356285573
Tabasco,LSTM,-9.999470114736557
Tabasco,LSTM,-14.350965995743275
Tabasco,LSTM,-16.90378096063614
Tabasco,LSTM,-15.048790390434268
Tabasco,LSTM,6.857862269897461
Tabasco,LSTM,6.445308142254353
Tabasco,LSTM,-1.2054900267505646
Tabasco,LSTM,0.5626728728735451
Tabasco,LSTM,-4.389411847600938
Tabasco,LSTM,-3.419852789751292
Tabasco,LSTM,2.0865756404936318
Tabasco,LSTM,-1.7571232606637477
Tabasco,LSTM,0.6368456479078533
Tabasco,LSTM,2.9328405268621447
Tabasco,LSTM,3.2572092475354677
Tabasco,LSTM,1.6894871797102688
Tabasco,LSTM,0.9517733892685176
Tabasco,LSTM,-2.2640024567551906
Tabasco,LSTM,1.0007277455914019
Tabasco,LSTM,1.152941095452905
Tabasco,LSTM,0.031478051048219324
Tabasco,LSTM,0.8425838467141986
Tabasco,LSTM,0.8455115996557474
Tabasco,LSTM,0.1858803225338459
Tabasco,LSTM,0.7372321223920584
Tabasco,LSTM,0.5676068473036587
Tabasco,LSTM,-0.4471526256220042
Tabasco,LSTM,0.5607406683629751
Tabasco,LSTM,0.5908374706940352
Tabasco,LSTM,0.7906357958623766
Tabasco,LSTM,0.6710610779102146
Tabasco,LSTM,0.7770246134555341
Tabasco,LSTM,-0.4110720926973224
Tabasco,LSTM,0.5505062038461864
Tabasco,LSTM,0.5513731260278821
Tabasco,LSTM,0.5546736853998899
Tabasco,LSTM,-1.4108018806251883
Tabasco,LSTM,0.8808423704856634
Tabasco,LSTM,1.3199680132287743
Tabasco,LSTM,1.7832896677708625
Tabasco,LSTM,2.736700799793005
Tabasco,LSTM,2.6319348759055137
Tabasco,LSTM,3.642628991968632
Tabasco,LSTM,3.976258445667028
Tabasco,LSTM,3.9075107269656657
Tabasco,LSTM,4.221378049077988
Tabasco,LSTM,4.175107934746742
Tabasco,LSTM,4.11074858853221
Tabasco,LSTM,3.8314735628557206
Tabasco,LSTM,3.412004759312868
Tabasco,LSTM,2.9616785051822663
Tabasco,LSTM,2.049774880880713
Tabasco,LSTM,2.0293010441511865
Tabasco,LSTM,1.1769807748281955
Tabasco,LSTM,1.2671171247839927
Tabasco,LSTM,0.9686149063798786
Tabasco,LSTM,0.9511975826874376
Tabasco,LSTM,-0.3888927870100737
Tabasco,LSTM,-0.3709659998627006
Tabasco,LSTM,-0.3443008816163241
Tabasco,LSTM,0.6788296036742628
Tabasco,LSTM,0.7639532776030898
Tabasco,LSTM,0.7424557401140034
Tabasco,LSTM,0.6088327425076068
Tabasco,LSTM,0.6854620424415171
Tabasco,LSTM,0.7200973035246134
Tabasco,LSTM,1.0012336844283345
Tabasco,LSTM,1.0156239412593842
Tabasco,LSTM,0.5740916536536813
Tabasco,LSTM,0.5783525152766704
Tabasco,LSTM,-1.450062377447784
Tabasco,LSTM,-1.4487572872486711
Tabasco,LSTM,0.5540018218244612
Tabasco,LSTM,0.5588585669665038
Tabasco,LSTM,0.5994839832633734
Tabasco,LSTM,0.6392839251016079
Tabasco,LSTM,1.013680047509372
Tabasco,LSTM,1.3748535431832074
Tabasco,LSTM,2.001911996136904
Tabasco,LSTM,1.9235203872030973
Tabasco,LSTM,0.8831404214215278
Tabasco,LSTM,1.2320928618738056
Tabasco,LSTM,0.5794157899117469
Tabasco,Naive,0.0
Tabasco,Naive,0.0
Tabasco,Naive,0.0
Tabasco,Naive,0.0
Tabasco,Naive,0.0
Tabasco,Naive,-1.0
Tabasco,Naive,1.0
Tabasco,Naive,0.0
Tabasco,Naive,0.0
Tabasco,Naive,0.0
Tabasco,Naive,0.0
Tabasco,Naive,-1.0
Tabasco,Naive,0.0
Tabasco,Naive,0.0
Tabasco,Naive,-1.0
Tabasco,Naive,2.0
Tabasco,Naive,-1.0
Tabasco,Naive,-2.0
