Week,Acre,Amapá,Amazonas,Pará,Rondonia,Roraima,Tocantins,Alagoas,Bahia,Ceará,Maranhao,Paraíba,Pernambuco,Piauí,Rio Grande do Norte,Sergipe,Espírito Santo,Minas Gerais,Rio de Janeiro,Sao Paulo,Paraná,Rio Grande do Sul,Santa Catarina,Distrito Federal,Goiás,Mato Grosso,Mato Grosso do Sul
2015-SE51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-SE1,1.6045045710446169,0.4308418608110626,83.67010232680599,0.0431978432462472,-9.760650564145012,0.31532304993485194,-18.816371747668267,1.87974154502293,316.19874344456156,15.368881934084627,-19.292602135681726,-26.42759061215504,24.105513462480722,-0.37615046219286796,-34.694744961423915,6.9775752646239955,136.470456704735,-139.03745588866337,3123.1706048449682,20.919130200801558,4.647598321219962,2.8792238862743433,1.5110953617273577,1.184718356994855,-11.842685876564243,1455.7814515746547,75.97789871852203
2016-SE2,3.139339428059489,1.4077891477480835,185.39346976907464,63.89093045766166,-7.014200752193348,0.5870973999131359,-8.588495663557687,18.67298872669724,1369.431657926082,36.4918425787795,-6.890136180908968,-33.07012081620671,48.4740179499743,-0.3348672829238239,-35.25965994856522,16.97010035283199,274.79394227298,-68.38327451821777,6511.060806459956,80.0588402677354,20.363464428293284,6.338965181699123,3.5147938156364766,5.746291142659807,20.376418831247683,3132.7086020995393,157.80386495802935
2016-SE3,4.604504571044616,2.9308418608110625,305.17010232680593,191.54319784324622,8.23934943585499,0.8153230499348518,30.68362825233173,50.379741545022924,3159.698743444561,63.36888193408461,37.207397864318274,-19.92759061215503,73.1055134624807,0.12384953780713204,-1.6947449614239076,29.977575264623994,414.97045670473494,211.96254411133657,10163.670604844967,177.41913020080153,47.14759832121996,10.379223886274342,6.011095361727357,13.684718356994852,96.65731412343573,5030.781451574654,245.477898718522
2016-SE4,6.0,5.0,443.0,383.0,36.0,1.0,99.0,97.0,5687.0,96.0,113.0,13.0,98.0,1.0,66.0,46.0,557.0,702.0,14081.0,313.0,85.0,15.0,9.0,25.0,217.0,7150.0,339.0
2016-SE5,7.32582571492564,7.615263565314896,598.8831627886567,638.2613369279229,76.26775094024168,1.14112825010858,196.36061957944708,158.53376409162846,8951.335427592398,134.38519677652562,220.4876702261362,65.71265102025839,123.15747756253212,2.2935841036547795,167.8245749357065,65.03737455896001,700.882572158775,1401.7290931477721,18263.048991925054,486.8014496653307,133.9206694646334,20.201293522876096,12.481507730454403,39.692136071675236,381.4044764609404,9490.364247375575,438.3701688024633
2016-SE6,8.829929715522901,10.945065115164352,770.063003613625,952.9719180606508,128.4509851511339,1.650625727987699,326.630531186931,246.38749946603716,12937.2484933453,179.36693599017173,361.0539402149743,146.60001419472175,149.32667884311763,3.989818155954795,305.01640043125474,86.29447970287822,849.2618617291871,2324.565135641248,22660.005828832876,701.2605804640837,192.35773874273562,26.166945255338224,16.46424827887851,57.849240849683234,606.1597656022624,11980.148656037221,543.8489930180956
2016-SE7,12.0,16.0,940.0,1301.0,189.0,5.0,513.0,429.0,17552.0,236.0,543.0,306.0,181.0,6.0,485.0,105.0,1018.0,3551.0,26973.0,971.0,251.0,34.0,21.0,80.0,989.0,14189.0,657.0
2016-SE8,17.0839845680583,22.94850077823044,1105.9375648686303,1677.9902921796056,257.3231783813938,11.601168993872587,759.334070214912,717.7777313396457,22780.133414680047,305.1268525325206,767.7093812534606,552.3022601821947,218.9261737262197,8.309345942973716,709.0127942275011,120.35871621169953,1209.7406755193406,5094.448998310622,31152.219753639154,1298.4568095403692,308.2955852640419,43.884298557297,26.097392619606808,106.23252780028818,1546.2142017501585,16045.192741599742,778.08377764036
2016-SE9,23.527028246929085,31.398767448202825,1268.7852093247766,2072.291960459515,330.8325174351194,20.725367026583402,1046.4220735149713,1097.295261658754,28391.921407594764,387.2072799026627,1033.2467386236135,867.9941721104913,260.7121912565912,10.71501930424187,979.5963423738951,132.6999909625511,1416.0139284756976,6870.424419818953,35186.51664437997,1674.2396092369179,363.48374700014386,55.39688235947408,31.536748298334903,135.33094765601683,2259.717425596323,17549.993278868667,904.9836987284597
2016-SE10,28.0,39.0,1434.0,2414.0,394.0,28.0,1259.0,1475.0,33009.0,485.0,1328.0,1148.0,292.0,12.0,1312.0,144.0,1586.0,8372.0,39009.0,2042.0,412.0,66.0,36.0,160.0,3021.0,18711.0,1025.0
2016-SE11,29.94804465450232,45.3603984319691,1602.4914479995605,2691.4635766611063,444.23762321583933,32.69630223110031,1377.8571813533022,1835.4665145371632,36401.64186210508,598.9647991394614,1650.0338200308775,1374.8071212199059,310.39659119126037,11.961451349614027,1708.7653263659527,154.5881059486204,1711.2289302807362,9514.688028099597,42608.52137512886,2392.346581981341,453.08359672889253,75.27069291111957,39.26746988523806,179.0238082377067,3811.976979704772,19529.479303025942,1136.0160542442643
2016-SE12,31.0,52.0,1795.0,2915.0,489.0,36.0,1451.0,2195.0,39003.0,726.0,1992.0,1576.0,321.0,15.0,2080.0,164.0,1803.0,10409.0,46088.0,2754.0,487.0,84.0,42.0,197.0,4618.0,20105.0,1236.0
2016-SE13,32.78470382605697,60.43884195998251,2032.2661026778605,3094.9265795738443,535.7417432698437,39.09681958681471,1526.4348383652139,2569.905651118267,41246.2274197747,863.0039252605682,2346.5503411911213,1779.163100570072,328.90826159584617,25.516272598073954,2335.811699430389,171.77137334572632,1872.612489839884,11165.447411583442,49550.35510484683,3155.6808988750345,514.0146726265006,92.97896017380845,44.858432390236736,218.5262029177427,5424.420696175039,20537.130902975652,1322.9199758059528
2016-SE14,35.12967203046781,70.15311908349415,2306.837427136936,3233.582181224152,583.3335942179727,42.02344718996786,1603.4749659765898,2955.979751189621,43129.95855421103,1013.8745805898556,2706.973342799868,1982.0297599212165,334.27256007337024,42.95671473969301,2489.959738470432,177.9697195502195,1922.6928742579978,11791.39153464999,52934.06505028407,3584.5975964737527,534.6455228366519,102.13136901296609,47.847988834044436,242.68812341098197,6218.632944211605,20836.62497562716,1396.8239797100666
2016-SE15,37.0,78.0,2574.0,3345.0,625.0,45.0,1678.0,3328.0,44646.0,1202.0,3033.0,2171.0,338.0,64.0,2625.0,183.0,1969.0,12331.0,55870.0,3964.0,552.0,111.0,51.0,264.0,6925.0,21068.0,1458.0
2016-SE16,38.22320363244812,83.45567948107762,2826.301492370847,3431.5189017429016,659.6117018085279,48.06316421533457,1749.3232099630895,3681.7626808470623,45792.98618992345,1431.2781891596915,3317.9188119871437,2343.807157797518,340.2417654703068,88.09257397485206,2754.6917978324072,186.929708259488,2014.160341523501,12791.634079433537,58296.638314609314,4281.096427321085,566.5960123448028,119.50864871533136,54.31968766619961,281.54753910484396,7530.915739521941,21242.008939768424,1506.4960347236963
2016-SE17,38.799282927812165,86.52015752672698,3063.741904249477,3493.1388864528553,687.168699643556,51.21293983597154,1817.4445958658584,4017.267793730807,46570.91712398137,1701.7091480689296,3561.7297787613,2500.451233313769,340.99785648429054,115.23443666424916,2879.0351319676524,189.75884432868338,2058.1738988285,13173.293772950594,60213.979994112015,4535.886878437006,578.4335598710601,127.65731515896016,57.80705183264323,295.33074072551364,8036.380162777427,21358.651794932426,1542.3120838811556
2016-SE18,39.975720759270125,89.32455680901285,3281.3113640033685,3545.439427936381,710.1413476568063,54.256245538622736,1877.3436838356981,4337.1390097491485,47117.889496048614,1986.285532943703,3769.4258561548063,2647.119692173136,342.505019256129,141.7590810215217,2989.360900119071,191.9585582335371,2097.100506719249,13471.306579992355,61838.831676558715,4730.233890334425,587.5543274617874,134.72732402310885,60.890890082765246,305.9485719834265,8464.154504644199,21430.21875263021,1569.9720910980368
2016-SE19,43.0,94.0,3474.0,3604.0,731.0,57.0,1924.0,4644.0,47572.0,2258.0,3946.0,2790.0,347.0,164.0,3077.0,194.0,2127.0,13681.0,63388.0,4866.0,594.0,140.0,63.0,314.0,8837.0,21469.0,1594.0
2016-SE20,47.87212065000179,100.54648709968845,3641.80781223937,3668.820602643711,749.7446566731372,59.4442032201033,1957.4135443587643,4937.850764483363,47933.24863583554,2516.8525492378208,4091.4522102968817,2929.0921567943615,354.48279871590336,181.9571935996841,3141.952431610438,195.88316962807215,2147.8723786707537,13802.374032973534,64861.48496443589,4943.185207433733,597.7705774856981,143.47534308963355,64.13438158434751,319.4850247752341,9154.916648844828,21474.995537041785,1614.3958105870454
2016-SE21,54.59208270927547,108.96401810807815,3784.7348007214796,3739.9012358675127,766.375317676218,61.58885519893262,1977.5843169119898,5218.691303199235,48201.6354035552,2762.843180657164,4205.7824870454515,3064.3961625562197,364.95341540383913,195.6306618205739,3184.2181949503856,197.60806711775345,2159.717642731508,13835.428678912947,66259.28656986635,4961.789512635622,598.8660599188815,145.1533532920095,64.29403483580775,322.4036463091286,9417.904451178681,21448.20536375556,1631.159522859172
2016-SE22,63.159886177821065,119.25259302516915,3902.780965446329,3817.241899671408,780.8919830092423,63.433955936488005,1984.512317659678,5486.521616147618,48377.16030315903,2995.9718942580307,4288.990830245708,3195.9120172855755,378.41185006380726,205.0204046626695,3203.797290019842,199.17469246904398,2162.535792182265,13780.163937818248,67581.40481629141,4921.8129156056675,597.2864472995503,145.03403060712787,63.478959754380725,322.75586460168375,9625.963407001564,21388.62948014133,1644.291136816381
2016-SE23,70.69215938462864,131.4850361588892,3995.320248960882,3892.084363548323,793.4326521179904,65.62706646593493,1988.2153589274378,5723.013792174308,48511.64957983862,3202.440186912668,4345.201211169141,3312.2252015070258,390.6676513762627,210.73894646861632,3220.3103206404458,200.59138616054696,2162.457098925852,13701.418321652827,68624.32199242947,4868.655670663343,595.198735280319,144.46270112066225,62.4463380608691,322.05122409386473,9779.252716824098,21332.024823162363,1653.5802759255048
