Week,Acre,Amapá,Amazonas,Pará,Rondonia,Roraima,Tocantins,Alagoas,Bahia,Ceará,Maranhao,Paraíba,Pernambuco,Piauí,Rio Grande do Norte,Sergipe,Espírito Santo,Minas Gerais,Rio de Janeiro,Sao Paulo,Paraná,Rio Grande do Sul,Santa Catarina,Distrito Federal,Goiás,Mato Grosso,Mato Grosso do Sul
2015-SE51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-SE1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE4,6,5,443,383,36,1,99,97,5687,96,113,13,98,1,66,46,557,702,14081,313,85,15,9,25,217,7150,339
2016-SE5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE7,12,16,940,1301,189,5,513,429,17552,236,543,306,181,6,485,105,1018,3551,26973,971,251,34,21,80,989,14189,657
2016-SE8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE10,28,39,1434,2414,394,28,1259,1475,33009,485,1328,1148,292,12,1312,144,1586,8372,39009,2042,412,66,36,160,3021,18711,1025
2016-SE11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE12,31,52,1795,2915,489,36,1451,2195,39003,726,1992,1576,321,15,2080,164,1803,10409,46088,2754,487,84,42,197,4618,20105,1236
2016-SE13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE15,37,78,2574,3345,625,45,1678,3328,44646,1202,3033,2171,338,64,2625,183,1969,12331,55870,3964,552,111,51,264,6925,21068,1458
2016-SE16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE19,43,94,3474,3604,731,57,1924,4644,47572,2258,3946,2790,347,164,3077,194,2127,13681,63388,4866,594,140,63,314,8837,21469,1594
2016-SE20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE25,74,162,4102,4008,813,73,2016,6047,48813,3494,4389,3465,399,213,3303,203,2172,13668,69262,4859,596,146,62,322,9922,21335,1660
2016-SE26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE31,45,280,4126,4201,838,108,2136,6335,49685,3768,4299,3552,373,194,3650,208,2241,13995,66478,5177,615,159,66,329,9755,21727,1646
2016-SE32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE33,74,306,4341,4320,846,113,2072,6679,49695,4012,4498,3710,420,223,3525,210,2241,13716,70387,4996,605,154,62,330,10169,21473,1689
2016-SE34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE35,75,334,4353,4357,852,120,2077,6717,49829,4054,4508,3719,423,225,3567,211,2252,13722,70539,5017,606,156,62,332,10195,21491,1694
2016-SE36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE37,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE38,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE39,75,366,4373,4397,868,126,2085,6744,50025,4118,4520,3727,426,228,3607,212,2264,13739,70737,5045,607,159,63,334,10227,21513,1701
2016-SE40,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE41,75,378,4378,4424,875,132,2090,6765,50163,4159,4542,3731,429,228,3619,213,2270,13755,70804,5056,609,160,64,335,10244,21524,1707
2016-SE42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE43,76,391,4402,4444,885,145,2095,6791,50436,4219,4562,3740,434,229,3636,214,2284,13775,71009,5088,614,160,66,339,10280,21530,1713
2016-SE44,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-SE45,78,397,4418,4460,888,151,2104,6798,50629,4253,4574,3745,434,230,3645,215,2292,13800,71136,5112,618,160,66,343,10318,21544,1718
2016-SE46,79,397,4425,4464,894,156,2106,6800,50720,4273,4585,3747,434,232,3654,215,2296,13809,71215,5126,624,161,67,344,10326,21551,1718
2016-SE47,79,398,4434,4469,898,157,2112,6808,50819,4288,4586,3747,436,234,3664,215,2301,13821,71280,5143,634,162,68,346,10346,21562,1720
2016-SE48,79,401,4448,4477,904,162,2121,6813,50943,4318,4589,3748,438,234,3677,215,2307,13830,71342,5162,645,163,68,346,10379,21568,1720
2016-SE49,79,402,4454,4573,909,162,2123,6818,51037,4328,4595,3748,441,234,3687,216,2318,13841,71406,5172,654,163,69,346,10400,21584,1721
2016-SE50,79,402,4464,4602,916,166,2129,6825,51119,4335,4597,3749,442,235,3691,217,2325,13852,71466,5191,657,166,69,346,10427,21606,1722
2016-SE51,79,404,4477,4657,920,168,2133,6826,51187,4338,4605,3750,444,236,3693,217,2331,13863,71507,5207,660,167,69,346,10454,21622,1722
