coordinates,date,precipType,precipProbability,precipIntensity,precipIntensityMax,temperatureHigh,temperatureLow,humidity
-14.863;-40.863,2015-12-03,rain,NA,NA,NA,33.7,21.94,0.55
-14.863;-40.863,2015-12-04,rain,NA,NA,NA,32.76,22.22,0.56
-14.863;-40.863,2015-12-05,rain,NA,NA,NA,33.89,22.46,0.57
-14.863;-40.863,2015-12-06,rain,NA,NA,NA,30.56,20,0.77
-14.863;-40.863,2015-12-07,rain,NA,NA,NA,32.31,22.41,0.68
-14.863;-40.863,2015-12-08,rain,NA,NA,NA,31.13,17.54,0.58
-14.863;-40.863,2015-12-09,rain,NA,NA,NA,32.7,17.78,0.56
-14.863;-40.863,2015-12-10,rain,NA,NA,NA,32.12,20,0.55
-14.863;-40.863,2015-12-11,rain,NA,NA,NA,32.87,18.12,0.48
-14.863;-40.863,2015-12-12,rain,NA,NA,NA,31.59,22.78,0.64
-14.863;-40.863,2015-12-13,rain,NA,NA,NA,31.27,24.53,0.69
-14.863;-40.863,2015-12-14,rain,NA,NA,NA,31.15,17.22,0.58
-14.863;-40.863,2015-12-15,rain,NA,NA,NA,29.12,17.22,0.67
-14.863;-40.863,2015-12-16,rain,NA,NA,NA,32.12,18.18,0.6
-14.863;-40.863,2015-12-17,rain,NA,NA,NA,31.26,18.12,0.6
-14.863;-40.863,2015-12-18,rain,NA,NA,NA,31.11,18.07,0.61
-14.863;-40.863,2015-12-19,rain,NA,NA,NA,32.22,18.07,0.62
-14.863;-40.863,2015-12-20,rain,NA,NA,NA,31.11,19.18,0.64
-14.863;-40.863,2015-12-21,rain,NA,NA,NA,29.12,18.12,0.67
-14.863;-40.863,2015-12-22,rain,NA,NA,NA,27.63,18.07,0.67
-14.863;-40.863,2015-12-23,rain,NA,NA,NA,31.11,17.7,0.63
-14.863;-40.863,2015-12-24,rain,NA,NA,NA,29.16,18.12,0.65
-14.863;-40.863,2015-12-25,rain,NA,NA,NA,31.11,19.32,0.59
-14.863;-40.863,2015-12-26,rain,NA,NA,NA,32.28,21.43,0.59
-14.863;-40.863,2015-12-27,rain,NA,NA,NA,30.07,21.28,0.6
-14.863;-40.863,2015-12-28,rain,NA,NA,NA,29.22,18.26,0.61
-14.863;-40.863,2015-12-29,rain,NA,NA,NA,28.99,18.18,0.68
-14.863;-40.863,2015-12-30,rain,NA,NA,NA,31.06,18.23,0.64
-14.863;-40.863,2015-12-31,rain,NA,NA,NA,31.33,20.37,0.62
-14.863;-40.863,2016-01-01,rain,NA,NA,NA,32.64,22.04,0.59
-14.863;-40.863,2016-01-02,rain,NA,NA,NA,34.76,20.34,0.46
-14.863;-40.863,2016-01-03,rain,NA,NA,NA,32.75,21.3,0.6
-14.863;-40.863,2016-01-04,rain,NA,NA,NA,28.89,17.65,0.76
-14.863;-40.863,2016-01-05,rain,NA,NA,NA,28.89,18.18,0.86
-14.863;-40.863,2016-01-06,rain,NA,NA,NA,29.44,20.19,0.75
-14.863;-40.863,2016-01-07,rain,NA,NA,NA,27.83,18.12,0.76
-14.863;-40.863,2016-01-08,rain,NA,NA,NA,28.89,18.89,0.88
-14.863;-40.863,2016-01-09,rain,NA,NA,NA,30,19.32,0.81
-14.863;-40.863,2016-01-10,rain,NA,NA,NA,30,20.37,0.72
-14.863;-40.863,2016-01-11,rain,NA,NA,NA,30,19.23,0.7
-14.863;-40.863,2016-01-12,rain,NA,NA,NA,31.11,22.46,0.74
-14.863;-40.863,2016-01-13,rain,NA,NA,NA,31.11,20.34,0.8
-14.863;-40.863,2016-01-14,rain,NA,NA,NA,31.11,18.26,0.81
-14.863;-40.863,2016-01-15,rain,NA,NA,NA,31.11,21.48,0.79
-14.863;-40.863,2016-01-16,rain,NA,NA,NA,31.11,17.78,0.8
-14.863;-40.863,2016-01-17,rain,NA,NA,NA,26.3,21.24,0.85
-14.863;-40.863,2016-01-18,rain,NA,NA,NA,25,20.29,0.85
-14.863;-40.863,2016-01-19,rain,NA,NA,NA,31.11,20.34,0.84
-14.863;-40.863,2016-01-20,rain,NA,NA,NA,22.65,18.12,0.89
-14.863;-40.863,2016-01-21,rain,NA,NA,NA,23.89,19.18,0.9
-14.863;-40.863,2016-01-22,rain,NA,NA,NA,23.02,18.12,0.92
-14.863;-40.863,2016-01-23,rain,NA,NA,NA,28.89,20.34,0.91
-14.863;-40.863,2016-01-24,rain,NA,NA,NA,26.35,20.34,0.89
-14.863;-40.863,2016-01-25,rain,NA,NA,NA,27.78,20.34,0.85
-14.863;-40.863,2016-01-26,rain,NA,NA,NA,26.3,20.29,0.87
-14.863;-40.863,2016-01-27,rain,NA,NA,NA,30.56,20.37,0.82
-14.863;-40.863,2016-01-28,rain,NA,NA,NA,31.11,17.73,0.8
-14.863;-40.863,2016-01-29,rain,NA,NA,NA,28.07,17.59,0.72
-14.863;-40.863,2016-01-30,rain,NA,NA,NA,27.36,17.59,0.8
-14.863;-40.863,2016-01-31,rain,NA,NA,NA,26.43,18.12,0.78
-14.863;-40.863,2016-02-01,rain,NA,NA,NA,30,20.13,0.78
-14.863;-40.863,2016-02-02,rain,NA,NA,NA,30,18.07,0.68
-14.863;-40.863,2016-02-03,rain,NA,NA,NA,28.89,19.18,0.76
-14.863;-40.863,2016-02-04,rain,NA,NA,NA,28.06,18.07,0.74
-14.863;-40.863,2016-02-05,rain,NA,NA,NA,27.41,18.12,0.78
-14.863;-40.863,2016-02-06,rain,NA,NA,NA,31.11,19.13,0.72
-14.863;-40.863,2016-02-07,rain,NA,NA,NA,28.18,17.54,0.71
-14.863;-40.863,2016-02-08,rain,NA,NA,NA,27.94,17.59,0.68
-14.863;-40.863,2016-02-09,rain,NA,NA,NA,30,18.07,0.66
-14.863;-40.863,2016-02-10,rain,NA,NA,NA,30,18.31,0.67
-14.863;-40.863,2016-02-11,rain,NA,NA,NA,32.17,21.41,0.6
-14.863;-40.863,2016-02-12,rain,NA,NA,NA,31.11,19.32,0.72
-14.863;-40.863,2016-02-13,rain,NA,NA,NA,27.41,21.3,0.78
-14.863;-40.863,2016-02-14,rain,NA,NA,NA,31.11,18.89,0.79
-14.863;-40.863,2016-02-15,rain,NA,NA,NA,30.18,18.18,0.7
-14.863;-40.863,2016-02-16,rain,NA,NA,NA,32.22,17.54,0.62
-14.863;-40.863,2016-02-17,rain,NA,NA,NA,30.11,16.54,0.64
-14.863;-40.863,2016-02-18,rain,NA,NA,NA,30,18.12,0.79
-14.863;-40.863,2016-02-19,rain,NA,NA,NA,31.11,18.07,0.75
-14.863;-40.863,2016-02-20,rain,NA,NA,NA,31.67,18.12,0.75
-14.863;-40.863,2016-02-21,rain,NA,NA,NA,29.13,18.12,0.68
-14.863;-40.863,2016-02-22,rain,NA,NA,NA,31.11,17.59,0.65
-14.863;-40.863,2016-02-23,rain,NA,NA,NA,30,17.59,0.76
-14.863;-40.863,2016-02-24,rain,NA,NA,NA,28.94,19.18,0.7
-14.863;-40.863,2016-02-25,rain,NA,NA,NA,32.17,19.18,0.62
-14.863;-40.863,2016-02-26,rain,NA,NA,NA,31.23,20.29,0.7
-14.863;-40.863,2016-02-27,rain,NA,NA,NA,31.11,20.29,0.71
-14.863;-40.863,2016-02-28,rain,NA,NA,NA,30.06,19.18,0.66
-14.863;-40.863,2016-02-29,rain,NA,NA,NA,31.11,20.29,0.65
-14.863;-40.863,2016-03-01,rain,NA,NA,NA,32.22,18.12,0.7
-14.863;-40.863,2016-03-02,rain,NA,NA,NA,31.11,18.12,0.78
-14.863;-40.863,2016-03-03,rain,NA,NA,NA,30.62,19.23,0.7
-14.863;-40.863,2016-03-04,rain,NA,NA,NA,32.22,20.34,0.72
-14.863;-40.863,2016-03-05,rain,NA,NA,NA,29.22,21.41,0.73
-14.863;-40.863,2016-03-06,rain,NA,NA,NA,32.22,18.12,0.68
-14.863;-40.863,2016-03-07,rain,NA,NA,NA,31.11,17.59,0.68
-14.863;-40.863,2016-03-08,rain,NA,NA,NA,28.99,17.57,0.7
-14.863;-40.863,2016-03-09,rain,NA,NA,NA,30,19.13,0.76
-14.863;-40.863,2016-03-10,rain,NA,NA,NA,32.22,19.18,0.7
-14.863;-40.863,2016-03-11,rain,NA,NA,NA,32.22,18.12,0.69
-14.863;-40.863,2016-03-12,rain,NA,NA,NA,32.22,21.41,0.65
-14.863;-40.863,2016-03-13,rain,NA,NA,NA,32.22,18.23,0.7
-14.863;-40.863,2016-03-14,rain,NA,NA,NA,31.11,18.07,0.73
-14.863;-40.863,2016-03-15,rain,NA,NA,NA,28.89,17.59,0.87
-14.863;-40.863,2016-03-16,rain,NA,NA,NA,27.36,18.12,0.79
-14.863;-40.863,2016-03-17,rain,NA,NA,NA,27.3,17.59,0.79
-14.863;-40.863,2016-03-18,rain,NA,NA,NA,31.11,18.12,0.75
-14.863;-40.863,2016-03-19,rain,NA,NA,NA,30,19.18,0.71
-14.863;-40.863,2016-03-20,rain,NA,NA,NA,31.11,18.12,0.7
-14.863;-40.863,2016-03-21,rain,NA,NA,NA,31.11,18.12,0.71
-14.863;-40.863,2016-03-22,rain,NA,NA,NA,31.11,20.24,0.67
-14.863;-40.863,2016-03-23,rain,NA,NA,NA,31.17,20.43,0.67
-14.863;-40.863,2016-03-24,rain,NA,NA,NA,32.22,18.18,0.7
-14.863;-40.863,2016-03-25,rain,NA,NA,NA,32.22,18.12,0.7
-14.863;-40.863,2016-03-26,rain,NA,NA,NA,30.07,20.27,0.71
-14.863;-40.863,2016-03-27,rain,NA,NA,NA,31.11,18.18,0.75
-14.863;-40.863,2016-03-28,rain,NA,NA,NA,27.94,17.59,0.7
-14.863;-40.863,2016-03-29,rain,NA,NA,NA,28.89,18.07,0.72
-14.863;-40.863,2016-03-30,rain,NA,NA,NA,31.11,17.54,0.65
-14.863;-40.863,2016-03-31,rain,NA,NA,NA,31.11,19.18,0.7
-14.863;-40.863,2016-04-01,rain,NA,NA,NA,30,18.12,0.74
-14.863;-40.863,2016-04-02,rain,NA,NA,NA,30,20.29,0.79
-14.863;-40.863,2016-04-03,rain,NA,NA,NA,31.11,19.18,0.78
-14.863;-40.863,2016-04-04,rain,NA,NA,NA,31.11,18.18,0.72
-14.863;-40.863,2016-04-05,rain,NA,NA,NA,28.99,17.59,0.71
-14.863;-40.863,2016-04-06,rain,NA,NA,NA,31.05,19.18,0.71
-14.863;-40.863,2016-04-07,rain,NA,NA,NA,31.11,18.12,0.66
-14.863;-40.863,2016-04-08,rain,NA,NA,NA,30.11,21.3,0.65
-14.863;-40.863,2016-04-09,rain,NA,NA,NA,31.11,19.18,0.61
-14.863;-40.863,2016-04-10,rain,NA,NA,NA,31.11,18.07,0.66
-14.863;-40.863,2016-04-11,rain,NA,NA,NA,28.97,20.37,0.72
-14.863;-40.863,2016-04-12,rain,NA,NA,NA,28.89,17.78,0.85
-14.863;-40.863,2016-04-13,rain,NA,NA,NA,32.22,16.54,0.74
-14.863;-40.863,2016-04-14,rain,NA,NA,NA,31.11,20.61,0.68
-14.863;-40.863,2016-04-15,rain,NA,NA,NA,30.56,21.12,0.75
-14.863;-40.863,2016-04-16,rain,NA,NA,NA,30,23.93,0.74
-14.863;-40.863,2016-04-17,rain,NA,NA,NA,28.89,23.17,0.72
-14.863;-40.863,2016-04-18,rain,NA,NA,NA,30.56,21.11,0.78
-14.863;-40.863,2016-04-19,rain,NA,NA,NA,30.56,17.97,0.82
-14.863;-40.863,2016-04-20,rain,NA,NA,NA,28.89,19.32,0.86
-14.863;-40.863,2016-04-21,rain,NA,NA,NA,27.78,23.18,0.86
-14.863;-40.863,2016-04-22,rain,NA,NA,NA,27.37,21.39,0.82
-14.863;-40.863,2016-04-23,rain,NA,NA,NA,26.29,22.33,0.83
-14.863;-40.863,2016-04-24,rain,NA,NA,NA,29.44,17.49,0.81
-14.863;-40.863,2016-04-25,rain,NA,NA,NA,28.89,17.54,0.68
-14.863;-40.863,2016-04-26,rain,NA,NA,NA,30.14,18.02,0.67
-14.863;-40.863,2016-04-27,rain,NA,NA,NA,31.24,19.13,0.64
-14.863;-40.863,2016-04-28,rain,NA,NA,NA,31.11,17.54,0.66
-14.863;-40.863,2016-04-29,rain,NA,NA,NA,26.17,18.07,0.8
-14.863;-40.863,2016-04-30,rain,NA,NA,NA,30,20.24,0.75
-14.863;-40.863,2016-05-01,rain,NA,NA,NA,31.11,18.07,0.73
-14.863;-40.863,2016-05-02,rain,NA,NA,NA,27.78,17.49,0.9
-14.863;-40.863,2016-05-03,rain,NA,NA,NA,27.78,16.54,0.77
-14.863;-40.863,2016-05-04,rain,NA,NA,NA,27.22,20.23,0.79
-14.863;-40.863,2016-05-05,rain,NA,NA,NA,28.07,21.36,0.77
-14.863;-40.863,2016-05-06,rain,NA,NA,NA,29.44,19.89,0.75
-14.863;-40.863,2016-05-07,rain,NA,NA,NA,26.82,NA,0.65
-14.863;-40.863,2016-05-08,rain,NA,NA,NA,27.89,17.41,0.63
-14.863;-40.863,2016-05-09,rain,NA,NA,NA,28.83,16.35,0.68
-14.863;-40.863,2016-05-10,rain,NA,NA,NA,27.92,17.41,0.67
-14.863;-40.863,2016-05-11,rain,NA,NA,NA,29.94,17.88,0.61
-14.863;-40.863,2016-05-12,rain,NA,NA,NA,29,15.29,0.6
-14.863;-40.863,2016-05-13,rain,NA,NA,NA,28.89,18.02,0.76
-14.863;-40.863,2016-05-14,rain,NA,NA,NA,27.78,16.41,0.78
-14.863;-40.863,2016-05-15,rain,NA,NA,NA,27.22,16.41,0.88
-14.863;-40.863,2016-05-16,rain,NA,NA,NA,27.78,17.41,0.82
-14.863;-40.863,2016-05-17,rain,NA,NA,NA,29.13,19.05,0.7
-14.863;-40.863,2016-05-18,rain,NA,NA,NA,31.01,21.3,0.68
-14.863;-40.863,2016-05-19,rain,NA,NA,NA,25.13,16.41,0.72
-14.863;-40.863,2016-05-20,rain,NA,NA,NA,27.25,17.49,0.74
-14.863;-40.863,2016-05-21,rain,NA,NA,NA,26.11,18.02,0.81
