,Arimax,LSTM,Naive,Observed
0,7.643208287134621,15.286318897113205,16,1.0
1,8.992091675957932,9.915026864431796,1,0.0
2,1.4164079088390586,4.775153619751334,0,0.0
3,-1.3007161851618705,2.803802937183529,0,2.0
4,1.1931176487902595,0.07797313053242398,2,1.0
5,2.620681172674553,0.004725277958012157,1,1.0
6,0.3121036063446095,0.3742139868675731,1,0.0
7,-0.009347567284710676,0.7670592718170955,0,2.0
8,4.035104827919439,0.004725277958012157,2,0.0
9,-1.0456929939994148,0.3433745470847934,0,1.0
10,-1.4472980011348842,0.004725277958012157,1,0.0
11,4.459985150606895,0.004725277958012157,0,2.0
12,0.8282977538452362,0.004725277958012157,2,0.0
13,-2.3565374681141407,0.6426489230170847,0,2.0
14,0.017875581436963942,0.004725277958012157,2,0.0
15,0.4250935953903421,0.004725277958012157,0,0.0
16,1.5070681343597048,0.004725277958012157,0,0.0
17,-0.8884471136128749,1.762588705547154,0,0.0
18,0.20159006263865564,0.1303347985398723,0,0.0
19,2.0978920405737758,0.8755167112844064,0,0.0
20,-1.9413330912011084,0.015680992288049308,0,0.0
21,-0.8434160003468859,0.09838720207253936,0,0.0
22,1.0203269764962954,0.004725277958012157,0,0.0
23,-0.1569937762193418,0.00807664314306021,0,0.0
24,0.7944926542150682,0.7804236371358857,0,0.0
25,-0.8123311687827937,0.4463608327992261,0,0.0
26,-0.06987988874305644,0.004725277958012157,0,0.0
27,-0.7787328250096844,0.2290151483586524,0,1.0
28,2.0369499425492017,0.004725277958012157,1,0.0
29,-0.41832892180237147,1.611257202124223,0,0.0
30,-0.4437887299597628,0.3045592971739825,0,0.0
31,0.7173373667038159,1.13819357647188,0,3.0
32,1.137541953159361,0.3919201576160267,3,0.0
33,1.143041994774482,2.3951657993551345,0,0.0
34,-0.6285796207118636,1.593832011019811,0,0.0
35,1.1458010943048695,1.4311061638835818,0,0.0
36,-0.30610763783599176,0.9942023879261688,0,0.0
37,-0.6186210207468299,0.7319726370172576,0,0.0
38,0.11447617516236998,0.9403419534815476,0,0.0
39,-0.16383434814086295,0.3926610641791485,0,0.0
40,0.15595443353817098,1.093462304648012,0,0.0
41,-0.1806335200274175,1.1718434767648578,0,0.0
42,-0.19535400655163052,1.0373404391519725,0,0.0
43,-0.11447617516236992,1.240342743630521,0,0.0
44,0.3355486108844178,1.1807134959185497,0,0.0
45,0.11343683248119908,1.4729061535596848,0,0.0
46,-0.12235608976506178,1.2868979417076334,0,0.0
47,-0.14703517625430831,1.2774951823363079,0,0.0
48,0.04935817297849305,1.10115410775505,0,0.0
49,-0.16383434814086292,1.2487652578763664,0,0.0
50,-0.13023600436775368,1.2577727004121988,0,0.0
51,-4.982453528128714e-19,1.4222235664669425,0,0.0
