,Arimax Error,LSTM Error,Naive Error
0,-1.8825778254371257,-1.7474738602999595,-3
1,1.5442441933063895,1.686229411390461,3
2,0.4927730310207605,-0.9491266453156632,-1
3,-0.611745537453551,-0.0729770704381727,0
4,0.01789739825586234,0.04027525485912342,0
5,0.5604351108348136,0.03578852664306753,0
6,0.5439300627440011,0.998507001029849,1
7,-0.7161633998590875,-0.7618955138788652,-1
8,-0.4865033996527293,-0.2436922254293784,0
9,1.1432173114568578,1.0074738104571959,1
10,0.6550506670874088,0.30083504462162963,0
11,-1.2986959489904832,-0.967210132327596,-1
12,-0.3441527640565758,-0.2345694417318143,0
13,-0.895461935315679,-1.0253774190725573,-1
14,1.3616598906621944,1.849716376477778,2
15,1.0442081085475454,1.3782688105672225,0
16,0.12401803954817447,0.3190238821345102,0
17,-0.26364786675995755,0.045549455703990535,0
18,-3.6027260781183036e-17,0.0035062374278507194,0
19,0.2084303368790897,-0.0007107429257129661,0
20,-0.2066987805113835,0.002270594821698905,0
21,-0.7388080917428894,-0.993917492062986,-1
22,0.3590949560980535,0.8314758003525435,1
23,-1.5226316395569492,-1.6366873763345182,-2
24,1.0505928661399908,0.8461144133899547,2
25,1.1380419633349828,0.3643104520906601,0
26,-0.14493037434122774,0.05378899807724054,0
27,-0.9650470126899204,-0.9966418100005584,-1
28,0.3553773524615799,0.8294637980786711,1
29,0.6065825380034058,0.3633981671397109,0
30,-0.1192210108053712,0.054263136001876565,0
31,-0.9495535585548228,-0.9960296485233218,-1
32,0.5298476795057353,0.8284128473946638,1
33,0.4748990688147859,0.3632347561215889,0
34,-1.9445953004666168,-1.9744946738486924,-2
35,1.0078653902784744,0.7606225466545299,2
36,0.9547536152678576,0.2922002563728672,0
37,-1.0386369272682678,-0.9899065213619906,-1
38,-0.4987889803163976,-0.3086274072813988,0
39,0.9716236725973268,0.9823026564047858,1
40,0.5128862516372734,0.30177668169262817,0
41,-0.9906279959711798,-0.9889931505142232,-1
42,-0.5080435520705551,-0.30881378666251896,0
43,0.9861068796477191,0.9818305216307192,1
44,0.4894953359466401,0.3019397636511084,0
45,-1.3684917378504534e-17,0.011435472445630002,0
46,0.037131190472559236,0.0039034712863398454,0
47,-0.009283523836056068,-0.007599712635849719,0
48,-2.9953574420181925,-3.0052793598295517,-3
49,1.5262162598789524,0.6899605424203351,3
50,1.4416525689213049,0.22149578699189704,0
51,0.05501036812170276,-0.007929429368630227,0
