,Arimax,LSTM,Naive,Observed
0,12.3973510114427,21.984430110588075,2,2.0
1,-9.192682929392546,51.33548659799576,2,0.0
2,0.8687196352562357,0.06892992006797344,0,2.0
3,8.75296635207392,0.010442172841273712,2,3.0
4,1.4690484878470575,0.010442172841273712,3,1.0
5,5.8346550905751124,0.3930722165501863,1,0.0
6,-4.981730038586812,0.010442172841273712,0,0.0
7,10.293894154192364,0.010442172841273712,0,0.0
8,-5.672486230571706,0.010442172841273712,0,0.0
9,-4.5035536881635805,0.010442172841273712,0,0.0
10,4.697219026799691,0.010442172841273712,0,0.0
11,-4.773030129978723,0.010442172841273712,0,0.0
12,-3.78948776482966,0.010442172841273712,0,0.0
13,8.335751910664074,0.010442172841273712,0,0.0
14,-0.8574129683149367,0.010442172841273712,0,0.0
15,-8.831327011230739,0.010442172841273712,0,0.0
16,2.924466960530463,0.010442172841273712,0,0.0
17,0.6720227910558785,0.010442172841273712,0,0.0
18,5.041839246401075,0.010442172841273712,0,0.0
19,2.646715357338268,0.010442172841273712,0,0.0
20,-3.9493851325647746,0.010442172841273712,0,0.0
21,-4.923985010944001,0.010442172841273712,0,0.0
22,0.16817252911216726,0.010442172841273712,0,0.0
23,-2.848655857351428,0.010442172841273712,0,0.0
24,1.5714788916488602,0.010442172841273712,0,0.0
25,-3.3276806351639894,0.010442172841273712,0,1.0
26,1.5953632604875152,0.010442172841273712,1,1.0
27,6.755905169734999,0.010442172841273712,1,0.0
28,-2.3515650040026443,0.010442172841273712,0,0.0
29,1.8320128466941636,0.010442172841273712,0,0.0
30,-2.5798467409290766,0.010442172841273712,0,2.0
31,6.274423523847817,0.010442172841273712,2,3.0
32,-1.3796073695043705,0.010442172841273712,3,2.0
33,8.749238449043236,0.010442172841273712,2,8.0
34,7.974355160553159,0.8436110468029976,8,2.0
35,-1.159356076128927,0.010442172841273712,2,7.000000000000001
36,2.472317225171704,0.010442172841273712,7,7.000000000000001
37,4.630368920461133,0.010442172841273712,7,10.0
38,8.785811717753049,1.4436621069338915,10,1.0
39,2.3907880026590647,3.607925289683342,1,7.000000000000001
40,9.226799330027749,4.212397060279846,7,1.0
41,0.18478219388599704,3.6003065515017516,1,4.0
42,0.2314577863479131,1.7535374231415988,4,5.0
43,5.124613644052002,2.7280727895116805,5,13.0
44,10.787082752709113,3.7923911366951466,13,5.0
45,7.918708009247759,7.730077644779682,5,1.0
46,1.8628086540506383,6.125180949151517,1,6.0
47,4.379566537555276,5.895685819144249,6,2.0
48,3.3501085932402512,3.0271073095571994,2,2.0
49,-0.3275879472608246,2.737099205337167,2,6.0
50,4.515486848548575,4.0013804408967495,6,0.0
51,15.848010853837097,2.468754766101241,0,0.0
