Date,Searches,Cases,Week1-Prediction,Week2-Prediction,Week3-Prediction,Week4-Prediction,Naive-1Week,Naive-2Week,Naive-3Week,Naive-4Week,Week1-Error,Week2-Error,Week3-Error,Week4-Error
22/02/2016,0.7,261.0,263.69795603224514,565.4605451518249,269.65192525793316,85.50914350477935,144,143,143,29,2.697956032245145,304.46054515182493,8.651925257933158,-175.49085649522067
29/02/2016,0.56,261.0,296.5749008169651,714.3730970717048,506.6634509258127,295.4217325618124,261,144,143,143,35.57490081696511,453.3730970717048,245.6634509258127,34.421732561812405
07/03/2016,0.67,263.0,359.03394764667036,558.3326455019188,326.0074117676306,196.48724314014675,261,261,144,143,96.03394764667036,295.3326455019188,63.00741176763057,-66.51275685985325
14/03/2016,1.0,332.0,225.677551038177,478.8096659367561,313.68276122845174,111.57774913082838,263,261,261,144,-106.322448961823,146.80966593675612,-18.31723877154826,-220.42225086917162
21/03/2016,0.89,332.0,101.84811937713623,533.0834112007093,399.4937406074667,180.2565176122904,332,263,261,261,-230.15188062286376,201.0834112007093,67.49374060746669,-151.7434823877096
28/03/2016,0.92,347.0,178.86994185361624,642.4688321627808,314.91527301393984,215.949122953434,332,332,263,261,-168.13005814638376,295.4688321627808,-32.08472698606016,-131.050877046566
04/04/2016,0.87,347.0,200.10843913864852,619.797010858984,146.69260205513953,244.89789539268972,347,332,332,263,-146.89156086135148,272.797010858984,-200.30739794486047,-102.10210460731028
11/04/2016,0.91,347.0,205.90630822987558,628.0176948993492,177.78683757413626,219.43628279456854,347,347,332,332,-141.09369177012442,281.0176948993492,-169.21316242586374,-127.56371720543146
18/04/2016,1.0,228.0,234.82036578837872,643.2840310259915,203.3895795143938,337.2506937713671,347,347,347,332,6.820365788378723,415.28403102599145,-24.6104204856062,109.25069377136708
25/04/2016,1.0,228.0,256.79892424760817,623.4689106112004,268.9313244447732,425.10407642788886,228,347,347,347,28.79892424760817,395.4689106112004,40.931324444773225,197.10407642788886
02/05/2016,1.0,228.0,205.75284509116412,527.2731081738282,286.2017606511688,341.4416477502203,228,228,347,347,-22.24715490883588,299.2731081738282,58.2017606511688,113.44164775022028
09/05/2016,0.64,229.0,63.85484790104091,504.1587055201292,194.6561333195281,386.29364085915563,228,228,228,347,-165.1451520989591,275.1587055201292,-34.343866680471905,157.29364085915563
16/05/2016,1.0,73.0,-28.06742545561105,510.9327136645174,88.21848139397503,220.28576260252237,229,228,228,228,-101.06742545561104,437.9327136645174,15.218481393975026,147.28576260252237
23/05/2016,0.56,73.0,16.13523248478621,496.40193245351315,21.656730235098898,152.5899259417534,73,229,228,228,-56.864767515213785,423.40193245351315,-51.3432697649011,79.58992594175339
30/05/2016,0.44,73.0,-7.736445876675397,446.0398866565132,76.96189758256554,-7.147301074922904,73,73,229,228,-80.73644587667539,373.0398866565132,3.961897582565541,-80.14730107492291
06/06/2016,0.47,73.0,-76.47332736058951,210.29795761307955,-106.86486192681431,55.13131130254388,73,73,73,229,-149.4733273605895,137.29795761307955,-179.8648619268143,-17.868688697456122
13/06/2016,0.34,73.0,4.967980033736378,233.27216555604696,0.04313673377167433,-145.00066886461497,73,73,73,73,-68.03201996626362,160.27216555604696,-72.95686326622832,-218.00066886461497
20/06/2016,0.44,78.0,223.5196039532423,282.5414770321274,21.23429770240277,-4.200456238655374,73,73,73,73,145.5196039532423,204.54147703212737,-56.76570229759723,-82.20045623865538
27/06/2016,0.52,-15.0,257.7874972364235,501.2359462186146,137.31595421033026,-8.898798762988745,78,73,73,73,272.7874972364235,516.2359462186146,152.31595421033026,6.101201237011255
04/07/2016,0.39,-15.0,484.97996895298,557.7914605388022,316.97543428813935,49.10741579241693,-15,78,73,73,499.97996895298,572.7914605388022,331.97543428813935,64.10741579241693
11/07/2016,0.54,-15.0,236.8570611383772,372.8523728286934,367.34782778997896,169.6562953948021,-15,-15,78,73,251.8570611383772,387.8523728286934,382.34782778997896,184.6562953948021
18/07/2016,0.36,-15.0,20.346180899765194,106.23236681341052,172.63721881142376,182.96356064759016,-15,-15,-15,78,35.346180899765194,121.23236681341052,187.63721881142376,197.96356064759016
25/07/2016,0.15,-15.0,-42.731222657114266,-4.315893909090571,-47.869867845742704,-33.92273056739092,-15,-15,-15,-15,-27.731222657114266,10.68410609090943,-32.869867845742704,-18.92273056739092
