Date,Searches,WeekNumber,Cases,Week1-Prediction,Week2-Prediction,Week3-Prediction,Week4-Prediction,Naive-1Week,Naive-2Week,Naive-3Week,Naive-4Week,Week1-Error,Week2-Error,Week3-Error,Week4-Error
22/02/2016,0.63,8,4012.0,2302.2778077065277,-2290.8965077508165,-3469.405316589966,2600.5494701846314,4298,4297,4297,3521,-1709.7221922934723,-6302.896507750816,-7481.405316589966,-1411.4505298153686
29/02/2016,0.77,9,4012.0,2411.0831373275373,-2037.0586482505034,-3097.1463552361297,3227.0504825657654,4012,4298,4297,4297,-1600.9168626724627,-6049.058648250503,-7109.146355236129,-784.9495174342346
07/03/2016,0.86,10,4012.0,2380.7525094759367,-2284.495453296242,-3315.365773156662,3067.6236321053316,4012,4012,4298,4297,-1631.2474905240633,-6296.495453296242,-7327.365773156662,-944.3763678946684
14/03/2016,0.73,11,3539.0,2340.096103526077,-2123.6277038893127,-3123.4907139097595,2787.549676671753,4012,4012,4012,4298,-1198.903896473923,-5662.627703889313,-6662.4907139097595,-751.4503233282471
21/03/2016,1.0,12,3540.0000000000005,2348.6901561116792,-2183.757053109665,-3239.398493854065,2948.5773488011932,3539,4012,4012,4012,-1191.3098438883212,-5723.757053109665,-6779.398493854065,-591.4226511988072
28/03/2016,0.75,13,3260.0000000000005,2292.667456583252,-2077.276901018448,-3139.2065095897674,3006.404958816986,3540,3539,4012,4012,-967.3325434167486,-5337.276901018448,-6399.206509589768,-253.59504118301447
04/04/2016,0.81,14,3260.0000000000005,2231.414183862419,-1817.9487334154892,-2644.615275511818,3114.6629158493806,3260,3540,3539,4012,-1028.5858161375813,-5077.948733415489,-5904.615275511818,-145.33708415061983
11/04/2016,0.74,15,3261.9999999999995,2157.3859077786256,-1939.296915368576,-2839.553420922394,2583.8137087459945,3260,3260,3540,3539,-1104.614092221374,-5201.296915368575,-6101.553420922393,-678.186291254005
18/04/2016,0.72,16,1879.0,2130.302205471611,-1622.0223516797637,-2413.1426805046844,2682.5488496248627,3262,3260,3260,3540,251.30220547161116,-3501.0223516797637,-4292.142680504685,803.5488496248627
25/04/2016,0.63,17,1879.0,2240.748696192131,-1682.7335134768296,-2474.891346943207,2626.425381242371,1879,3262,3260,3260,361.74869619213086,-3561.7335134768296,-4353.891346943206,747.4253812423708
