Date,Predicted,Observed,error
2016-01-10,18.319633357000562,0,18.319633357000562
2016-01-16,12.844910772937073,0,12.844910772937073
2016-01-23,11.622422857591731,0,11.622422857591731
2016-01-30,9.874841423168991,4,5.874841423168991
2016-02-01,10.704038711454345,17,-6.295961288545655
2016-02-04,8.873420949850228,4,4.873420949850228
2016-02-07,20.05393839345146,2,18.05393839345146
2016-02-13,11.549830119144882,25,-13.450169880855118
2016-02-20,9.35793878002456,4,5.3579387800245595
2016-02-27,9.185637898895486,3,6.185637898895486
2016-03-09,14.159972775005489,0,14.159972775005489
2016-03-12,10.8606265944473,16,-5.1393734055527
2016-03-19,11.94047179685823,4,7.94047179685823
2016-03-26,12.131697197785872,6,6.131697197785872
2016-04-06,14.31899724142992,3,11.31899724142992
2016-04-16,10.968525606988363,9,1.9685256069883632
2016-04-23,11.280926435485988,3,8.280926435485988
2016-04-30,10.058438516007635,3,7.0584385160076355
2016-05-03,6.670584318208455,5,1.670584318208455
2016-05-11,10.630066193401865,16,-5.3699338065981355
2016-05-14,10.72363198235334,2,8.72363198235334
2016-05-21,10.793681955771367,4,6.793681955771367
2016-05-28,9.773153081876586,1,8.773153081876586
2016-06-02,5.298037020449306,44,-38.70196297955069
2016-06-08,12.727897499109996,10,2.7278974991099965
2016-06-18,9.740952146471658,11,-1.259047853528342
2016-06-25,9.568651264624478,8,1.568651264624478
2016-07-05,6.048887993478882,1,5.048887993478882
2016-07-16,9.496058518885084,40,-30.503941481114914
2016-07-23,9.041014972608851,11,-1.958985027391149
2016-07-30,8.464795998833385,12,-3.5352040011666155
2016-08-10,9.036423677726646,5,4.036423677726646
2016-08-13,7.716276146496704,28,-20.283723853503297
2016-08-20,7.14005717453547,54,-46.85994282546453
2016-08-27,6.725405439015507,1,5.725405439015507
2016-09-01,5.077716019459013,73,-67.92228398054098
2016-09-04,13.71354948619533,3,10.71354948619533
2016-09-07,11.336214034506046,2,9.336214034506046
2016-09-17,4.188912343292259,0,4.188912343292259
2016-09-24,5.107190312169862,47,-41.89280968783014
2016-10-09,11.763407754787234,2,9.763407754787234
2016-10-12,6.801384818511783,0,6.801384818511783
2016-10-15,4.835356643182271,0,4.835356643182271
2016-10-22,3.3310320996024076,0,3.3310320996024076
2016-10-29,3.6039471612405247,3,0.6039471612405247
2016-11-06,13.097418852257093,0,13.097418852257093
2016-11-19,2.6454527431352686,0,2.6454527431352686
2016-11-26,3.928163034383967,0,3.928163034383967
2016-12-03,2.908540203538965,0,2.908540203538965
2016-12-11,8.84753268920495,2,6.84753268920495
2016-12-17,1.9598733906698649,0,1.9598733906698649
2016-12-24,2.9598410195691978,0,2.9598410195691978
2016-12-31,4.808036640829281,0,4.808036640829281
2017-01-04,8.299125961844894,0,8.299125961844894
2017-01-07,2.253525063082327,0,2.253525063082327
2017-01-14,4.788381439454096,0,4.788381439454096
2017-01-21,2.960922426588874,0,2.960922426588874
2017-01-28,2.749135782038082,0,2.749135782038082
2017-02-09,1.0114823205369579,1,0.011482320536957857
2017-02-12,11.34416007705154,0,11.34416007705154
2017-02-18,3.6082727904052723,0,3.6082727904052723
2017-02-25,1.215328454831805,1,0.21532845483180507
2017-03-06,-0.7520778128281416,0,-0.7520778128281416
2017-03-18,2.9630852842427364,0,2.9630852842427364
2017-03-25,1.5395443753921794,0,1.5395443753921794
2017-04-02,8.609507533082326,0,8.609507533082326
2017-04-03,-0.22590283761116536,0,-0.22590283761116536
2017-04-11,-0.33268793247052386,0,-0.33268793247052386
2017-04-15,3.085342180541911,0,3.085342180541911
2017-04-22,2.913947363053951,0,2.913947363053951
2017-04-29,2.338634454174062,0,2.338634454174062
2017-05-08,-1.3252277795650091,0,-1.3252277795650091
2017-05-13,-0.38727192080963246,0,-0.38727192080963246
2017-05-20,0.41073668320958445,0,0.41073668320958445
2017-05-27,0.5624763406664146,2,-1.4375236593335854
2017-06-05,-2.2935497079916947,0,-2.2935497079916947
2017-06-17,0.8561280768447884,0,0.8561280768447884
2017-06-24,1.3713940169956897,0,1.3713940169956897
2017-07-01,0.8364729190136728,0,0.8364729190136728
2017-07-10,-1.9791613201445817,0,-1.9791613201445817
2017-07-15,-0.6372873696840115,0,-0.6372873696840115
2017-07-22,0.6858147521229372,0,0.6858147521229372
2017-07-29,-0.33380805732348817,0,-0.33380805732348817
2017-08-04,2.1062618209681845,0,2.1062618209681845
2017-08-07,-2.422389731640519,0,-2.422389731640519
2017-08-19,-0.807600694881554,0,-0.807600694881554
2017-08-26,-0.534685609705585,0,-0.534685609705585
2017-09-09,-0.5139489584075041,0,-0.5139489584075041
2017-09-12,-3.8610230331481157,0,-3.8610230331481157
2017-09-16,-0.8873028198065138,0,-0.8873028198065138
2017-09-23,-0.8567385895869237,1,-1.8567385895869237
2017-09-30,-1.3512678784337877,0,-1.3512678784337877
2017-10-06,-0.2845195115613697,0,-0.2845195115613697
2017-10-14,-1.7748411279030445,0,-1.7748411279030445
2017-10-21,-1.6634932793641068,0,-1.6634932793641068
2017-10-28,-1.7137126674452934,0,-1.7137126674452934
2017-11-02,-8.975216370932168,0,-8.975216370932168
2017-11-03,-2.545379331095859,0,-2.545379331095859
2017-11-11,-2.0565022986044865,0,-2.0565022986044865
2017-11-18,-2.4298561599723367,0,-2.4298561599723367
2017-11-25,-2.7224264030317773,0,-2.7224264030317773
2017-12-08,-0.9788448593914327,0,-0.9788448593914327
2017-12-16,-2.9134763764721407,0,-2.9134763764721407
2017-12-23,-4.619759940120117,0,-4.619759940120117
