Date,Searches,Observed,Predicted,error
30/01/2016,0.71,0.0,4.539084081730842,-4.539084081730842
06/02/2016,0.35,0.0,1.5397944224882125,-1.5397944224882125
13/02/2016,0.36,0.0,-3.563089339106083,3.563089339106083
20/02/2016,0.09,0.0,-3.6002029420280457,3.6002029420280457
27/02/2016,0.1,0.0,-3.8180660944461824,3.8180660944461824
05/03/2016,0.41,1.0,-2.7568410916596653,3.7568410916596653
12/03/2016,1.0,0.0,2.729972080954313,-2.729972080954313
19/03/2016,0.18,0.0,5.005508649344444,-5.005508649344444
26/03/2016,0.19,0.0,-1.4528577118295432,1.4528577118295432
02/04/2016,0.32,0.0,-4.29517052229166,4.29517052229166
09/04/2016,0.2,0.0,2.0115291171187164,-2.0115291171187164
16/04/2016,0.14,1.0,0.6583831161957979,0.3416168838042021
23/04/2016,0.17,1.0,-0.937075642978549,1.937075642978549
30/04/2016,0.0,1.0,-0.25113965095460417,1.2511396509546042
07/05/2016,0.07,2.0,1.3379069803851842,0.6620930196148158
14/05/2016,0.22,0.0,2.491634021036625,-2.491634021036625
21/05/2016,0.0,1.0,4.984475870661735,-3.9844758706617354
28/05/2016,0.06,3.0,5.635466925988197,-2.6354669259881973
04/06/2016,0.14,1.0,3.2537381680369375,-2.2537381680369375
11/06/2016,0.12,4.0,4.292171652374267,-0.29217165237426723
18/06/2016,0.22,5.0,6.413938863594532,-1.4139388635945318
25/06/2016,0.05,6.0,4.724357991507054,1.2756420084929463
02/07/2016,0.03,10.0,2.6963497236996887,7.303650276300312
09/07/2016,0.11,2.0,3.262072328066826,-1.262072328066826
16/07/2016,0.09,2.0,4.333254956703186,-2.333254956703186
23/07/2016,0.13,4.0,6.822422637448311,-2.8224226374483106
30/07/2016,0.35,6.0,6.844216376695633,-0.8442163766956332
06/08/2016,0.13,8.0,4.602899833695888,3.397100166304112
13/08/2016,0.27,4.0,3.3177416616797446,0.6822583383202554
20/08/2016,0.48,3.0,2.234867473599315,0.7651325264006852
27/08/2016,0.41,12.999999999999998,2.316212087801099,10.683787912198898
03/09/2016,0.46,22.0,1.5845777726393937,20.415422227360608
10/09/2016,0.4,28.0,9.78695510167122,18.213044898328782
17/09/2016,0.56,14.999999999999998,22.559976566619873,-7.559976566619875
24/09/2016,0.5,11.0,28.580993514060975,-17.580993514060975
01/10/2016,0.42,35.0,17.161086997704505,17.838913002295495
08/10/2016,0.66,17.0,23.96288517677307,-6.962885176773071
15/10/2016,0.28,21.0,36.95570574634552,-15.955705746345522
22/10/2016,0.31,24.0,16.756622894525528,7.243377105474472
29/10/2016,0.54,23.0,26.99141399617195,-3.99141399617195
05/11/2016,0.67,0.0,25.764571387424468,-25.764571387424468
12/11/2016,0.34,0.0,20.76914082555771,-20.76914082555771
19/11/2016,0.62,7.0,4.089819674541951,2.9101803254580494
26/11/2016,0.25,4.0,12.754699875969887,-8.754699875969887
03/12/2016,0.17,7.0,-1.2957104321533441,8.295710432153344
10/12/2016,0.12,6.0,-1.086261390593648,7.0862613905936485
17/12/2016,0.69,1.0,1.520740248350501,-0.520740248350501
24/12/2016,1.0,4.0,4.633113394575119,-0.6331133945751191
31/12/2016,0.28,2.0,2.7316672883659603,-0.7316672883659603
07/01/2017,0.11,0.0,-0.8069096263986826,0.8069096263986826
14/01/2017,0.16,0.0,2.95360364996016,-2.95360364996016
21/01/2017,0.26,1.0,-0.7829693501740694,1.7829693501740693
28/01/2017,0.37,0.0,1.8219592780011893,-1.8219592780011893
04/02/2017,0.09,3.0,2.441418119162321,0.558581880837679
11/02/2017,0.0,0.0,-0.3238495756727457,0.3238495756727457
18/02/2017,0.44,0.0,-2.2757905193477868,2.2757905193477868
25/02/2017,0.27,1.0,3.620736741878986,-2.620736741878986
04/03/2017,0.15,0.0,4.878217650282383,-4.878217650282383
11/03/2017,0.0,0.0,0.4102810613411665,-0.4102810613411665
18/03/2017,0.0,1.0,-2.909526472640634,3.909526472640634
25/03/2017,0.0,0.0,0.9028656114417315,-0.9028656114417315
01/04/2017,0.27,0.0,4.702854074013233,-4.702854074013233
08/04/2017,0.0,1.0,6.895683294882774,-5.895683294882774
15/04/2017,0.31,0.0,6.697850680403709,-6.697850680403709
22/04/2017,0.24,0.0,3.4894917460370065,-3.4894917460370065
29/04/2017,0.0,0.0,3.3510240494513512,-3.3510240494513512
06/05/2017,0.0,0.0,2.03406311537683,-2.03406311537683
13/05/2017,0.0,0.0,-0.9183150382894277,0.9183150382894277
20/05/2017,0.0,1.0,3.695205941748619,-2.695205941748619
27/05/2017,0.13,0.0,6.922236963815689,-6.922236963815689
03/06/2017,0.25,0.0,6.812914199624061,-6.812914199624061
10/06/2017,0.15,0.0,6.439809381251335,-6.439809381251335
17/06/2017,0.7,2.0,4.322665755000115,-2.3226657550001146
24/06/2017,0.34,0.0,2.923917264856696,-2.923917264856696
01/07/2017,0.77,0.0,-0.1548156779462099,0.1548156779462099
08/07/2017,1.0,0.0,-0.7900764077550173,0.7900764077550173
15/07/2017,0.83,0.0,3.001579679403305,-3.001579679403305
22/07/2017,1.0,0.0,-0.5271816650015115,0.5271816650015115
29/07/2017,1.0,0.0,10.939908867902755,-10.939908867902755
05/08/2017,1.0,0.0,13.31793490310669,-13.31793490310669
12/08/2017,1.0,0.0,13.055763287043572,-13.055763287043572
19/08/2017,0.88,0.0,16.595844633693694,-16.595844633693694
26/08/2017,1.0,0.0,15.618431477708816,-15.618431477708816
02/09/2017,0.43,0.0,15.864727143530846,-15.864727143530846
09/09/2017,0.82,0.0,9.756573786821365,-9.756573786821365
