State,Model,Error
meta,LSTM,4.108171171426773
meta,LSTM,4.3971861901628975
meta,LSTM,3.282986857634485
meta,LSTM,3.146819138004482
meta,LSTM,3.8792268183362486
meta,LSTM,2.0256719144839046
meta,LSTM,1.2233894703471655
meta,LSTM,-13.711948214428425
meta,LSTM,4.930165233812332
meta,LSTM,-91.51019611583948
meta,LSTM,-111.34800229776859
meta,LSTM,-125.26481589076995
meta,LSTM,-113.56456287616732
meta,LSTM,19.75006141212464
meta,LSTM,-9.079384311447145
meta,LSTM,18.020576297225944
meta,LSTM,97.3080426942444
meta,LSTM,25.311949567871093
meta,LSTM,6.415739610443126
meta,LSTM,-6.2298941264343455
meta,LSTM,24.139377508544925
meta,LSTM,68.01926379531861
meta,LSTM,68.41563392883303
meta,LSTM,96.29107222332
meta,LSTM,35.1220278639984
meta,LSTM,23.50120289169311
meta,LSTM,133.9093628404617
meta,LSTM,53.98290591064455
meta,LSTM,114.96756243354795
meta,LSTM,98.74562241962435
meta,LSTM,103.33276146280286
meta,LSTM,96.99088974834444
meta,LSTM,12.935953132476795
meta,LSTM,71.33321642503739
meta,LSTM,73.78343493274689
meta,LSTM,69.18991065971376
meta,LSTM,55.87420824329377
meta,LSTM,21.304026046781548
meta,LSTM,27.832634793853764
meta,LSTM,33.22745499186516
meta,LSTM,31.204696223907472
meta,LSTM,15.585266590738295
meta,LSTM,-5.743466124324797
meta,LSTM,-27.538299991683964
meta,LSTM,26.24508696714401
meta,LSTM,34.85486294826746
meta,LSTM,37.664304494917396
meta,LSTM,40.01840821866989
meta,LSTM,-11.893770629601473
meta,LSTM,0.8719643303394315
meta,LSTM,-0.16250478736877486
meta,LSTM,-5.049241405169964
meta,LSTM,4.345211370284558
meta,LSTM,-0.2729622735619541
meta,LSTM,5.327912941705585
meta,LSTM,-2.1582879073047643
meta,LSTM,3.801536035274268
meta,LSTM,3.5167945482027534
meta,LSTM,5.9759952935123435
meta,LSTM,2.6661311246359354
meta,LSTM,2.9979755711096523
meta,LSTM,4.933354983866215
meta,LSTM,3.758726876516045
meta,LSTM,3.8045032562860848
meta,LSTM,1.1928550765764712
meta,LSTM,0.9972733202862738
meta,LSTM,2.3516546867185832
meta,LSTM,-1.390080124254227
meta,LSTM,3.189424747506976
meta,LSTM,3.4243965077632668
meta,LSTM,5.657742236223222
meta,LSTM,6.012154579734802
meta,LSTM,-0.6357907556879523
meta,LSTM,7.346745257412195
meta,LSTM,3.2964884330376987
meta,LSTM,4.681571573469639
meta,LSTM,5.034134354708195
meta,LSTM,0.3106657265520094
meta,LSTM,-2.0218193759667877
meta,LSTM,6.222369106693864
meta,LSTM,3.849757369633615
meta,LSTM,4.577851768182217
meta,LSTM,4.438683666630687
meta,LSTM,1.575262246825099
meta,LSTM,4.163344049491882
meta,LSTM,1.184573873499632
meta,LSTM,4.252008730148076
meta,LSTM,4.321782722030878
meta,LSTM,5.108276920430958
meta,LSTM,2.319254114409089
meta,LSTM,-2.1546294639611245
meta,LSTM,4.165874592174292
meta,LSTM,2.641023230833412
meta,LSTM,3.0960596690481905
meta,LSTM,2.353385499988794
meta,LSTM,3.560006364918649
meta,LSTM,3.140592980245948
meta,LSTM,3.697809067803324
meta,LSTM,4.615859399106503
meta,LSTM,4.358800610814095
meta,LSTM,10.518305370557307
meta,LSTM,4.212384666024446
meta,LSTM,2.9196194928202037
meta,LSTM,3.0356980755078786
meta,LSTM,1.8015413365611432
meta,LSTM,3.867062852327824
meta,LSTM,1.971814872775674
meta,LSTM,1.894004910979867
meta,LSTM,4.103720877072811
meta,LSTM,5.126444228668512
meta,Naive,2.0
meta,Naive,0.0
meta,Naive,-1.0
meta,Naive,0.0
meta,Naive,1.0
meta,Naive,-2.0
meta,Naive,-1.0
meta,Naive,-15.0
meta,Naive,18.0
meta,Naive,-98.0
meta,Naive,-28.0
meta,Naive,-53.0
meta,Naive,-34.0
meta,Naive,48.0
meta,Naive,-53.0
meta,Naive,0.0
meta,Naive,74.0
meta,Naive,-57.0
meta,Naive,-34.0
meta,Naive,-10.0
meta,Naive,35.0
meta,Naive,27.0
meta,Naive,-2.0
meta,Naive,32.0
meta,Naive,-42.0
meta,Naive,-7.0
meta,Naive,110.0
meta,Naive,-64.0
meta,Naive,51.0
meta,Naive,9.0
meta,Naive,40.0
meta,Naive,-9.0
meta,Naive,-49.0
meta,Naive,68.0
meta,Naive,17.0
meta,Naive,-7.0
meta,Naive,-9.0
meta,Naive,7.0
meta,Naive,13.0
meta,Naive,1.0
meta,Naive,2.0
meta,Naive,-1.0
meta,Naive,-9.0
meta,Naive,-23.0
meta,Naive,46.0
meta,Naive,4.0
meta,Naive,0.0
meta,Naive,16.0
meta,Naive,-30.0
meta,Naive,14.0
meta,Naive,0.0
meta,Naive,-5.0
meta,Naive,4.0
meta,Naive,-1.0
meta,Naive,5.0
meta,Naive,-8.0
meta,Naive,7.0
meta,Naive,0.0
meta,Naive,3.0
meta,Naive,-4.0
meta,Naive,2.0
meta,Naive,2.0
meta,Naive,-1.0
meta,Naive,0.0
meta,Naive,-2.0
meta,Naive,0.0
meta,Naive,1.0
meta,Naive,-4.0
meta,Naive,4.0
meta,Naive,0.0
meta,Naive,2.0
meta,Naive,0.0
meta,Naive,-5.0
meta,Naive,8.0
meta,Naive,-4.0
meta,Naive,1.0
meta,Naive,0.0
meta,Naive,-3.0
meta,Naive,-3.0
meta,Naive,8.0
meta,Naive,-3.0
meta,Naive,0.0
meta,Naive,0.0
meta,Naive,-1.0
meta,Naive,2.0
meta,Naive,-3.0
meta,Naive,3.0
meta,Naive,0.0
meta,Naive,1.0
meta,Naive,-3.0
meta,Naive,-4.0
meta,Naive,6.0
meta,Naive,-2.0
