State,Model,Error
Oaxaca,LSTM,-15.328122141890006
Oaxaca,LSTM,0.4099706975351269
Oaxaca,LSTM,6.9040996111208575
Oaxaca,LSTM,-12.107189153844715
Oaxaca,LSTM,11.815364040778947
Oaxaca,LSTM,9.179282722306104
Oaxaca,LSTM,14.682733864335418
Oaxaca,LSTM,2.091094571065007
Oaxaca,LSTM,5.432044190709964
Oaxaca,LSTM,1.5013141453294458
Oaxaca,LSTM,5.5621900193116085
Oaxaca,LSTM,-0.3211868653069434
Oaxaca,LSTM,2.6474326530694965
Oaxaca,LSTM,3.9629984393320976
Oaxaca,LSTM,0.8543587290740007
Oaxaca,LSTM,-10.085389843523652
Oaxaca,LSTM,2.7632579794566703
Oaxaca,LSTM,2.2877993020225307
Oaxaca,LSTM,5.733375680657346
Oaxaca,LSTM,-36.848967430187905
Oaxaca,LSTM,-4.534242224656195
Oaxaca,LSTM,-0.7161205994614956
Oaxaca,LSTM,6.149709460933954
Oaxaca,LSTM,17.916643047585655
Oaxaca,LSTM,-32.203389475801885
Oaxaca,LSTM,-2.67582857959181
Oaxaca,LSTM,-2.772872335476279
Oaxaca,LSTM,7.162065097626598
Oaxaca,LSTM,-10.309784830360414
Oaxaca,LSTM,-43.727281386651995
Oaxaca,LSTM,13.649680008963811
Oaxaca,LSTM,-53.859148525726795
Oaxaca,LSTM,26.785816706813424
Oaxaca,LSTM,30.51650154137407
Oaxaca,LSTM,23.54715148967624
Oaxaca,LSTM,-16.709521648234727
Oaxaca,LSTM,9.680083164798953
Oaxaca,LSTM,16.021241189451814
Oaxaca,LSTM,18.8213245633325
Oaxaca,LSTM,22.96383650883556
Oaxaca,LSTM,5.117273399959654
Oaxaca,LSTM,7.919555675492287
Oaxaca,LSTM,9.490513925871848
Oaxaca,LSTM,9.68330539235413
Oaxaca,LSTM,10.052407501267492
Oaxaca,LSTM,6.097999057344087
Oaxaca,LSTM,7.1739074749287965
Oaxaca,LSTM,6.475683179635405
Oaxaca,LSTM,7.490319312071949
Oaxaca,LSTM,8.670035074065476
Oaxaca,LSTM,5.807962658239753
Oaxaca,LSTM,2.863978347386644
Oaxaca,LSTM,1.402629343052134
Oaxaca,LSTM,1.678746410894096
Oaxaca,LSTM,1.728515924584735
Oaxaca,LSTM,4.6307769043582665
Oaxaca,LSTM,4.807803564509301
Oaxaca,LSTM,4.052617206756641
Oaxaca,LSTM,5.8558678504000605
Oaxaca,LSTM,3.37249490073815
Oaxaca,LSTM,4.392688300350457
Oaxaca,LSTM,2.9760924729284643
Oaxaca,LSTM,3.19849638654314
Oaxaca,LSTM,1.8270554982472955
Oaxaca,LSTM,1.7600005274628103
Oaxaca,LSTM,1.2804132185389847
Oaxaca,LSTM,1.2714316601781548
Oaxaca,LSTM,1.2757585120977462
Oaxaca,LSTM,1.4087888101021946
Oaxaca,LSTM,2.4118631188353152
Oaxaca,LSTM,1.8240307520451025
Oaxaca,LSTM,4.523447858426348
Oaxaca,LSTM,3.5141715118125827
Oaxaca,LSTM,3.202599150340632
Oaxaca,LSTM,2.8094383139014245
Oaxaca,LSTM,1.5001103368423878
Oaxaca,LSTM,1.62541373346515
Oaxaca,LSTM,2.025325298490301
Oaxaca,LSTM,3.011954258864373
Oaxaca,LSTM,1.309816359087676
Oaxaca,LSTM,1.5081538587765395
Oaxaca,LSTM,1.294530178969726
Oaxaca,LSTM,1.420763334357664
Oaxaca,LSTM,1.3725149148757756
Oaxaca,LSTM,1.2802067204475776
Oaxaca,LSTM,1.3317155038537083
Oaxaca,LSTM,0.28356969777869057
Oaxaca,LSTM,1.2849464207345993
Oaxaca,LSTM,1.27265734534204
Oaxaca,LSTM,1.2773790121522173
Oaxaca,LSTM,1.2821456148391217
