Date,Searches,Observed,NN-Prediction,NNError,Naive-Prediction,NaiveError
31/01/2016,0.55,226.0,74.01610001791715,-151.98389998208285,178.99999999999997,-47.00000000000003
07/02/2016,0.7,270.99999999999994,134.0223202597618,-136.97767974023813,226.0,-44.99999999999994
14/02/2016,0.38,273.99999999999994,196.4275568717003,-77.57244312829965,270.99999999999994,-3.0
21/02/2016,0.43,263.0,234.47784142632486,-28.522158573675142,273.99999999999994,10.999999999999943
28/02/2016,0.27,312.0,243.9862798628807,-68.0137201371193,263.0,-49.0
06/03/2016,0.23,360.99999999999994,265.07662330651283,-95.92337669348711,312.0,-48.99999999999994
13/03/2016,0.53,181.99999999999997,294.65185133905413,112.65185133905416,360.99999999999994,178.99999999999997
20/03/2016,0.21,443.0,246.9825625960827,-196.0174374039173,181.99999999999997,-261.0
27/03/2016,0.36,468.99999999999994,316.46495081706047,-152.53504918293947,443.0,-25.999999999999943
03/04/2016,0.37,541.0,360.70027369880677,-180.29972630119323,468.99999999999994,-72.00000000000006
10/04/2016,0.54,468.99999999999994,433.45108382339475,-35.54891617660519,541.0,72.00000000000006
17/04/2016,0.36,549.0,451.427404293251,-97.57259570674898,468.99999999999994,-80.00000000000006
24/04/2016,0.83,488.0,480.912233767128,-7.0877662328720135,549.0,61.0
01/05/2016,0.3,541.0,468.64554837589264,-72.35445162410736,488.0,-53.0
08/05/2016,0.56,549.0,484.36330046463013,-64.63669953536987,541.0,-8.0
15/05/2016,0.39,553.9999999999999,494.6752226764679,-59.324777323531976,549.0,-4.999999999999886
22/05/2016,0.27,405.99999999999994,504.97523327131273,98.97523327131279,553.9999999999999,147.99999999999994
29/05/2016,0.23,464.0,455.15939645290376,-8.840603547096237,405.99999999999994,-58.00000000000006
05/06/2016,0.5,483.0,441.4771942528725,-41.52280574712751,464.0,-19.0
12/06/2016,0.41,278.0,433.82580835533145,155.82580835533145,483.0,205.0
19/06/2016,0.16,281.0,358.82881321382524,77.82881321382524,278.0,-3.0
26/06/2016,0.42,246.0,316.14834947233203,70.14834947233203,281.0,35.0
03/07/2016,0.04,166.99999999999997,262.98434581608774,95.98434581608777,246.0,79.00000000000003
10/07/2016,0.15,204.0,207.2719244318962,3.2719244318961955,166.99999999999997,-37.00000000000003
17/07/2016,0.69,162.0,194.03550368695258,32.03550368695258,204.0,42.0
24/07/2016,1.0,138.0,168.01206038074494,30.01206038074494,162.0,24.0
31/07/2016,0.16,90.0,148.32755310008525,58.327553100085254,138.0,48.0
07/08/2016,0.55,61.0,118.44882453589439,57.44882453589439,90.0,29.0
14/08/2016,0.39,77.0,85.5860295255661,8.586029525566104,61.0,-16.0
21/08/2016,0.71,61.99999999999999,73.57177311671973,11.571773116719733,77.0,15.000000000000007
28/08/2016,1.0,77.0,61.20934761250019,-15.790652387499811,61.99999999999999,-15.000000000000007
04/09/2016,0.0,74.0,63.72718531051874,-10.272814689481258,77.0,3.0
11/09/2016,0.48,46.99999999999999,65.47932815020084,18.47932815020085,74.0,27.000000000000007
18/09/2016,0.56,45.0,55.17602515296936,10.176025152969359,46.99999999999999,1.999999999999993
25/09/2016,0.46,46.0,49.1171595477581,3.1171595477580993,45.0,-1.0
02/10/2016,0.23,27.999999999999996,42.98235738421678,14.982357384216787,46.0,18.000000000000004
09/10/2016,0.52,17.0,33.64221476398706,16.642214763987063,27.999999999999996,10.999999999999996
16/10/2016,0.57,-87.0,24.54561163970232,111.54561163970232,17.0,104.0
23/10/2016,0.33,36.0,0.3866771503958851,-35.61332284960412,-87.0,-123.0
30/10/2016,0.18,29.0,3.566928855931014,-25.433071144068986,36.0,7.0
06/11/2016,0.72,30.0,9.060954883144795,-20.939045116855205,29.0,-1.0
13/11/2016,0.5,5.0,15.191341173410416,10.191341173410416,30.0,25.0
20/11/2016,0.0,15.0,16.695993634283543,1.6959936342835427,5.0,-10.0
27/11/2016,0.74,10.0,13.740132511427998,3.7401325114279977,15.0,5.0
04/12/2016,0.0,12.0,8.763456229054928,-3.2365437709450724,10.0,-2.0
11/12/2016,0.51,32.0,9.333742705963552,-22.66625729403645,12.0,-20.0
18/12/2016,0.48,13.999999999999998,16.368554388862847,2.368554388862849,32.0,18.0
25/12/2016,0.08,20.0,14.946539999386669,-5.053460000613331,13.999999999999998,-6.000000000000002
01/01/2017,0.0,2.0,17.043405968511106,15.043405968511106,20.0,18.0
08/01/2017,0.0,5.0,9.856830506195127,4.856830506195127,2.0,-3.0
15/01/2017,0.0,6.0,6.46815667668283,0.46815667668283023,5.0,-1.0
22/01/2017,0.09,13.0,4.739447633838654,-8.260552366161345,6.0,-7.0
29/01/2017,0.14,6.0,6.464746337494254,0.46474633749425376,13.0,7.0
05/02/2017,0.0,5.0,6.038895587675273,1.038895587675273,6.0,1.0
12/02/2017,0.4,9.0,5.437150083111226,-3.5628499168887737,5.0,-4.0
19/02/2017,0.34,8.0,5.4167034043341875,-2.5832965956658125,9.0,1.0
26/02/2017,0.09,10.0,5.4241807204261425,-4.5758192795738575,8.0,-2.0
05/03/2017,0.38,5.0,6.517402662530541,1.5174026625305412,10.0,5.0
12/03/2017,0.29,4.0,4.922533769356459,0.922533769356459,5.0,1.0
19/03/2017,0.0,5.0,3.9732432516627014,-1.0267567483372986,4.0,-1.0
26/03/2017,0.0,5.0,3.4304489489369097,-1.5695510510630903,5.0,0.0
02/04/2017,0.48,0.0,3.001723796698451,3.001723796698451,5.0,5.0
09/04/2017,0.0,8.0,1.4258470284111797,-6.57415297158882,0.0,-8.0
