,Predicted,Observed,error
0,136.51198199294308,4.0,132.51198199294308
1,6.817088004644747,3.0000000000000004,3.8170880046447464
2,31.08701194568011,2.0,29.08701194568011
3,28.619769405167403,1.0,27.619769405167403
4,26.152526864549905,4.0,22.152526864549905
5,60.34478245435812,3.0000000000000004,57.34478245435812
6,-3.0518819295145225,3.0000000000000004,-6.051881929514523
7,18.75079977417869,1.0,17.75079977417869
8,16.283575393291876,0.0,16.283575393291876
9,33.63243983064457,0.0,33.63243983064457
10,111.83961159734034,2.0,109.83961159734034
11,8.881905700201322,1.0,7.881905700201322
12,6.414684769434759,0.0,6.414684769434759
13,23.76355462869231,0.0,23.76355462869231
14,68.35145660372613,2.0,66.35145660372613
15,-3.45419688160141,1.0,-4.45419688160141
16,47.33854129190691,0.0,47.33854129190691
17,-32.658575455565156,1.0,-33.658575455565156
18,-65.05808008325019,1.0,-66.05808008325019
19,11.427457349944474,1.0,10.427457349944474
20,-10.855853491418829,5.0,-15.855853491418829
21,-13.323071799452194,-4.0,-9.323071799452194
22,84.7001948588869,0.0,84.7001948588869
23,1.5585838731869728,1.0,0.5585838731869728
24,-23.191945035376772,2.0,-25.191945035376772
25,-25.65916334562692,-3.0000000000000004,-22.65916334562692
26,-87.2630457613243,1.0,-88.2630457613243
27,-33.06081827710002,2.0,-35.06081827710002
28,-35.528036592805655,2.0,-37.528036592805655
29,-37.99525490871722,0.0,-37.99525490871722
30,-61.717699919666146,-2.0,-59.717699919666146
31,-20.646381075425225,0.0,-20.646381075425225
32,-42.92969172054248,1.0,-43.92969172054248
33,-45.396910141557086,0.0,-45.396910141557086
34,-47.86412856267643,-1.0,-46.86412856267643
35,-23.496383210854308,1.0,-24.496383210854308
36,-30.515254759273674,10.0,-40.515254759273674
37,-55.26578382555154,0.0,-55.26578382555154
38,-57.73300224649869,0.0,-57.73300224649869
39,-35.832475316095675,1.0,-36.832475316095675
40,-42.85134686419809,0.0,-42.85134686419809
41,17.267540163051663,1.0,16.267540163051663
42,-21.376252845961794,0.0,-21.376252845961794
43,30.421390614726263,0.0,30.421390614726263
44,-45.70134900003049,0.0,-45.70134900003049
45,23.019735351884883,3.0000000000000004,20.019735351884883
46,20.552516930731777,-1.0,21.552516930731777
47,5.504455409134547,-1.0,6.504455409134547
48,-82.40518645644931,1.0,-83.40518645644931
49,-58.03744110481226,1.0,-59.03744110481226
50,-15.991378972425055,0.0,-15.991378972425055
51,-89.80684171949667,0.0,-89.80684171949667
