Date,Searches,Cases
25/10/2015,19,0
01/11/2015,20,50
08/11/2015,11,102
15/11/2015,6,111
22/11/2015,6,87
29/11/2015,29,87
06/12/2015,16,122
13/12/2015,36,69
20/12/2015,36,48
27/12/2015,39,62
03/01/2016,30,95
10/01/2016,43,292
17/01/2016,25,0
24/01/2016,44,873
31/01/2016,79,615
07/02/2016,93,159
14/02/2016,69,846
21/02/2016,86,417
28/02/2016,100,42
06/03/2016,91,589
13/03/2016,100,345
20/03/2016,21,90
27/03/2016,19,282
03/04/2016,68,236
10/04/2016,54,163
17/04/2016,28,193
24/04/2016,64,137
01/05/2016,14,124
08/05/2016,29,89
15/05/2016,19,122
22/05/2016,6,79
29/05/2016,11,89
05/06/2016,11,56
12/06/2016,6,23
19/06/2016,5,48
26/06/2016,46,43
03/07/2016,0,26
10/07/2016,8,26
17/07/2016,24,32
24/07/2016,0,18
31/07/2016,13,22
07/08/2016,92,17
14/08/2016,94,3
21/08/2016,0,9
28/08/2016,0,14
04/09/2016,19,52
11/09/2016,47,27
18/09/2016,0,3
25/09/2016,45,10
02/10/2016,0,12
09/10/2016,51,6
16/10/2016,0,5
23/10/2016,0,37
30/10/2016,0,9
06/11/2016,95,11
13/11/2016,0,14
20/11/2016,0,3
27/11/2016,0,3
04/12/2016,20,2
11/12/2016,0,30
18/12/2016,96,7
25/12/2016,0,5
01/01/2017,0,1
08/01/2017,1,6
15/01/2017,9,6
22/01/2017,0,13
29/01/2017,0,2
05/02/2017,20,4
12/02/2017,0,4
19/02/2017,66,5
26/02/2017,0,2
05/03/2017,0,-1
12/03/2017,0,4
19/03/2017,0,1
26/03/2017,0,2
02/04/2017,100,0
09/04/2017,0,7
16/04/2017,0,6
23/04/2017,21,1
30/04/2017,28,3
07/05/2017,0,1
14/05/2017,0,2
21/05/2017,0,7
28/05/2017,0,-6
04/06/2017,0,2
11/06/2017,0,0
18/06/2017,0,3
25/06/2017,0,-6
02/07/2017,0,4
09/07/2017,0,1
16/07/2017,0,4
23/07/2017,0,0
30/07/2017,0,1
06/08/2017,31,3
13/08/2017,84,3
20/08/2017,0,0
27/08/2017,39,-1
03/09/2017,0,-5
10/09/2017,0,6
17/09/2017,57,1
24/09/2017,0,4
01/10/2017,14,1
08/10/2017,57,1
15/10/2017,100,2
22/10/2017,0,-2
29/10/2017,65,0
05/11/2017,0,2
12/11/2017,0,6
19/11/2017,0,-1
26/11/2017,36,-1
03/12/2017,0,2
10/12/2017,0,2
17/12/2017,0,-1
24/12/2017,0,2
