Date,Searches,Cases
03/01/2016,15,1
10/01/2016,24,64
17/01/2016,18,0
24/01/2016,60,413
31/01/2016,44,636
07/02/2016,62,855
14/02/2016,51,881
21/02/2016,58,980
28/02/2016,30,1243
06/03/2016,26,1257
13/03/2016,77,1044
20/03/2016,30,952
27/03/2016,46,1212
03/04/2016,56,1525
10/04/2016,70,1531
17/04/2016,50,1472
24/04/2016,57,1247
01/05/2016,28,1077
08/05/2016,47,1164
15/05/2016,43,1260
22/05/2016,23,786
29/05/2016,22,949
05/06/2016,36,859
12/06/2016,27,809
19/06/2016,16,730
26/06/2016,31,519
03/07/2016,4,507
10/07/2016,31,301
17/07/2016,57,268
24/07/2016,47,319
31/07/2016,16,198
07/08/2016,39,216
14/08/2016,22,144
21/08/2016,33,110
28/08/2016,28,80
04/09/2016,31,188
11/09/2016,43,25
18/09/2016,33,106
25/09/2016,30,108
02/10/2016,15,72
09/10/2016,34,34
16/10/2016,51,72
23/10/2016,15,91
30/10/2016,8,46
06/11/2016,54,41
13/11/2016,22,37
20/11/2016,10,-29
27/11/2016,43,96
04/12/2016,13,30
11/12/2016,11,85
18/12/2016,21,26
25/12/2016,4,20
01/01/2017,5,12
08/01/2017,0,15
15/01/2017,4,34
22/01/2017,2,44
29/01/2017,4,57
05/02/2017,2,52
12/02/2017,18,45
19/02/2017,15,35
26/02/2017,9,91
05/03/2017,0,17
12/03/2017,39,29
19/03/2017,38,26
26/03/2017,0,29
02/04/2017,23,0
09/04/2017,0,55
16/04/2017,33,-13
23/04/2017,14,28
30/04/2017,12,22
07/05/2017,42,20
14/05/2017,6,25
21/05/2017,33,11
28/05/2017,38,31
04/06/2017,6,16
11/06/2017,0,18
18/06/2017,6,9
25/06/2017,0,8
02/07/2017,47,17
09/07/2017,0,18
16/07/2017,0,15
23/07/2017,7,0
30/07/2017,0,27
06/08/2017,32,20
13/08/2017,17,18
20/08/2017,0,9
27/08/2017,17,-19
03/09/2017,0,-6
10/09/2017,0,17
17/09/2017,48,12
24/09/2017,94,14
01/10/2017,0,9
08/10/2017,12,6
15/10/2017,22,12
22/10/2017,0,5
29/10/2017,27,3
05/11/2017,0,6
12/11/2017,0,11
19/11/2017,29,69
26/11/2017,21,-12
03/12/2017,14,24
10/12/2017,1,8
17/12/2017,10,-49
24/12/2017,0,3
