Date,Searches,Cases
03/01/2016,24,105
10/01/2016,31,194
17/01/2016,24,0
24/01/2016,47,573
31/01/2016,44,292
07/02/2016,44,283
14/02/2016,25,231
21/02/2016,26,214
28/02/2016,27,167
06/03/2016,15,198
13/03/2016,44,142
20/03/2016,18,82
27/03/2016,15,166
03/04/2016,19,156
10/04/2016,18,113
17/04/2016,21,77
24/04/2016,33,63
01/05/2016,16,69
08/05/2016,17,66
15/05/2016,14,84
22/05/2016,4,26
29/05/2016,10,36
05/06/2016,17,34
12/06/2016,4,37
19/06/2016,9,29
26/06/2016,16,2
03/07/2016,1,17
10/07/2016,21,14
17/07/2016,26,12
24/07/2016,10,11
31/07/2016,25,8
07/08/2016,40,5
14/08/2016,0,2
21/08/2016,26,4
28/08/2016,22,4
04/09/2016,20,8
11/09/2016,50,5
18/09/2016,39,9
25/09/2016,48,5
02/10/2016,37,5
09/10/2016,28,3
16/10/2016,61,4
23/10/2016,16,-4
30/10/2016,9,4
06/11/2016,25,2
13/11/2016,52,4
20/11/2016,10,1
27/11/2016,47,2
04/12/2016,0,3
11/12/2016,25,14
18/12/2016,0,2
25/12/2016,0,5
01/01/2017,0,0
08/01/2017,0,4
15/01/2017,4,5
22/01/2017,0,4
29/01/2017,4,3
05/02/2017,13,0
12/02/2017,12,2
19/02/2017,0,1
26/02/2017,9,2
05/03/2017,17,3
12/03/2017,0,2
19/03/2017,26,2
26/03/2017,0,1
02/04/2017,22,0
09/04/2017,0,3
16/04/2017,16,0
23/04/2017,9,4
30/04/2017,13,3
07/05/2017,0,1
14/05/2017,0,1
21/05/2017,42,0
28/05/2017,0,3
04/06/2017,0,0
11/06/2017,0,0
18/06/2017,0,0
25/06/2017,23,-2
02/07/2017,0,2
09/07/2017,2,0
16/07/2017,5,2
23/07/2017,0,0
30/07/2017,13,-2
06/08/2017,0,3
13/08/2017,33,1
20/08/2017,25,0
27/08/2017,18,2
03/09/2017,0,-1
10/09/2017,11,3
17/09/2017,26,1
24/09/2017,0,0
01/10/2017,0,0
08/10/2017,53,1
15/10/2017,0,0
22/10/2017,0,-3
29/10/2017,0,0
05/11/2017,0,4
12/11/2017,4,8
19/11/2017,26,-7
26/11/2017,0,1
03/12/2017,0,0
10/12/2017,0,0
17/12/2017,19,0
24/12/2017,31,1
