,Predicted,Observed,error
0,-126.27810411495672,11.0,-137.2781041149567
1,24.672332436068192,11.0,13.672332436068192
2,-5.5847341653508025,11.0,-16.584734165350802
3,178.5147615948809,11.999999999999998,166.5147615948809
4,134.05148625933444,25.0,109.05148625933444
5,-164.1659178191126,25.0,-189.1659178191126
6,303.7763728815297,27.0,276.7763728815297
7,73.45321472327238,54.0,19.45321472327238
8,257.5527475392055,54.0,203.55274753920548
9,127.36799529090305,54.0,73.36799529090305
10,149.2379481126619,37.0,112.23794811266191
11,-117.35091835319359,37.0,-154.3509183531936
12,-33.28442697697034,65.0,-98.28442697697034
13,-192.15537294399277,65.0,-257.1553729439928
14,10.68222933168995,67.0,-56.31777066831005
15,88.70916680263774,25.0,63.70916680263774
16,-82.86026480242559,25.0,-107.86026480242559
17,-13.08420311099847,25.0,-38.08420311099847
18,-16.331123139519214,27.0,-43.331123139519214
19,-103.85520535601604,33.0,-136.85520535601603
20,-105.5313311228549,33.0,-138.5313311228549
21,35.69691835217119,33.0,2.6969183521711884
22,266.309925177958,33.0,233.309925177958
23,91.28787429204988,33.0,58.28787429204988
24,352.85803769867186,33.0,319.85803769867186
25,-197.97845372900142,-14.0,-183.97845372900142
26,-85.33107745520172,-14.0,-71.33107745520172
27,11.455068576123924,-14.0,25.455068576123924
28,109.70667563975736,-14.0,123.70667563975736
29,-263.5208234095288,-14.0,-249.52082340952882
30,-222.32563522665038,-9.0,-213.32563522665038
31,-66.70161597438616,0.9999999999999999,-67.70161597438616
32,-25.611758765957028,2.9999999999999996,-28.611758765957028
33,-198.77313286044748,-7.0,-191.77313286044748
34,-143.28750710251052,-5.999999999999999,-137.28750710251052
35,230.22987533239018,-21.0,251.22987533239018
36,102.42142503528954,-21.0,123.42142503528954
37,-219.76806717174458,-21.0,-198.76806717174458
38,364.46374574493075,0.9999999999999999,363.46374574493075
39,18.225178159118904,2.9999999999999996,15.225178159118904
40,32.536766105298106,3.9999999999999996,28.536766105298106
41,102.20749829559936,1.9999999999999998,100.20749829559936
42,-99.53475078044447,1.9999999999999998,-101.53475078044447
43,-158.3726249488045,2.9999999999999996,-161.3726249488045
44,-57.123665218220665,2.9999999999999996,-60.123665218220665
45,-26.98719273751688,0.0,-26.98719273751688
46,-161.7248733589435,10.0,-171.7248733589435
47,-63.36793512891885,2.9999999999999996,-66.36793512891884
48,-50.753621843111326,2.9999999999999996,-53.753621843111326
49,-139.76431459480105,2.9999999999999996,-142.76431459480105
50,-127.23418191234535,9.0,-136.23418191234535
51,-57.4581186636317,7.999999999999999,-65.4581186636317
