Date,Searches,Cases,Week1-Prediction,Week2-Prediction,Week3-Prediction,Week4-Prediction,Naive-1Week,Naive-2Week,Naive-3Week,Naive-4Week,Week1-Error,Week2-Error,Week3-Error,Week4-Error
21/02/2016,0.55,165.0,199.7831985722351,64.73375362880707,98.66133555202484,92.88931695335388,213,179,126,98,34.78319857223511,-100.26624637119293,-66.33866444797516,-72.11068304664612
28/02/2016,0.3,218.0,270.4477535435486,-1.4674077846115827,127.15751169784546,72.4414411356926,165,213,179,126,52.44775354354857,-219.4674077846116,-90.84248830215454,-145.5585588643074
06/03/2016,0.23,218.0,191.14369379974366,-140.2068038061905,305.98688864074705,185.87146497276305,218,165,213,179,-26.85630620025634,-358.20680380619046,87.98688864074705,-32.12853502723695
13/03/2016,0.75,144.0,218.14777970085143,-216.12511490074158,365.92121381484986,639.13332725708,218,218,165,213,74.14777970085143,-360.12511490074155,221.92121381484986,495.13332725708005
20/03/2016,0.4,201.00000000000003,252.8551755822754,-210.97129472961427,436.05980553100585,760.769856607666,144,218,218,165,51.855175582275365,-411.9712947296143,235.05980553100582,559.769856607666
27/03/2016,0.15,235.00000000000003,224.60569024787904,-262.46483191848756,511.53914467849734,747.0060696548462,201,144,218,218,-10.39430975212099,-497.46483191848756,276.53914467849734,512.0060696548462
03/04/2016,1.0,245.00000000000003,199.0082984449005,-316.88770904403685,430.7350830555725,807.9924313504029,235,201,144,218,-45.991701555099525,-561.8877090440369,185.73508305557246,562.9924313504029
10/04/2016,0.5,210.0,261.11187826171874,-198.1029251068115,452.7644102493286,867.4336499295044,245,235,201,144,51.11187826171874,-408.10292510681154,242.7644102493286,657.4336499295044
17/04/2016,0.08,183.00000000000003,286.7599485293579,-146.2976530206299,500.62053914108276,745.6782352081299,210,245,235,201,103.7599485293579,-329.2976530206299,317.62053914108276,562.6782352081299
24/04/2016,0.64,185.00000000000003,303.2196684524536,-288.16865949836733,462.20633626907346,788.9999616464233,183,210,245,235,118.21966845245359,-473.16865949836733,277.2063362690734,603.9999616464233
01/05/2016,0.41,153.00000000000003,230.53100020103454,-355.5988686503601,531.6714764631653,918.4640035531617,185,183,210,245,77.53100020103452,-508.59886865036015,378.6714764631653,765.4640035531617
08/05/2016,0.49,195.00000000000003,230.46282996528626,-319.2380603565979,550.3845912150574,1007.8867778433228,153,185,183,210,35.46282996528623,-514.2380603565979,355.3845912150574,812.8867778433228
15/05/2016,0.67,202.00000000000003,206.74771041397094,-268.3608789086914,518.5084236695861,955.8383811401367,195,153,185,183,4.747710413970907,-470.36087890869146,316.50842366958614,753.8383811401367
