,Searches,Cases,predictions,error
4,0.44,292.0,449.598848148365,-157.598848148365
5,0.44,283.0,309.25761234835625,-26.257612348356247
6,0.25,230.99999999999997,281.61493558739664,-50.61493558739667
7,0.26,214.0,208.09116103557588,5.90883896442412
8,0.27,166.99999999999997,203.91269592819214,-36.912695928192164
9,0.15,198.0,157.63169139231206,40.368308607687936
10,0.44,142.0,186.29354058231354,-44.29354058231354
11,0.18,82.0,128.15623970585347,-46.156239705853466
12,0.15,166.0,82.49313984455824,83.50686015544176
13,0.19,156.0,154.99989530151845,1.0001046984815503
14,0.18,113.0,132.8345339319277,-19.834533931927695
15,0.21,77.0,99.89881478985072,-22.898814789850718
16,0.33,63.0,74.97909619317055,-11.979096193170548
17,0.16,69.0,67.1104744397378,1.8895255602622
18,0.17,66.0,63.71152269570351,2.2884773042964923
19,0.14,84.0,52.481987175629136,31.518012824370864
20,0.04,26.0,70.99407333802701,-44.99407333802701
21,0.1,36.0,18.33923796376705,17.66076203623295
22,0.17,34.0,20.558125835579037,13.441874164420963
23,0.04,37.0,28.492560062999726,8.507439937000274
24,0.09,29.0,43.008176194628476,-14.008176194628476
25,0.16,2.0,33.62114394216299,-31.621143942162988
26,0.01,17.0,8.758935182670056,8.241064817329944
27,0.21,14.000000000000002,18.920182925478816,-4.920182925478814
28,0.26,12.0,7.902192520856559,4.097807479143441
29,0.1,11.0,1.663046106187552,9.336953893812447
30,0.25,8.0,13.344584921222626,-5.344584921222626
31,0.4,5.0,8.42181617998302,-3.4218161799830202
32,0.0,2.0,3.982810815449506,-1.9828108154495059
33,0.26,4.0,2.9863140895756333,1.0136859104243667
34,0.22,4.0,4.507082593369782,-0.5070825933697822
35,0.2,8.0,3.0135210995478183,4.986478900452182
36,0.5,5.0,7.821382585473061,-2.821382585473061
37,0.39,9.0,3.919395283552855,5.080604716447144
38,0.48,5.0,7.6555822432279585,-2.6555822432279585
39,0.37,5.0,5.204652645518482,-0.2046526455184816
40,0.28,3.0,3.943641059668511,-0.943641059668511
41,0.61,4.0,3.6827270041519404,0.31727299584805957
42,0.16,-4.0,3.817751680222303,-7.817751680222303
43,0.09,4.0,-3.932466645030677,7.9324666450306776
44,0.25,2.0,5.016743487692624,-3.016743487692624
45,0.52,4.0,1.8879161749581992,2.112083825041801
46,0.1,1.0,3.9336515379305186,-2.9336515379305186
47,0.47,2.0,1.0638754789157956,0.9361245210842044
48,0.0,3.0,2.773705485821441,0.22629451417855906
49,0.25,14.000000000000002,2.8981388088089974,11.101861191191004
50,0.0,2.0,13.736888703306914,-11.736888703306914
51,0.0,5.0,-1.1596718933710455,6.159671893371046
52,0.0,0.0,4.766107689190954,-4.766107689190954
53,0.0,4.0,0.07463413166795159,3.9253658683320483
54,0.04,5.0,3.9202894443896414,1.0797105556103586
55,0.0,4.0,4.678533041697443,-0.6785330416974427
56,0.04,3.0,3.6645151164163647,-0.6645151164163647
57,0.13,0.0,2.7659994887215644,-2.7659994887215644
58,0.12,2.0,-0.28368156092768537,2.2836815609276853
59,0.0,1.0,1.9814170840584486,-0.9814170840584486
60,0.09,2.0,1.0688860143953562,0.9311139856046438
61,0.17,3.0,2.3317328463933618,0.6682671536066382
62,0.0,2.0,2.788905021975115,-0.7889050219751148
63,0.26,2.0,2.014928347255066,-0.014928347255065866
64,0.0,1.0,2.1392189000330863,-1.1392189000330863
65,0.22,0.0,0.6946102659621276,-0.6946102659621276
66,0.0,3.0,0.46925178329983724,2.5307482167001627
67,0.16,0.0,2.873203342758045,-2.873203342758045
68,0.09,4.0,0.37396330132082106,3.626036698679179
69,0.13,3.0,3.7883797547091542,-0.7883797547091542
70,0.0,1.0,2.9023356539335103,-1.9023356539335103
71,0.0,1.0,0.8694627886079996,0.13053721139200036
72,0.42,0.0,1.2869908718594536,-1.2869908718594536
73,0.0,3.0,-0.06971079334346345,3.0697107933434635
74,0.0,0.0,2.7674439638205617,-2.7674439638205617
75,0.0,0.0,0.3238680802149139,-0.3238680802149139
76,0.0,0.0,0.07673150591748068,-0.07673150591748068
77,0.23,-2.0,0.20913100099995732,-2.209131000999957
78,0.0,2.0,-1.371848592281565,3.371848592281565
79,0.02,0.0,2.063680280399993,-2.063680280399993
80,0.05,2.0,0.22863590760525315,1.771364092394747
81,0.0,0.0,2.3770942366600782,-2.3770942366600782
82,0.13,-2.0,0.16153041474759577,-2.1615304147475958
83,0.0,3.0,-1.4597481168812514,4.459748116881252
84,0.33,1.0,2.958153813896701,-1.958153813896701
85,0.25,0.0,1.3845755081489681,-1.3845755081489681
86,0.18,2.0,-0.23701846577150748,2.2370184657715075
87,0.0,-1.0,2.0804570779314635,-3.0804570779314635
88,0.11,3.0,-0.5236622090291418,3.523662209029142
89,0.26,1.0,3.497693218378276,-2.497693218378276
90,0.0,0.0,0.856899409526065,-0.856899409526065
91,0.0,0.0,0.23550125773709268,-0.23550125773709268
92,0.53,1.0,0.46564019619511443,0.5343598038048856
93,0.0,0.0,1.2159105764968694,-1.2159105764968694
94,0.0,-3.0,-0.1367289330471307,-2.863271066952869
95,0.0,0.0,-2.267105065626651,2.267105065626651
96,0.0,4.0,0.5433948990141972,3.4566051009858025
97,0.04,8.0,3.890633575886339,4.109366424113661
98,0.26,-7.000000000000001,8.025502851314842,-15.025502851314844
99,0.0,1.0,-7.735256406650842,8.73525640665084
100,0.0,0.0,1.3732441461199523,-1.3732441461199523
101,0.0,0.0,-1.4116593164158613,1.4116593164158613
102,0.19,0.0,1.1278779661004619,-1.1278779661004619
