Date,Searches,Observed,Predicted,error
31/01/2016,0.79,615.0,499.30400225738526,115.69599774261474
07/02/2016,0.93,159.0,373.585179055748,-214.58517905574797
14/02/2016,0.69,846.0,240.11172696212768,605.8882730378723
21/02/2016,0.86,416.99999999999994,553.7183979559326,-136.71839795593263
28/02/2016,1.0,42.0,357.1653974365616,-315.1653974365616
06/03/2016,0.91,589.0,164.40274986349107,424.59725013650893
13/03/2016,1.0,345.0,455.992152461319,-110.992152461319
20/03/2016,0.21,90.0,279.5871980112076,-189.5871980112076
27/03/2016,0.19,281.99999999999994,159.76997837385179,122.23002162614816
03/04/2016,0.68,236.0,291.1200522457504,-55.1200522457504
10/04/2016,0.54,163.0,207.79433563232422,-44.79433563232422
17/04/2016,0.28,193.0,204.1693639844322,-11.16936398443221
24/04/2016,0.64,137.0,209.89723257419587,-72.89723257419587
01/05/2016,0.14,124.0,142.3523219396782,-18.352321939678205
08/05/2016,0.29,89.0,133.95877112880706,-44.95877112880706
15/05/2016,0.19,122.0,100.3864682794857,21.613531720514302
22/05/2016,0.06,79.0,111.79840238082886,-32.79840238082886
29/05/2016,0.11,89.0,79.8632857454586,9.136714254541403
05/06/2016,0.11,55.99999999999999,93.51991439697265,-37.51991439697266
12/06/2016,0.06,23.0,62.16194008225441,-39.16194008225441
19/06/2016,0.05,48.0,30.289207410755157,17.710792589244843
26/06/2016,0.46,43.0,48.518201206698414,-5.518201206698414
03/07/2016,0.0,26.0,42.57183093680382,-16.57183093680382
10/07/2016,0.08,26.0,5.155270343229175,20.844729656770824
17/07/2016,0.24,32.0,27.83491046442747,4.16508953557253
24/07/2016,0.0,18.0,28.376104781355856,-10.376104781355856
31/07/2016,0.13,22.0,16.85132218562603,5.148677814373968
07/08/2016,0.92,17.0,21.688357508313654,-4.688357508313654
14/08/2016,0.94,3.0,18.773490299549103,-15.773490299549103
21/08/2016,0.0,9.0,2.647163450777531,6.352836549222469
28/08/2016,0.0,13.999999999999998,8.387576824449301,5.612423175550697
04/09/2016,0.19,52.0,6.127658136055469,45.87234186394453
11/09/2016,0.47,26.999999999999996,29.889919823698996,-2.8899198236989996
18/09/2016,0.0,3.0,7.699906101931334,-4.699906101931334
25/09/2016,0.45,9.999999999999998,-11.035856672858,21.035856672857996
02/10/2016,0.0,12.0,9.690699933699369,2.309300066300631
09/10/2016,0.51,6.0,7.487052722296715,-1.4870527222967151
16/10/2016,0.0,4.999999999999999,3.2667049586075545,1.7332950413924446
23/10/2016,0.0,37.0,3.7882955849516393,33.21170441504836
30/10/2016,0.0,9.0,32.77203545143127,-23.77203545143127
06/11/2016,0.95,11.0,-8.0498128196311,19.0498128196311
13/11/2016,0.0,13.999999999999998,3.6479350238287447,10.352064976171253
20/11/2016,0.0,3.0,11.237242214570045,-8.237242214570045
27/11/2016,0.0,3.0,4.342056929801107,-1.3420569298011067
04/12/2016,0.2,2.0,2.8391206787356733,-0.8391206787356733
11/12/2016,0.0,30.0,2.2907398668304086,27.709260133169593
18/12/2016,0.96,6.999999999999999,27.530431057555674,-20.530431057555674
25/12/2016,0.0,4.999999999999999,-2.4361573734638093,7.436157373463809
01/01/2017,0.0,1.0,-2.2355866761130097,3.2355866761130097
08/01/2017,0.01,6.0,0.10005853450206108,5.899941465497939
15/01/2017,0.09,6.0,5.037743051552177,0.9622569484478234
22/01/2017,0.0,13.0,5.285236235129833,7.714763764870167
29/01/2017,0.0,2.0,10.535378972392083,-8.535378972392083
05/02/2017,0.2,4.0,0.1781623462608084,3.8218376537391916
12/02/2017,0.0,4.0,1.9015565177330376,2.0984434822669624
19/02/2017,0.66,4.999999999999999,4.142800937555433,0.8571990624445665
26/02/2017,0.0,2.0,3.8261670662480594,-1.8261670662480594
05/03/2017,0.0,-1.0,0.6960287529977411,-1.6960287529977411
12/03/2017,0.0,4.0,0.04514609325502999,3.95485390674497
19/03/2017,0.0,1.0,3.395215756302476,-2.395215756302476
26/03/2017,0.0,2.0,0.7147635630572587,1.2852364369427414
02/04/2017,1.0,0.0,1.2310718134105205,-1.2310718134105205
09/04/2017,0.0,6.999999999999999,-1.0295402166700363,8.029540216670036
16/04/2017,0.0,6.0,5.796326008567214,0.20367399143278586
23/04/2017,0.21,1.0,5.502240011822582,-4.502240011822582
30/04/2017,0.28,3.0,-2.580647346726954,5.580647346726954
07/05/2017,0.0,1.0,2.2482749968594313,-1.2482749968594313
14/05/2017,0.0,2.0,1.2486666178062558,0.7513333821937442
21/05/2017,0.0,6.999999999999999,1.8246050337195396,5.175394966280459
28/05/2017,0.0,-6.0,6.293431852428317,-12.293431852428316
04/06/2017,0.0,2.0,-6.940296143035293,8.940296143035294
11/06/2017,0.0,0.0,1.6935080547451973,-1.6935080547451973
18/06/2017,0.0,3.0,-0.38189248038519175,3.3818924803851917
25/06/2017,0.0,-6.0,3.12610139213562,-9.12610139213562
02/07/2017,0.0,4.0,-6.123548030039668,10.123548030039668
09/07/2017,0.0,1.0,3.7017894579786064,-2.7017894579786064
16/07/2017,0.0,4.0,0.7315955132257939,3.268404486774206
23/07/2017,0.0,0.0,3.45569177143991,-3.45569177143991
30/07/2017,0.0,1.0,-0.26952023870978503,1.269520238709785
06/08/2017,0.31,3.0,0.45698561876475813,2.543014381235242
13/08/2017,0.84,3.0,2.4981226882231233,0.5018773117768767
20/08/2017,0.0,0.0,1.7945544214674831,-1.7945544214674831
27/08/2017,0.39,-1.0,-0.35740817006286235,-0.6425918299371376
03/09/2017,0.0,-4.999999999999999,-0.7362195923427493,-4.26378040765725
