Date,Searches,WeekNumber,Cases,Week1-Prediction,Week2-Prediction,Week3-Prediction,Week4-Prediction,Naive-1Week,Naive-2Week,Naive-3Week,Naive-4Week,Week1-Error,Week2-Error,Week3-Error,Week4-Error
21/02/2016,0.58,8,980.0,424.6470504380131,-226.80531130975245,-360.1738731985855,281.0974352790928,881,855,636,413,-555.3529495619869,-1206.8053113097524,-1340.1738731985856,-698.9025647209072
28/02/2016,0.3,9,1243.0,496.5386249714947,-394.45430148129464,-565.237366854887,406.83705418492315,980,881,855,636,-746.4613750285052,-1637.4543014812946,-1808.2373668548871,-836.1629458150769
06/03/2016,0.26,10,1257.0,540.0579415141583,-401.94568912075994,-571.1668314970971,404.2592498883629,1243,980,881,855,-716.9420584858417,-1658.9456891207599,-1828.166831497097,-852.7407501116371
13/03/2016,0.77,11,1044.0,611.6275049939537,-501.6930896532345,-729.3199273190403,509.1743140800476,1257,1243,980,881,-432.3724950060463,-1545.6930896532344,-1773.3199273190403,-534.8256859199523
20/03/2016,0.3,12,952.0,692.7448128065109,-603.3675408963871,-956.5300732661057,616.5481277915096,1044,1257,1243,980,-259.25518719348906,-1555.3675408963873,-1908.5300732661058,-335.4518722084904
27/03/2016,0.46,13,1212.0,698.9307335809708,-566.4270346908855,-879.0483798011779,908.7603340052414,952,1044,1257,1243,-513.0692664190292,-1778.4270346908856,-2091.048379801178,-303.23966599475864
03/04/2016,0.56,14,1525.0,631.6668525383853,-543.1738681221866,-760.31099442976,841.9320632157708,1212,952,1044,1257,-893.3331474616147,-2068.173868122187,-2285.31099442976,-683.0679367842292
10/04/2016,0.7,15,1531.0,630.1302715778733,-549.581443724966,-796.4443391663551,621.9319467050934,1525,1212,952,1044,-900.8697284221267,-2080.581443724966,-2327.4443391663553,-909.0680532949066
17/04/2016,0.5,16,1472.0,729.9645213821029,-616.6217340892028,-1014.0495452116203,717.7042111928082,1531,1525,1212,952,-742.0354786178971,-2088.6217340892026,-2486.04954521162,-754.2957888071918
24/04/2016,0.57,17,1247.0,836.7773345544815,-661.8068055852223,-1138.046723104992,1031.3506768866348,1472,1531,1525,1212,-410.2226654455185,-1908.8068055852223,-2385.046723104992,-215.6493231133652
01/05/2016,0.28,18,1077.0,874.1272730411148,-653.501085032425,-1067.1361845702934,1154.9885786132622,1247,1472,1531,1525,-202.8727269588852,-1730.501085032425,-2144.136184570293,77.98857861326223
08/05/2016,0.47,19,1164.0,844.3904167662239,-726.121903071146,-1124.3335134723472,949.3699799611474,1077,1247,1472,1531,-319.6095832337761,-1890.1219030711459,-2288.3335134723475,-214.63002003885265
