,SARIMAX Error,LSTM Error,Naive Error
0,14.96354641172172,4.263198647278546,22
1,17.872187671660132,6.306301593344212,1
2,-5.985201709079776,-1.914225580220446,1
3,1.25673059129567,1.423965320174396,1
4,-2.516902847460861,-4.165919809518419,-3
5,-0.44974325928240777,-2.91155991646342,1
6,0.4833905112684605,-2.5602263833348453,0
7,5.737913305602416,-0.20612894810587168,2
8,-1.7567310583364883,1.0260760376229885,1
9,0.4839719991276783,0.7215033293104172,0
10,-2.0,-1.6278166279160975,-2
11,0.03154605597029292,-0.4783727919203042,1
12,1.4843544371747543,0.8638100790023804,1
13,0.4844669056000333,0.7144470924289524,0
14,-2.0,-1.6270365498577055,-2
15,0.030605081021131575,-0.4779169541049003,1
16,6.278468718977119,0.8630606740623713,1
17,-5.268005766526336,-0.2858495012973249,-1
18,3.154522268246766,-0.12888861552327868,0
19,-3.6115253345941336,-0.015830856709182273,0
20,-4.0,-3.998821146225333,-4
21,7.057525964799284,5.261694518158733,9
22,6.3114691297902565,1.109741979818642,-4
23,-8.754031698207363,-0.2302508390554786,-1
24,-1.4865416160640277,-1.0817699026852847,-1
25,4.513377383330959,4.257878990719318,5
26,-1.5664497433655704,0.10945932450801132,-4
27,-2.9471720601958835,-0.99085744702667,-1
28,-0.4868699487930837,-0.7605855282685161,0
29,2.0,1.5822237261778116,2
30,2.9740523310965976,3.434087135513425,2
31,-1.0258043784490891,1.0948788105216622,-2
32,-1.974338452850246,-0.2523716209241748,-1
33,0.5127679703084371,0.8955035410341621,1
34,1.4872988345174318,1.7392077135851982,1
35,-1.5126329527198512,-0.6001402106620372,-2
36,-9.974876235862599,-9.452004285764096,-9
37,5.612674356326263,0.8869116263028979,10
38,4.875705167576824,0.8112728348860144,0
39,-1.0,-0.6000515468513965,-1
40,0.512320526633166,0.5480336377772689,1
41,-0.5122730113398064,-0.608125331094861,-1
42,4.906724317773091,0.5476757130298019,1
43,-1.4405879527282277,0.3918761898137629,0
44,2.860060446850296,0.05286086594970897,0
45,-8.082735341645375,-3.004461776119956,-3
46,2.534949636124626,1.1984223315728455,4
47,6.50148648038142,1.0446663295844012,0
48,-2.000000000000001,-1.2941652871391178,-2
49,-0.9775313292130652,-1.1461942062392831,0
50,-3.1458798685252614,0.19234890985809264,1
51,3.4188522936197168,0.044385217609144746,0
