,Arimax,LSTM,Naive,Observed
0,18.96354641172172,8.230813401663303,26,4.000000060862304
1,20.87218767166013,10.618505989243983,4,2.9999999596071243
2,-3.9852017090797753,5.377578419804573,3,2.000000030431152
3,2.25673059129567,6.4146653755903245,2,1.0000000152155757
4,1.4830971525391394,2.97006747012496,1,4.000000060862304
5,2.5502567407175927,2.2871570325517654,4,2.9999999596071243
6,3.4833905112684613,2.3230580892771484,3,2.9999999596071243
7,6.737913305602416,2.5659176019185783,3,1.0000000152155757
8,-1.7567310583364883,2.4908587174242736,1,0.0
9,0.4839719991276783,2.181454799377322,0,0.0
10,1.40534171968776e-16,2.0618549333280325,0,2.000000030431152
11,1.031546055970293,1.6090682543170451,2,1.0000000152155757
12,1.4843544371747543,1.6163912569868564,1,0.0
13,0.4844669056000333,1.5673476509404185,0,0.0
14,2.5792598613344328e-17,1.6659466265904903,0,2.000000030431152
15,1.0306050810211316,1.6090682543170451,2,1.0000000152155757
16,6.278468718977119,2.0797306932759283,1,0.0
17,-4.268005766526336,1.6584577395665645,0,1.0000000152155757
18,4.154522268246766,2.293734071865678,1,1.0000000152155757
19,-2.611525334594133,2.230333553544879,1,1.0000000152155757
20,1.0,1.738396790329218,1,5.000000162117481
21,3.0575259647992845,2.431860329338908,5,-4.000000060862304
22,6.3114691297902565,2.560010466951728,-4,0.0
23,-7.754031698207362,1.8922356000578404,0,1.0000000152155757
24,0.5134583839359722,2.363769448113441,1,2.000000030431152
25,1.5133773833309592,2.273621626404524,2,-2.9999999596071243
26,-0.5664497433655703,1.494563825622201,-3,1.0000000152155757
27,-0.9471720601958836,1.5438113455271718,1,2.000000030431152
28,1.5131300512069163,1.7573298049157855,2,2.000000030431152
29,2.0,1.665604705209136,2,0.0
30,0.9740523310965974,1.7976637940543894,0,-2.000000030431152
31,-1.0258043784490891,1.6325391696321965,-2,0.0
32,-0.974338452850246,1.487454545325637,0,1.0000000152155757
33,0.5127679703084371,1.3418035223141314,1,0.0
34,0.4872988345174321,1.3354601665613055,0,-1.0000000152155757
35,-0.5126329527198512,1.3410480946019292,-1,1.0000000152155757
36,0.025123764137401184,1.4441497807830572,1,10.000000324234962
37,5.612674356326263,2.1656520776182413,10,0.0
38,4.875705167576824,2.433044062193632,0,0.0
39,1.1492288087534224e-17,2.2292005840557807,0,1.0000000152155757
40,0.512320526633166,2.9149701176285743,1,0.0
41,0.4877269886601936,1.4368959539538622,0,1.0000000152155757
42,4.906724317773091,2.042770316961408,1,0.0
43,-1.4405879527282277,1.986652018538713,0,0.0
44,2.860060446850296,2.4428799375015497,0,0.0
45,-5.082735341645375,2.529109171542525,0,2.9999999596071243
46,1.5349496361246262,2.335706255040765,3,-1.0000000152155757
47,5.50148648038142,3.1131485762417315,-1,-1.0000000152155757
48,-1.0000000000000009,2.3663379023349287,-1,1.0000000152155757
49,0.02246867078693486,2.9873187546360493,1,1.0000000152155757
50,-3.1458798685252614,2.8788312474411732,1,0.0
51,3.4188522936197168,3.077983158119917,0,0.0
