,Arimax,LSTM,Naive,Observed
0,-7.82238502438679,10.200922621041537,4,0.0
1,-3.2034350612192433,5.255558162276148,0,1.0000000000000002
2,-1.7658225627032296,2.1709648168182367,1,0.0
3,-1.5994442706622218,1.7866297289191186,0,5.0
4,0.4815783306826352,2.2658621848258376,5,2.0000000000000004
5,3.530107260584937,2.239503016934544,2,3.0
6,2.489964246471688,2.4663568290819233,3,1.0000000000000002
7,2.020071507056625,2.1981809470574563,1,4.000000000000001
8,18.76357187994108,2.3972673205621544,4,1.0000000000000002
9,26.70536428928384,2.0943216357026992,1,3.0
10,-22.08698349564984,2.9288696303914485,3,0.0
11,9.139820760728416,3.4313556242567302,0,4.000000000000001
12,33.07306702803416,2.8479408294624085,4,0.0
13,-31.215439134633748,3.026328592593223,0,0.0
14,-21.8693655741756,3.601066896137893,0,3.0
15,17.763571879941086,2.830135527609736,3,0.0
16,2.5511886685363416,1.6888092546660454,0,0.0
17,-12.722193777900548,1.87074920955658,0,0.0
18,38.285536230807374,2.000528702668249,0,0.0
19,-21.008737427208647,1.8165347249883408,0,1.0000000000000002
20,-21.379401327703913,2.8108474101904037,1,6.0
21,3.4498212323584414,3.454766736621558,6,-5.0
22,0.6103932888114356,1.936770461560488,-5,1.0000000000000002
23,21.52274212959147,1.432556300697252,1,4.000000000000001
24,-9.084912845549695,2.7681930285064875,4,5.0
25,16.473550861450285,3.4832210380607838,5,-13.0
26,-15.584249395727232,2.7212207040539385,-13,2.0000000000000004
27,-17.897381024463023,1.3242847039485723,2,0.0
28,1.0200715070566253,2.135720270579755,0,3.0
29,14.76210466984418,1.8490968699878452,3,0.0
30,8.738391618593218,1.6483789953228831,0,0.0
31,-13.502299304701204,1.831240255443901,0,2.0000000000000004
32,-6.018268490792817,2.509906152586043,2,0.0
33,43.46939347842704,1.6465266879753768,0,1.0000000000000002
34,9.277205264490256,1.790945449484587,1,-3.0
35,-37.106557729094575,2.9687702983166275,-3,20.0
36,-6.820684577332349,7.109595595955849,20,-16.000000000000004
37,2.3612871270192373,4.5914588068825015,-16,0.0
38,34.71753094493126,2.610411149272025,0,0.0
39,-15.863365067042544,4.0921677351135015,0,0.0
40,-24.390414065440645,2.935899469095617,0,0.0
41,-2.6243238689010706,2.212521834175438,0,0.0
42,9.471131862218843e-16,1.2841256544008106,0,0.0
43,1.8678078809943468e-16,1.0041699744063617,0,0.0
44,42.87810300138426,0.9796876591066273,0,0.0
45,-16.720927127070222,1.5129912674774229,0,2.0000000000000004
46,-22.990310823953088,2.9342487761807443,2,-2.0000000000000004
47,9.85907529708328,2.2870561444871127,-2,0.0
48,-6.902517986675049,1.2275606849391014,0,1.0000000000000002
49,-3.9183339942421114,1.8861044314102828,1,4.000000000000001
50,1.6295432423267189,2.1934533108325303,4,4.000000000000001
51,30.99599232793274,2.4911675254039465,4,3.0
