Date,Searches,Observed,LSTM-Prediction,error,Naive-Prediction,NaiveError
31/01/2016,0.79,615.0,452.121257721405,162.87874227859498,292.0,-323.0
07/02/2016,0.93,159.0,500.5911667562866,-341.5911667562866,0.0,-159.0
14/02/2016,0.69,846.0,119.6603128881836,726.3396871118164,872.9999999999999,26.999999999999886
21/02/2016,0.86,416.99999999999994,348.17321574913024,68.82678425086971,615.0,198.00000000000006
28/02/2016,1.0,42.0,333.1330262799454,-291.1330262799454,159.0,117.0
06/03/2016,0.91,589.0,89.32396495790482,499.6760350420952,846.0,257.0
13/03/2016,1.0,345.0,230.4400234154892,114.55997658451079,416.99999999999994,71.99999999999994
20/03/2016,0.21,90.0,281.852843903389,-191.852843903389,42.0,-48.0
27/03/2016,0.19,281.99999999999994,70.69221183009148,211.30778816990846,589.0,307.00000000000006
03/04/2016,0.68,236.0,145.0576774071312,90.9423225928688,345.0,109.0
10/04/2016,0.54,163.0,155.70356463586808,7.2964353641319235,90.0,-73.0
17/04/2016,0.28,193.0,61.77842308068276,131.22157691931724,281.99999999999994,88.99999999999994
24/04/2016,0.64,137.0,81.14217043516159,55.85782956483841,236.0,99.0
01/05/2016,0.14,124.0,70.52443992983818,53.47556007016182,163.0,39.0
08/05/2016,0.29,89.0,52.17607720582485,36.82392279417515,193.0,104.0
15/05/2016,0.19,122.0,49.637281549768446,72.36271845023155,137.0,15.0
22/05/2016,0.06,79.0,53.06889312794208,25.931106872057917,124.0,45.0
29/05/2016,0.11,89.0,39.89032776640892,49.10967223359108,89.0,0.0
05/06/2016,0.11,55.99999999999999,32.96833005206585,23.03166994793414,122.0,66.0
12/06/2016,0.06,23.0,30.002922767081262,-7.002922767081262,79.0,56.0
19/06/2016,0.05,48.0,19.371810599324704,28.628189400675296,89.0,41.0
26/06/2016,0.46,43.0,21.175586842954157,21.824413157045843,55.99999999999999,12.999999999999993
03/07/2016,0.0,26.0,20.893913844833374,5.106086155166626,23.0,-3.0
10/07/2016,0.08,26.0,7.631543115258217,18.368456884741782,48.0,22.0
17/07/2016,0.24,32.0,12.49826957855463,19.50173042144537,43.0,11.0
24/07/2016,0.0,18.0,13.485803865407705,4.514196134592295,26.0,8.0
31/07/2016,0.13,22.0,5.929901726041436,16.070098273958564,26.0,4.0
07/08/2016,0.92,17.0,7.468842010561228,9.531157989438771,32.0,15.0
14/08/2016,0.94,3.0,3.6969658647549153,-0.6969658647549153,18.0,15.0
21/08/2016,0.0,9.0,0.0140408150981972,8.985959184901803,22.0,13.0
28/08/2016,0.0,13.999999999999998,0.0140408150981972,13.985959184901802,17.0,3.0000000000000018
04/09/2016,0.19,52.0,4.019880941681862,47.98011905831814,3.0,-49.0
11/09/2016,0.47,26.999999999999996,24.15245189310074,2.847548106899257,9.0,-17.999999999999996
18/09/2016,0.0,3.0,15.864839662857056,-12.864839662857056,13.999999999999998,10.999999999999998
25/09/2016,0.45,9.999999999999998,2.998797646917105,7.001202353082894,52.0,42.0
02/10/2016,0.0,12.0,8.896522358977794,3.103477641022206,26.999999999999996,14.999999999999996
09/10/2016,0.51,6.0,0.11759836497073993,5.88240163502926,3.0,-3.0
16/10/2016,0.0,4.999999999999999,17.098595027565956,-12.098595027565956,9.999999999999998,4.999999999999999
23/10/2016,0.0,37.0,12.803558163859844,24.196441836140156,12.0,-25.0
30/10/2016,0.0,9.0,13.849962699934244,-4.849962699934244,6.0,-3.0
06/11/2016,0.95,11.0,52.33107348807335,-41.33107348807335,4.999999999999999,-6.000000000000001
13/11/2016,0.0,13.999999999999998,0.014142873934744856,13.985857126065254,37.0,23.0
20/11/2016,0.0,3.0,1.4664011942641437,1.5335988057358563,9.0,6.0
27/11/2016,0.0,3.0,13.663547798637152,-10.663547798637152,11.0,8.0
04/12/2016,0.2,2.0,5.121234904921055,-3.121234904921055,13.999999999999998,11.999999999999998
11/12/2016,0.0,30.0,0.0140408150981972,29.9859591849018,3.0,-27.0
18/12/2016,0.96,6.999999999999999,10.251600767309666,-3.251600767309667,3.0,-3.999999999999999
25/12/2016,0.0,4.999999999999999,25.98407931973934,-20.98407931973934,2.0,-2.999999999999999
