Date,Searches,Cases,Week1-Prediction,Week2-Prediction,Week3-Prediction,Week4-Prediction,Naive-1Week,Naive-2Week,Naive-3Week,Naive-4Week,Week1-Error,Week2-Error,Week3-Error,Week4-Error
21/02/2016,1.0,107.99999999999999,127.99031789031983,63.89011508495331,92.89861852092743,104.81164331882476,96,125,82,104,19.990317890319844,-44.10988491504668,-15.101381479072558,-3.1883566811752218
28/02/2016,0.56,136.0,121.45383094795227,-127.85247119369507,114.4933613961792,45.161034797706606,108,96,125,82,-14.54616905204773,-263.85247119369507,-21.506638603820804,-90.8389652022934
06/03/2016,0.0,149.0,132.22361740966798,-139.7939545767212,265.8398970855713,125.66916878982543,136,108,96,125,-16.77638259033202,-288.7939545767212,116.8398970855713,-23.330831210174566
13/03/2016,0.31,134.0,148.55623464370728,-154.42960799880981,245.36195312042236,444.3549044425964,149,136,108,96,14.556234643707285,-288.42960799880984,111.36195312042236,310.3549044425964
20/03/2016,0.36,58.0,167.90815411346435,-104.13483752170563,293.7426356018066,444.8014037347412,134,149,136,108,109.90815411346435,-162.13483752170563,235.74263560180663,386.8014037347412
27/03/2016,0.17,153.0,212.5732440171051,-166.15056114189147,305.9177431652832,461.67026066314696,58,134,149,136,59.57324401710511,-319.15056114189144,152.91774316528318,308.67026066314696
03/04/2016,0.52,158.0,157.6490585255432,-264.61300981689453,328.8712169168091,545.0876629205322,153,58,134,149,-0.35094147445678914,-422.61300981689453,170.8712169168091,387.08766292053224
10/04/2016,0.66,214.0,100.6739785144806,-304.3655333415222,339.53999103790284,597.0816747122192,158,153,58,134,-113.3260214855194,-518.3655333415222,125.53999103790284,383.0816747122192
17/04/2016,1.0,158.0,198.3613012638092,-157.04955184761047,234.92220738342286,628.779398868103,214,158,153,58,40.361301263809196,-315.0495518476105,76.92220738342286,470.77939886810304
24/04/2016,0.7,197.0,263.2961917875671,-98.25270767887116,224.33225524894715,439.51452469924925,158,214,158,153,66.29619178756712,-295.25270767887116,27.33225524894715,242.51452469924925
01/05/2016,0.39,205.0,255.9637482685852,-247.65174746826173,246.63490712890626,323.97666660339354,197,158,214,158,50.96374826858519,-452.65174746826176,41.63490712890626,118.97666660339354
08/05/2016,1.0,293.0,255.2995061277771,-301.81978848892214,468.61518880889895,616.8736756756592,205,197,158,214,-37.70049387222289,-594.8197884889221,175.61518880889895,323.87367567565923
15/05/2016,1.0,276.0,273.921645769043,-314.5925127430725,452.93150345916746,885.7249887191772,293,205,197,158,-2.078354230957018,-590.5925127430726,176.93150345916746,609.7249887191772
22/05/2016,0.5,182.99999999999997,353.12875468292236,-205.14014168029786,514.7473031393432,911.8378685101318,276,293,205,197,170.1287546829224,-388.1401416802978,331.7473031393432,728.8378685101318
29/05/2016,0.15,119.0,437.09188736206056,-287.0171907246399,542.6662493161011,900.5286742459107,183,276,293,205,318.09188736206056,-406.0171907246399,423.66624931610113,781.5286742459107
05/06/2016,0.87,243.0,381.0701631542969,-482.93966058776857,665.7371071328736,1033.9499725024414,119,183,276,293,138.0701631542969,-725.9396605877686,422.7371071328736,790.9499725024414
12/06/2016,0.32,167.0,235.6058388899231,-671.1361616711425,626.8362744134522,1267.973579324951,243,119,183,276,68.60583888992309,-838.1361616711425,459.8362744134522,1100.973579324951
19/06/2016,0.57,132.0,234.66065490203857,-519.5145308578491,559.9688515219116,1413.347265783081,167,243,119,183,102.66065490203857,-651.5145308578491,427.9688515219116,1281.347265783081
26/06/2016,1.0,85.0,242.2081490576172,-247.72446438812256,383.71130477386475,1155.0862447998047,132,167,243,119,157.2081490576172,-332.72446438812256,298.71130477386475,1070.0862447998047
03/07/2016,0.0,82.0,222.81210722343445,-325.7208393057251,462.54781302062986,678.4128029763793,85,132,167,243,140.81210722343445,-407.7208393057251,380.54781302062986,596.4128029763793
10/07/2016,0.0,41.0,166.47860310310364,-459.7821769885254,383.6872652236938,774.338276883545,82,85,132,167,125.47860310310364,-500.7821769885254,342.6872652236938,733.338276883545
17/07/2016,0.0,58.99999999999999,122.96807786216736,-319.0024920785522,372.0018139276123,775.3833990466309,41,82,85,132,63.96807786216737,-378.0024920785522,313.0018139276123,716.3833990466309
24/07/2016,1.0,23.0,82.93688319458008,-196.01861446678163,275.4623525048828,634.4562135482788,59,41,82,85,59.936883194580076,-219.01861446678163,252.4623525048828,611.4562135482788
31/07/2016,1.0,11.0,68.16082003559113,-129.84521121315004,204.31278955993653,471.7528395993042,23,59,41,82,57.16082003559113,-140.84521121315004,193.31278955993653,460.7528395993042
07/08/2016,0.0,11.999999999999998,63.28025426818848,-97.08194215415955,149.42656697792054,303.4958128736877,11,23,59,41,51.28025426818848,-109.08194215415955,137.42656697792054,291.4958128736877
14/08/2016,1.0,10.0,43.326533621578214,-60.95869045825958,118.51957813888549,217.1971318386078,12,11,23,59,33.326533621578214,-70.95869045825958,108.51957813888549,207.1971318386078
21/08/2016,0.0,11.999999999999998,6.5177383367443085,-40.19654475793838,70.68900432312012,174.00064361732484,10,12,11,23,-5.48226166325569,-52.19654475793838,58.689004323120116,162.00064361732484
28/08/2016,0.0,7.0,2.9184362756288054,25.233070326385498,17.362356056585313,162.4423653488159,12,10,12,11,-4.081563724371195,18.233070326385498,10.362356056585313,155.4423653488159
