,State,LSTM-RMSE,OBS
0,Bahia_2016-2017.csv,37.972630468625766,52
1,MatoGrosso_2016-2017.csv,50.26469782175352,52
2,MinasGerais_2016-2017.csv,19.05764012628179,52
3,RioDeJaneiro_2016-2017.csv,58.220072213342974,52
4,SaoPaulo_2016-2017.csv,13.366947003175314,52
