,Country,Cumulative RMSE,AvgRMSE,OBS,HighestError,LowestError
0,Brazil,5704.101510909025,21.93885196503471,260,114.48184883985996,-239.2792314759636
1,Colombia,1685.925503550675,6.484328859810289,260,70.26444033816159,-61.17069958357692
2,Mexico,499.4669936311494,1.921026898581344,260,39.99271956821442,-62.83289896387272
