,State,LSTM-RMSE,OBS
0,huila_2016-2017.csv,2.8766236361693416,52
1,santander_2016-2017.csv,4.818839539347297,52
2,santander_norte_2016-2017.csv,5.90039295531951,52
3,tolima_2016-2017.csv,4.123562934083083,52
4,valle_cauca_2016-2017.csv,21.23512988339981,52
