Date,Searches,WeekNumber,Cases,Week1-Prediction,Week2-Prediction,Week3-Prediction,Week4-Prediction,Naive-1Week,Naive-2Week,Naive-3Week,Naive-4Week,Week1-Error,Week2-Error,Week3-Error,Week4-Error
21/02/2016,0.41,8,416.0,415.43878307891845,-41.108505252914426,-219.83255616996766,1032.020525478821,453,572,834,1295,-0.5612169210815523,-457.1085052529144,-635.8325561699677,616.0205254788209
28/02/2016,0.44,9,290.0,297.1533763918304,-459.4410163040161,-522.5215856930542,636.026593505249,416,453,572,834,7.15337639183042,-749.4410163040161,-812.5215856930542,346.026593505249
06/03/2016,0.12,10,264.0,247.39300401245117,-325.51784436088565,-519.3435223014832,-187.02083466789244,290,416,453,572,-16.606995987548828,-589.5178443608856,-783.3435223014832,-451.0208346678925
13/03/2016,0.58,11,197.0,211.46603766525268,-258.36957585411074,-411.6824013999939,593.3745625582886,264,290,416,453,14.466037665252685,-455.36957585411074,-608.682401399994,396.37456255828863
20/03/2016,0.26,12,118.0,179.6265499079895,-168.93053600299837,-248.31686835754394,451.59279485977174,197,264,290,416,61.6265499079895,-286.93053600299834,-366.31686835754397,333.59279485977174
27/03/2016,0.2,13,117.0,158.916627549057,-181.42940034137726,-257.685818442688,270.57414895858767,118,197,264,290,41.91662754905701,-298.42940034137723,-374.685818442688,153.57414895858767
03/04/2016,0.2,14,112.0,131.9642663198471,-114.95896421482087,-164.40428572494505,228.97694977508544,117,118,197,264,19.9642663198471,-226.95896421482087,-276.40428572494505,116.97694977508544
10/04/2016,0.53,15,85.0,112.00665772781372,-85.4744836325264,-97.35757974189758,208.34138765907286,112,117,118,197,27.006657727813717,-170.47448363252641,-182.35757974189758,123.34138765907286
17/04/2016,0.2,16,73.0,106.79348928749084,-85.91660329366684,-110.86698127960204,103.64445634620667,85,112,117,118,33.79348928749084,-158.91660329366684,-183.86698127960204,30.644456346206667
24/04/2016,0.42,17,55.00000000000001,103.4223557806015,-59.714562465839386,-76.9607589389801,130.95578856445312,73,85,112,117,48.4223557806015,-114.71456246583939,-131.96075893898012,75.95578856445312
01/05/2016,0.31,18,62.0,93.57147378932953,-48.777439437885285,-46.28482396385193,122.26885582580566,55,73,85,112,31.57147378932953,-110.77743943788528,-108.28482396385192,60.26885582580566
08/05/2016,0.0,19,73.0,84.75939403936385,-47.37846578300476,-45.52179998720169,60.57652234922409,62,55,73,85,11.759394039363855,-120.37846578300477,-118.52179998720169,-12.423477650775908
15/05/2016,0.0,20,111.0,77.39232257333755,-28.986274113225935,-24.26564041135788,59.24480550765991,73,62,55,73,-33.60767742666245,-139.98627411322593,-135.26564041135788,-51.75519449234009
22/05/2016,0.0,21,-26.0,81.65944634729385,-27.66710666396141,-27.078967472190858,56.18850260864258,111,73,62,55,107.65944634729385,-1.667106663961409,-1.0789674721908575,82.18850260864258
29/05/2016,0.0,22,36.0,104.74601656208038,-22.562434851031302,-21.427577997207642,56.675704268360136,-26,111,73,62,68.74601656208038,-58.5624348510313,-57.42757799720764,20.675704268360136
05/06/2016,0.13,23,28.0,81.46611742485047,-48.06948631353378,-45.42223633552551,60.77840842639923,36,-26,111,73,53.46611742485047,-76.06948631353379,-73.42223633552551,32.77840842639923
12/06/2016,0.29,24,25.0,42.97455969017029,-3.4427091641056538,22.285836112723352,76.1972834264946,28,36,-26,111,17.974559690170288,-28.442709164105654,-2.714163887276648,51.19728342649459
19/06/2016,0.0,25,18.0,-0.852431427577436,-25.10643317583084,-26.73936847179413,-8.752039938528538,25,28,36,-26,-18.852431427577436,-43.106433175830844,-44.73936847179413,-26.75203993852854
26/06/2016,0.0,26,16.0,42.28400170854569,72.40109500911713,12.399186426110267,33.75726507379532,18,25,28,36,26.284001708545688,56.40109500911713,-3.6008135738897327,17.757265073795317
03/07/2016,0.02,27,17.0,31.335802286291123,23.544854308176042,38.287152417936326,58.520591586704256,16,18,25,28,14.335802286291123,6.544854308176042,21.287152417936326,41.520591586704256
10/07/2016,0.0,28,21.0,25.076042611503603,29.639566622104645,44.57162817317009,23.216529937324523,17,16,18,25,4.076042611503603,8.639566622104645,23.57162817317009,2.2165299373245233
17/07/2016,1.0,29,20.0,16.9672078988266,30.485260202350617,46.6092359418869,21.94930838198662,21,17,16,18,-3.032792101173399,10.485260202350617,26.6092359418869,1.9493083819866186
24/07/2016,0.42,30,7.0,30.151118177719116,36.994796285524366,41.18259567564011,11.863191363511085,20,21,17,16,23.151118177719116,29.994796285524366,34.18259567564011,4.863191363511085
31/07/2016,0.14,31,10.0,38.77963209104538,46.75557209825516,27.47062800374031,13.177018850870132,7,20,21,17,28.77963209104538,36.75557209825516,17.47062800374031,3.177018850870132
07/08/2016,0.0,32,7.0,30.630696040315627,51.92558032056809,37.12090418712616,15.387376245684624,10,7,20,21,23.630696040315627,44.92558032056809,30.120904187126158,8.387376245684624
14/08/2016,0.0,33,6.000000000000001,25.084255607824325,47.79604832607269,28.67227223880768,12.137561331949234,7,10,7,20,19.084255607824325,41.79604832607269,22.67227223880768,6.137561331949233
21/08/2016,1.0,34,6.000000000000001,23.226254477386476,34.00949739660263,25.001448340864183,14.84093804026127,6,7,10,7,17.226254477386476,28.009497396602633,19.001448340864183,8.840938040261268
28/08/2016,0.83,35,4.0,40.54453148813248,16.076447462973594,19.081964970226288,22.805785133566857,6,6,7,10,36.54453148813248,12.076447462973594,15.081964970226288,18.805785133566857
04/09/2016,0.0,36,10.0,43.94600049400329,21.836546943564414,17.201984507026673,10.566179456114769,4,6,6,7,33.94600049400329,11.836546943564414,7.201984507026673,0.566179456114769
11/09/2016,1.0,37,30.000000000000004,27.368231240024567,26.94752373858452,18.267887158250808,-5.818454292447567,10,4,6,6,-2.6317687599754365,-3.0524762614154852,-11.732112841749196,-35.81845429244757
18/09/2016,0.0,38,31.0,7.190284861767292,46.50031118143082,33.698116632642744,-8.91627370890379,30,10,4,6,-23.809715138232708,15.500311181430817,2.698116632642744,-39.91627370890379
25/09/2016,0.0,39,25.0,4.3907220724248885,78.34684179641724,54.286193147735595,6.16547472481966,31,30,10,4,-20.60927792757511,53.34684179641724,29.286193147735595,-18.83452527518034
02/10/2016,0.0,40,1.0,62.84582031351089,95.59547766437531,66.70011919027328,25.759119965906145,25,31,30,10,61.84582031351089,94.59547766437531,65.70011919027328,24.759119965906145
09/10/2016,0.0,41,3.0000000000000004,34.207476587495805,44.28340238710403,65.07797670207977,37.45943216654778,1,25,31,30,31.207476587495805,41.28340238710403,62.077976702079766,34.45943216654778
16/10/2016,0.0,42,1.0,51.01057048307419,77.63751754495621,70.10988654375076,41.344564883670806,3,1,25,31,50.01057048307419,76.63751754495621,69.10988654375076,40.344564883670806
23/10/2016,0.0,43,36.0,65.46319183490753,38.01185322178841,12.039703329358101,24.802227426424025,1,3,1,25,29.463191834907533,2.0118532217884066,-23.9602966706419,-11.197772573575975
30/10/2016,0.0,44,7.0,-8.87797369597435,25.27430538892746,7.504771311228275,-2.6686876054310797,36,1,3,1,-15.87797369597435,18.27430538892746,0.504771311228275,-9.66868760543108
06/11/2016,1.0,45,4.0,2.358917502834797,8.305797947940826,31.22845514799118,43.95801299918175,7,36,1,3,-1.6410824971652032,4.305797947940826,27.22845514799118,39.95801299918175
13/11/2016,1.0,46,9.0,1.6764995559477807,4.191295007096529,25.06965503139496,44.497069695005415,4,7,36,1,-7.323500444052219,-4.808704992903471,16.06965503139496,35.497069695005415
20/11/2016,0.0,47,4.0,13.650605603847504,4.368495289765597,23.37952060751915,18.195159602832796,9,4,7,36,9.650605603847504,0.36849528976559665,19.37952060751915,14.195159602832796
27/11/2016,0.99,48,11.0,-0.5562335560783744,6.66408454754591,5.60045850421071,-1.141040003836155,4,9,4,7,-11.556233556078375,-4.33591545245409,-5.39954149578929,-12.141040003836155
04/12/2016,0.0,49,9.0,-3.0869804914593697,-9.414730725295543,7.538093416900635,6.968551857345104,11,4,9,4,-12.08698049145937,-18.41473072529554,-1.4619065830993652,-2.031448142654896
11/12/2016,0.0,50,31.0,-1.0244596976456046,-3.7883705149126055,5.38833164935708,5.483891017920971,9,11,4,9,-32.024459697645604,-34.78837051491261,-25.61166835064292,-25.51610898207903
18/12/2016,0.0,51,8.0,-10.226065594735145,-1.1358516437107324,5.787103526153564,-2.838682587606907,31,9,11,4,-18.226065594735147,-9.135851643710733,-2.2128964738464356,-10.838682587606908
25/12/2016,0.18,52,26.0,0.8963241867652535,-0.022000283405035733,5.552416743298769,-2.718231273648739,8,31,9,11,-25.103675813234748,-26.022000283405035,-20.44758325670123,-28.71823127364874
01/01/2017,1.0,1,4.0,-8.093198219430446,11.7237617781353,20.022958767752648,1.6193912858557702,26,8,31,9,-12.093198219430446,7.7237617781353,16.022958767752648,-2.3806087141442296
08/01/2017,0.03,2,3.0000000000000004,10.6963993624115,13.337644464464187,15.854813576173783,8.649586732833386,4,26,8,31,7.6963993624114995,10.337644464464187,12.854813576173783,5.649586732833386
15/01/2017,0.0,3,2.0,9.761212893912791,8.35602029654503,14.518977846746445,2.6435736778616907,3,4,26,8,7.761212893912791,6.356020296545029,12.518977846746445,0.6435736778616907
22/01/2017,0.0,4,1.0,30.94168033378601,28.77509025241852,14.371899684844017,18.142537781786917,2,3,4,26,29.94168033378601,27.77509025241852,13.371899684844017,17.142537781786917
