Date,Searches,WeekNumber,Cases,Week1-Prediction,Week2-Prediction,Week3-Prediction,Week4-Prediction,Naive-1Week,Naive-2Week,Naive-3Week,Naive-4Week,Week1-Error,Week2-Error,Week3-Error,Week4-Error
21/02/2016,0.58,8,980.0,607.5986491108895,431.09136319475175,280.97805052787305,107.79379417542219,881,855,636,413,-372.4013508891105,-548.9086368052483,-699.021949472127,-872.2062058245779
28/02/2016,0.3,9,1243.0,731.1413422133636,614.7296606688213,524.0364067083073,432.4177724373436,980,881,855,636,-511.8586577866364,-628.2703393311787,-718.9635932916927,-810.5822275626564
06/03/2016,0.26,10,1257.0,841.0500195480156,705.4295581146622,666.7126895246029,507.05904595064163,1243,980,881,855,-415.9499804519844,-551.5704418853378,-590.2873104753971,-749.9409540493584
13/03/2016,0.77,11,1044.0,895.5797471101189,794.7374473998833,752.8317498495674,632.5579595040035,1257,1243,980,881,-148.4202528898811,-249.2625526001167,-291.16825015043264,-411.4420404959965
20/03/2016,0.3,12,952.0,904.1851284480858,808.1263141594886,779.701260258789,668.8935565720367,1044,1257,1243,980,-47.814871551914166,-143.87368584051137,-172.29873974121097,-283.1064434279633
27/03/2016,0.46,13,1212.0,866.5080313065529,810.9898763182831,848.3717563303948,769.187570758152,952,1044,1257,1243,-345.4919686934471,-401.0101236817169,-363.62824366960524,-442.812429241848
03/04/2016,0.56,14,1525.0,832.0026484511566,822.7808748653221,913.7890564282799,863.6054001744461,1212,952,1044,1257,-692.9973515488434,-702.2191251346779,-611.2109435717201,-661.3945998255539
10/04/2016,0.7,15,1531.0,837.6293725467873,815.6265011172676,827.1069717210197,833.4430968590927,1525,1212,952,1044,-693.3706274532127,-715.3734988827324,-703.8930282789803,-697.5569031409073
17/04/2016,0.5,16,1472.0,900.6899512207412,846.745114346943,777.6739853125191,728.3163210687828,1531,1525,1212,952,-571.3100487792588,-625.254885653057,-694.3260146874809,-743.6836789312172
24/04/2016,0.57,17,1247.0,1031.6513495934105,889.2862986658669,834.9712744706154,575.9112479454232,1472,1531,1525,1212,-215.3486504065895,-357.71370133413313,-412.0287255293846,-671.0887520545768
01/05/2016,0.28,18,1077.0,1004.4354100221825,1002.1494351174927,993.1379652393532,691.4367061460114,1247,1472,1531,1525,-72.56458997781749,-74.85056488250734,-83.8620347606468,-385.5632938539886
08/05/2016,0.47,19,1164.0,936.9342553612709,908.7757328122902,1025.3604529514694,799.020955554943,1077,1247,1472,1531,-227.06574463872914,-255.22426718770976,-138.63954704853063,-364.97904444505696
15/05/2016,0.43,20,1260.0,837.9943682704353,834.1356032103729,868.1690786246108,782.4298408746529,1164,1077,1247,1472,-422.0056317295647,-425.8643967896271,-391.83092137538915,-477.5701591253471
22/05/2016,0.23,21,786.0,727.372726169424,735.8775752956581,717.7824811292077,717.0594851399708,1260,1164,1077,1247,-58.62727383057597,-50.12242470434194,-68.21751887079233,-68.94051486002923
29/05/2016,0.22,22,949.0,655.6865717219735,649.8453642424488,625.6857798942661,612.2485608805275,786,1260,1164,1077,-293.31342827802655,-299.1546357575512,-323.31422010573385,-336.7514391194725
05/06/2016,0.36,23,858.9999999999999,641.6383720411301,615.701677366333,614.3811196704197,537.2189734500504,949,786,1260,1164,-217.3616279588698,-243.29832263366688,-244.61888032958018,-321.7810265499495
12/06/2016,0.27,24,809.0,588.1967241850948,604.2914253227234,582.3200994493579,549.0845902163887,859,949,786,1260,-220.8032758149052,-204.7085746772766,-226.67990055064206,-259.91540978361127
19/06/2016,0.16,25,730.0,456.2631331285477,541.7616215294456,511.37277976410866,475.7591667637062,809,859,949,786,-273.7368668714523,-188.23837847055438,-218.62722023589134,-254.24083323629378
26/06/2016,0.31,26,519.0,488.46203866758344,457.92712821824074,415.20828566256523,355.24475905885697,730,809,859,949,-30.537961332416558,-61.07287178175926,-103.79171433743477,-163.75524094114303
03/07/2016,0.04,27,506.99999999999994,475.81328257133487,477.51652262070655,402.7326121575451,347.1917989246178,519,730,809,859,-31.186717428665077,-29.48347737929339,-104.26738784245487,-159.80820107538216
10/07/2016,0.31,28,301.0,442.6708701261234,454.149052907114,359.0844295981789,300.83657208096025,507,519,730,809,141.67087012612342,153.14905290711403,58.08442959817887,-0.16342791903974785
17/07/2016,0.57,29,268.0,368.51384509791853,406.55024040449143,335.4877156442213,263.2896388555813,301,507,519,730,100.51384509791853,138.55024040449143,67.48771564422128,-4.710361144418698
24/07/2016,0.47,30,319.0,200.9922250589657,324.4648975859594,284.254630690012,239.8455490777731,268,301,507,519,-118.00777494103431,5.46489758595942,-34.74536930998801,-79.15445092222691
31/07/2016,0.16,31,198.0,51.84743686014295,128.7123256091571,167.2794517998147,158.82321890726328,319,268,301,507,-146.15256313985705,-69.28767439084291,-30.720548200185306,-39.17678109273672
07/08/2016,0.39,32,216.0,-1.3413172126659751,-98.12007660185337,-4.540350288655981,53.712864844756126,198,319,268,301,-217.34131721266598,-314.1200766018534,-220.540350288656,-162.28713515524387
14/08/2016,0.22,33,144.0,25.09009026154995,-84.17770522245289,-70.85816609201073,-55.70194524997115,216,198,319,268,-118.90990973845005,-228.1777052224529,-214.85816609201072,-199.70194524997115
21/08/2016,0.33,34,110.0,5.894532723398506,-65.53628887978077,-75.28088496236563,-97.90343738497258,144,216,198,319,-104.10546727660149,-175.53628887978078,-185.28088496236563,-207.90343738497256
28/08/2016,0.28,35,80.0,18.891527341481744,-59.929742720958,-56.76768568667054,-77.75944394749641,110,144,216,198,-61.10847265851825,-139.929742720958,-136.76768568667055,-157.7594439474964
04/09/2016,0.31,36,188.0,14.189974572490751,-29.35046445880592,-65.37848960454822,-87.92608833384514,80,110,144,216,-173.81002542750926,-217.35046445880593,-253.37848960454824,-275.92608833384514
11/09/2016,0.43,37,25.0,26.089252856059073,-14.813792620078921,-31.4280605066818,-72.70127680555105,188,80,110,144,1.0892528560590726,-39.81379262007892,-56.4280605066818,-97.70127680555105
18/09/2016,0.33,38,106.0,-17.67980346417278,-31.53644611000955,-20.064454474388658,-47.874957109599116,25,188,80,110,-123.67980346417278,-137.53644611000954,-126.06445447438865,-153.8749571095991
25/09/2016,0.3,39,108.0,34.25112105315089,-18.7596764310199,-0.4323472871478647,-24.163678780985475,106,25,188,80,-73.74887894684912,-126.7596764310199,-108.43234728714786,-132.16367878098546
02/10/2016,0.15,40,72.0,7.871552562949955,-43.10218210822046,-6.259643938099444,-2.028900757817775,108,106,25,188,-64.12844743705004,-115.10218210822046,-78.25964393809944,-74.02890075781778
09/10/2016,0.34,41,34.0,10.741015764588415,-38.18690489654004,-8.36256552399665,51.334453101181985,72,108,106,25,-23.258984235411585,-72.18690489654004,-42.36256552399665,17.334453101181985
16/10/2016,0.51,42,72.0,7.684138082018197,-24.891195420005918,-13.433616792804003,0.8023239061741531,34,72,108,106,-64.3158619179818,-96.89119542000591,-85.433616792804,-71.19767609382585
23/10/2016,0.15,43,91.0,23.014090465011893,-23.651200982827543,-13.857943295075,29.603741837314963,72,34,72,108,-67.98590953498811,-114.65120098282755,-104.857943295075,-61.39625816268504
30/10/2016,0.08,44,46.0,22.362797920883,-22.890730896722676,-11.638378495570123,3.4228337693186104,91,72,34,72,-23.637202079117,-68.89073089672267,-57.63837849557012,-42.57716623068139
