Date,Searches,Observed,LSTM-Prediction,error,Naive-Prediction,NaiveError
31/01/2016,0.89,82.0,48.12434786050797,33.87565213949203,5.0,-77.0
07/02/2016,0.61,125.0,22.44673281513214,102.55326718486786,10.0,-115.0
14/02/2016,0.46,95.99999999999999,22.66718827140808,73.3328117285919,0.0,-95.99999999999999
21/02/2016,1.0,107.99999999999999,2.8942182644307612,105.10578173556922,104.0,-3.999999999999986
28/02/2016,0.56,136.0,5.603570875377655,130.39642912462236,82.0,-54.0
06/03/2016,0.0,149.0,-0.7978280272963643,149.79782802729636,125.0,-24.0
13/03/2016,0.31,134.0,1.2550388583481311,132.74496114165186,95.99999999999999,-38.000000000000014
20/03/2016,0.36,58.0,4.212840237307549,53.787159762692454,107.99999999999999,49.999999999999986
27/03/2016,0.17,153.0,18.491706725597382,134.5082932744026,136.0,-17.0
03/04/2016,0.52,158.0,-21.527175830745698,179.5271758307457,149.0,-9.0
10/04/2016,0.66,214.0,-8.002017395429611,222.00201739542962,134.0,-80.0
17/04/2016,1.0,158.0,12.109562227463723,145.89043777253627,58.0,-100.0
24/04/2016,0.7,197.0,4.195513371200562,192.80448662879945,153.0,-44.0
01/05/2016,0.39,205.0,7.127373102874756,197.87262689712526,158.0,-47.0
08/05/2016,1.0,293.0,3.0149705191910265,289.985029480809,214.0,-79.0
15/05/2016,1.0,276.0,0.4476268365332484,275.55237316346677,158.0,-118.0
22/05/2016,0.5,182.99999999999997,-0.49806024148494005,183.49806024148492,197.0,14.000000000000028
29/05/2016,0.15,119.0,14.902767089004517,104.09723291099549,205.0,86.0
05/06/2016,0.87,243.0,43.91928257528305,199.08071742471697,293.0,50.0
12/06/2016,0.32,167.0,-24.28397209330559,191.28397209330558,276.0,109.0
19/06/2016,0.57,132.0,1.6058447982943058,130.3941552017057,182.99999999999997,50.99999999999997
26/06/2016,1.0,85.0,11.534686570534706,73.4653134294653,119.0,34.0
03/07/2016,0.0,82.0,37.965091869316105,44.034908130683895,243.0,161.0
10/07/2016,0.0,41.0,12.613453736124038,28.386546263875964,167.0,126.0
17/07/2016,0.0,58.99999999999999,19.888123471918107,39.111876528081886,132.0,73.0
24/07/2016,1.0,23.0,1.4499216992485524,21.550078300751448,85.0,62.0
31/07/2016,1.0,11.0,15.728013369245529,-4.728013369245529,82.0,71.0
07/08/2016,0.0,11.999999999999998,5.5983997546625135,6.401600245337485,41.0,29.0
14/08/2016,1.0,10.0,-0.128880039165318,10.128880039165319,58.99999999999999,48.99999999999999
21/08/2016,0.0,11.999999999999998,0.8134592480784655,11.186540751921532,23.0,11.000000000000002
28/08/2016,0.0,7.0,0.7773408076068758,6.222659192393124,11.0,4.0
04/09/2016,1.0,11.0,0.18239189683526755,10.817608103164732,11.999999999999998,0.9999999999999982
11/09/2016,0.0,8.0,-0.11402804508835078,8.11402804508835,10.0,2.0
18/09/2016,0.0,4.0,0.448736481705606,3.551263518294394,11.999999999999998,7.999999999999998
25/09/2016,0.0,8.0,0.30193353784799576,7.6980664621520045,7.0,-1.0
02/10/2016,0.0,2.0,0.39440747436225415,1.605592525637746,11.0,9.0
09/10/2016,0.0,2.0,1.335706216968298,0.664293783031702,8.0,6.0
16/10/2016,0.0,4.0,-0.24171807850569488,4.241718078505695,4.0,0.0
23/10/2016,0.0,11.999999999999998,-0.39657046450197697,12.396570464501975,8.0,-3.9999999999999982
30/10/2016,0.0,4.0,-0.3695400987243652,4.369540098724365,2.0,-2.0
06/11/2016,0.0,0.0,-0.510526806499064,0.510526806499064,2.0,2.0
13/11/2016,0.0,0.0,1.7518813688898087,-1.7518813688898087,4.0,4.0
20/11/2016,0.0,0.0,-0.4988908819621801,0.4988908819621801,11.999999999999998,11.999999999999998
27/11/2016,0.0,4.0,-0.43029736786961553,4.430297367869615,4.0,0.0
04/12/2016,1.0,11.0,1.121810053254366,9.878189946745634,0.0,-11.0
11/12/2016,0.0,7.0,0.6269047477850318,6.373095252214968,0.0,-7.0
18/12/2016,0.0,4.0,0.4081885960495472,3.591811403950453,0.0,-4.0
25/12/2016,0.0,2.0,-0.07425232205510139,2.0742523220551012,4.0,2.0
01/01/2017,0.0,0.0,0.05082065475791693,-0.05082065475791693,11.0,11.0
08/01/2017,0.0,2.9999999999999996,2.2245326373875143,0.7754673626124853,7.0,4.0
15/01/2017,0.0,2.0,-0.8980250241005421,2.898025024100542,4.0,2.0
