,Country,Cumulative RMSE,AvgRMSE,OBS,HighestError,LowestError
0,Brazil,85928.62314880759,330.4947044184907,260,1727.5094002831027,-936.9771838283307
1,Colombia,15521.76109492432,59.69908113432431,260,458.70873810232916,-323.0076476870404
2,Mexico,1739.3557594507506,6.689829844041348,260,89.85784998777456,-60.14551110798517
