Date,Searches,Observed,LSTM-Prediction,error,Naive-Prediction,NaiveError
30/01/2016,0.3,0.0,0.18770170774236322,-0.18770170774236322,0.0,0.0
06/02/2016,0.65,0.0,0.3681713970839977,-0.3681713970839977,0.0,0.0
13/02/2016,0.87,0.0,0.026135970599204302,-0.026135970599204302,0.0,0.0
20/02/2016,0.28,0.0,1.5101944107562304,-1.5101944107562304,0.0,0.0
27/02/2016,0.43,0.0,0.0787129287816584,-0.0787129287816584,0.0,0.0
05/03/2016,1.0,0.0,2.0963505725562572,-2.0963505725562572,0.0,0.0
12/03/2016,0.43,0.0,1.738413459725678,-1.738413459725678,0.0,0.0
19/03/2016,0.27,0.0,0.5158920339047909,-0.5158920339047909,0.0,0.0
26/03/2016,0.0,0.0,1.8610281676664948,-1.8610281676664948,0.0,0.0
02/04/2016,1.0,0.0,1.702207371415198,-1.702207371415198,0.0,0.0
09/04/2016,0.3,0.0,0.8036731207594275,-0.8036731207594275,0.0,0.0
16/04/2016,0.21,0.0,1.1418369087994098,-1.1418369087994098,0.0,0.0
23/04/2016,0.54,0.0,-0.3289434891913086,0.3289434891913086,0.0,0.0
30/04/2016,0.0,0.0,1.129641316586733,-1.129641316586733,0.0,0.0
07/05/2016,0.0,0.0,0.33871924113705754,-0.33871924113705754,0.0,0.0
14/05/2016,0.0,0.0,-0.02156961834952235,0.02156961834952235,0.0,0.0
21/05/2016,0.0,0.0,0.06752512201070786,-0.06752512201070786,0.0,0.0
28/05/2016,0.0,0.0,-0.4399181639987975,0.4399181639987975,0.0,0.0
04/06/2016,0.21,0.0,-0.4399181639987975,0.4399181639987975,0.0,0.0
11/06/2016,0.18,1.0,-0.40914801249466837,1.4091480124946685,0.0,-1.0
18/06/2016,0.26,0.0,-0.1527422359276563,0.1527422359276563,0.0,0.0
25/06/2016,0.15,4.0,0.1250088475063443,3.8749911524936556,0.0,-4.0
02/07/2016,0.2,6.0,0.4319789788760245,5.568021021123975,0.0,-6.0
09/07/2016,0.17,10.0,0.6410708769783378,9.358929123021662,1.0,-9.0
16/07/2016,0.0,8.0,1.895728035901487,6.104271964098513,0.0,-8.0
23/07/2016,0.12,5.0,14.861243102276326,-9.861243102276326,4.0,-1.0
30/07/2016,0.0,6.0,11.19614291267991,-5.19614291267991,6.0,0.0
06/08/2016,0.38,2.0,-0.8142686455931515,2.8142686455931516,10.0,8.0
13/08/2016,0.13,2.0,-0.8551169164702296,2.8551169164702297,8.0,6.0
20/08/2016,0.4,8.0,4.278414521026611,3.721585478973389,5.0,-3.0
27/08/2016,0.65,13.0,18.249459090447427,-5.249459090447427,6.0,-7.0
03/09/2016,0.91,29.0,6.837919500178098,22.1620804998219,2.0,-27.0
10/09/2016,0.89,12.0,51.5342282654047,-39.5342282654047,2.0,-10.0
17/09/2016,0.99,13.0,31.99626890850067,-18.99626890850067,8.0,-5.0
24/09/2016,1.0,14.0,17.140199436903,-3.140199436903,13.0,-1.0
01/10/2016,1.0,11.0,15.925447571575642,-4.925447571575642,29.0,18.0
08/10/2016,0.78,25.0,16.697754814469814,8.302245185530186,12.0,-13.0
15/10/2016,1.0,13.0,17.273949066460133,-4.273949066460133,13.0,0.0
22/10/2016,0.84,25.0,17.551141040408613,7.448858959591387,14.0,-11.0
29/10/2016,0.7,23.0,19.827789505040645,3.172210494959355,11.0,-12.0
05/11/2016,0.48,18.0,18.130882731068134,-0.13088273106813375,25.0,7.0
12/11/2016,0.68,11.0,10.592156717061997,0.4078432829380034,13.0,2.0
19/11/2016,0.22,7.0,8.056497749519348,-1.0564977495193482,25.0,18.0
26/11/2016,0.52,3.0,2.89511713796705,0.10488286203294983,23.0,20.0
03/12/2016,0.24,3.0,3.6048505387187,-0.6048505387187002,18.0,15.0
10/12/2016,0.0,3.0,7.813435459172726,-4.813435459172726,11.0,8.0
17/12/2016,0.41,0.0,5.404710189193487,-5.404710189193487,7.0,7.0
24/12/2016,0.84,1.0,0.44648413679972293,0.553515863200277,3.0,2.0
31/12/2016,0.0,1.0,2.882197474859655,-1.8821974748596548,3.0,2.0
07/01/2017,0.31,0.0,1.3720882738515734,-1.3720882738515734,3.0,3.0
14/01/2017,0.91,0.0,2.4538669357597827,-2.4538669357597827,0.0,0.0
21/01/2017,0.49,0.0,1.5498023180916904,-1.5498023180916904,1.0,1.0
28/01/2017,1.0,0.0,2.3967944214865566,-2.3967944214865566,1.0,1.0
04/02/2017,0.45,0.0,0.037507868579775096,-0.037507868579775096,0.0,0.0
11/02/2017,0.0,0.0,1.1812922016605736,-1.1812922016605736,0.0,0.0
18/02/2017,0.0,0.0,1.6537575749397277,-1.6537575749397277,0.0,0.0
25/02/2017,0.0,0.0,1.8391973030120135,-1.8391973030120135,0.0,0.0
04/03/2017,0.76,0.0,0.058666593653708694,-0.058666593653708694,0.0,0.0
11/03/2017,0.55,0.0,-0.0988429369147867,0.0988429369147867,0.0,0.0
18/03/2017,0.0,0.0,1.0854299632057547,-1.0854299632057547,0.0,0.0
25/03/2017,0.62,0.0,-0.044047186838835475,0.044047186838835475,0.0,0.0
01/04/2017,0.67,0.0,1.1228853705599904,-1.1228853705599904,0.0,0.0
08/04/2017,0.0,0.0,1.5006591855809093,-1.5006591855809093,0.0,0.0
15/04/2017,0.0,0.0,0.1367361040510237,-0.1367361040510237,0.0,0.0
22/04/2017,0.0,0.0,1.2170139509797095,-1.2170139509797095,0.0,0.0
29/04/2017,0.39,0.0,-0.08984975807890296,0.08984975807890296,0.0,0.0
