Date,Searches,Observed,Predicted,error,NaivePredictions,NaiveError
30/01/2016,1.0,0.9999999999999999,2.4389808111302553,-1.4389808111302553,0.0,-0.9999999999999999
06/02/2016,0.61,0.0,3.3919228246733546,-3.3919228246733546,0.0,0.0
13/02/2016,0.5,0.0,4.8160362556166945,-4.8160362556166945,0.0,0.0
20/02/2016,1.0,0.0,13.770717275306582,-13.770717275306582,0.0,0.0
27/02/2016,1.0,0.0,10.403787849739194,-10.403787849739194,0.9999999999999999,0.9999999999999999
05/03/2016,0.41,0.0,5.131368463907391,-5.131368463907391,0.0,0.0
12/03/2016,0.85,0.0,12.776573872402311,-12.776573872402311,0.0,0.0
19/03/2016,0.19,0.0,12.619227146759629,-12.619227146759629,0.0,0.0
26/03/2016,0.1,0.0,0.017066749673336743,-0.017066749673336743,0.0,0.0
02/04/2016,0.45,0.0,-2.6270388110876084,2.6270388110876084,0.0,0.0
09/04/2016,0.39,0.0,1.6061510523743927,-1.6061510523743927,0.0,0.0
16/04/2016,0.26,0.0,0.7429061163011939,-0.7429061163011939,0.0,0.0
23/04/2016,0.14,0.0,3.6891776472069324,-3.6891776472069324,0.0,0.0
30/04/2016,0.4,0.0,0.7649706551609561,-0.7649706551609561,0.0,0.0
07/05/2016,0.18,0.0,2.1141102169808,-2.1141102169808,0.0,0.0
14/05/2016,0.15,0.0,-0.27630420214030893,0.27630420214030893,0.0,0.0
21/05/2016,0.09,0.0,0.5155680761793628,-0.5155680761793628,0.0,0.0
28/05/2016,0.3,0.9999999999999999,1.0827063273107633,-0.08270632731076344,0.0,-0.9999999999999999
04/06/2016,0.29,3.0,0.6787977569662035,2.3212022430337966,0.0,-3.0
11/06/2016,0.16,0.0,1.3540917255058884,-1.3540917255058884,0.0,0.0
18/06/2016,0.18,0.0,1.247642745565623,-1.247642745565623,0.0,0.0
25/06/2016,0.18,0.9999999999999999,0.8667238023513928,0.1332761976486071,0.9999999999999999,0.0
02/07/2016,0.1,0.0,1.4066204265952111,-1.4066204265952111,3.0,3.0
09/07/2016,0.09,1.9999999999999998,0.9599663093294948,1.040033690670505,0.0,-1.9999999999999998
16/07/2016,0.07,0.9999999999999999,0.045652219424024226,0.9543477805759757,0.0,-0.9999999999999999
23/07/2016,0.14,5.0,-0.2843336652005091,5.284333665200509,0.9999999999999999,-4.0
30/07/2016,0.24,10.999999999999998,0.5319224742902443,10.468077525709754,0.0,-10.999999999999998
06/08/2016,0.3,7.0,0.7206950914599002,6.2793049085401,1.9999999999999998,-5.0
13/08/2016,0.34,7.999999999999999,0.9478659422481432,7.052134057751855,0.9999999999999999,-6.999999999999999
20/08/2016,0.44,7.999999999999999,2.304821214783937,5.695178785216062,5.0,-2.999999999999999
27/08/2016,0.5,12.0,5.041233100380748,6.958766899619252,10.999999999999998,-1.0000000000000018
03/09/2016,0.5,19.0,8.20876502662897,10.79123497337103,7.0,-12.0
10/09/2016,0.66,30.0,9.78554981943965,20.21445018056035,7.999999999999999,-22.0
17/09/2016,1.0,0.9999999999999999,15.384433723151684,-14.384433723151684,7.999999999999999,6.999999999999999
24/09/2016,0.73,168.0,3.7599396732635797,164.24006032673643,12.0,-156.0
01/10/2016,0.7,101.0,115.23067375028134,-14.23067375028134,19.0,-82.0
08/10/2016,0.83,73.0,69.878511367023,3.1214886329770053,30.0,-43.0
15/10/2016,0.67,0.0,20.532330180823802,-20.532330180823802,0.9999999999999999,0.9999999999999999
22/10/2016,1.0,188.0,11.167749978214502,176.8322500217855,168.0,-20.0
29/10/2016,0.89,7.999999999999999,87.02489441370965,-79.02489441370965,101.0,93.0
05/11/2016,0.99,31.999999999999996,13.688931378349661,18.311068621650335,73.0,41.0
12/11/2016,1.0,75.0,17.606563093543052,57.39343690645695,0.0,-75.0
19/11/2016,1.0,0.0,32.39296025794744,-32.39296025794744,188.0,188.0
26/11/2016,0.64,1.9999999999999998,7.248898249641061,-5.248898249641061,7.999999999999999,5.999999999999999
03/12/2016,0.5,15.0,4.996360420756042,10.00363957924396,31.999999999999996,16.999999999999996
10/12/2016,1.0,26.0,10.481322450071573,15.518677549928427,75.0,49.0
17/12/2016,1.0,7.999999999999999,8.685661506816745,-0.6856615068167455,0.0,-7.999999999999999
24/12/2016,0.71,15.999999999999998,9.779406002059579,6.220593997940419,1.9999999999999998,-13.999999999999998
31/12/2016,0.21,0.9999999999999999,15.312389183029532,-14.312389183029532,15.0,14.0
07/01/2017,0.4,0.0,10.819786162048578,-10.819786162048578,26.0,26.0
14/01/2017,0.44,0.0,2.2844819292202594,-2.2844819292202594,7.999999999999999,7.999999999999999
21/01/2017,0.19,1.9999999999999998,-1.2244307722467929,3.2244307722467926,15.999999999999998,13.999999999999998
28/01/2017,0.39,0.9999999999999999,0.4095802731718868,0.5904197268281131,0.9999999999999999,0.0
04/02/2017,0.46,0.9999999999999999,2.4737788490150123,-1.4737788490150123,0.0,-0.9999999999999999
11/02/2017,0.3,0.0,3.465578944969922,-3.465578944969922,0.0,0.0
18/02/2017,0.29,1.9999999999999998,2.4461822963599116,-0.4461822963599118,1.9999999999999998,0.0
25/02/2017,0.85,0.0,3.6507691009752454,-3.6507691009752454,0.9999999999999999,0.9999999999999999
04/03/2017,0.15,0.9999999999999999,2.4513912597373126,-1.4513912597373126,0.9999999999999999,0.0
11/03/2017,0.22,0.0,-0.5723101828526705,0.5723101828526705,0.0,0.0
