Date,Searches,Observed,Predicted,error,NaivePredictions,NaiveError
30/01/2016,0.67,0.0,0.8426696707224846,-0.8426696707224846,3.0,3.0
06/02/2016,0.3,0.0,3.937331394174099,-3.937331394174099,0.0,0.0
13/02/2016,0.32,0.0,0.13046450236082077,-0.13046450236082077,0.0,0.0
20/02/2016,0.15,0.0,-2.4602879121518133,2.4602879121518133,0.0,0.0
27/02/2016,0.12,0.0,14.347752382879257,-14.347752382879257,0.0,0.0
05/03/2016,0.15,0.0,-2.3490743217778207,2.3490743217778207,0.0,0.0
12/03/2016,0.28,0.0,0.5111557687354088,-0.5111557687354088,0.0,0.0
19/03/2016,0.1,0.0,0.5705799431014061,-0.5705799431014061,0.0,0.0
26/03/2016,0.11,0.0,0.3524461696314812,-0.3524461696314812,0.0,0.0
02/04/2016,0.12,0.0,-4.172753226587773,4.172753226587773,0.0,0.0
09/04/2016,0.23,0.0,1.5898751102137565,-1.5898751102137565,0.0,0.0
16/04/2016,0.08,0.0,0.23624954152822494,-0.23624954152822494,0.0,0.0
23/04/2016,0.2,0.0,0.6864561676764488,-0.6864561676764488,0.0,0.0
30/04/2016,0.13,0.0,-3.439239697868824,3.439239697868824,0.0,0.0
07/05/2016,0.08,0.0,1.639687178733349,-1.639687178733349,0.0,0.0
14/05/2016,0.15,1.0,-2.696388694899082,3.696388694899082,0.0,-1.0
21/05/2016,0.09,0.0,0.29554555448293685,-0.29554555448293685,0.0,0.0
28/05/2016,0.14,0.0,1.7614283136057853,-1.7614283136057853,0.0,0.0
04/06/2016,0.08,0.0,-1.9165051469922065,1.9165051469922065,0.0,0.0
11/06/2016,0.1,0.0,1.5137594377589225,-1.5137594377589225,1.0,1.0
18/06/2016,0.04,0.0,-0.382644965031147,0.382644965031147,0.0,0.0
25/06/2016,0.02,0.0,1.1695941736006736,-1.1695941736006736,0.0,0.0
02/07/2016,0.04,0.0,-0.8900726098561287,0.8900726098561287,0.0,0.0
09/07/2016,0.01,0.0,1.0287447825980187,-1.0287447825980187,0.0,0.0
16/07/2016,0.04,0.0,0.012321041390895843,-0.012321041390895843,0.0,0.0
23/07/2016,0.02,1.0,-0.4534480418419838,1.4534480418419837,0.0,-1.0
30/07/2016,0.09,1.0,1.0778367060446739,-0.07783670604467385,0.0,-1.0
06/08/2016,0.05,0.0,0.8209798775935173,-0.8209798775935173,0.0,0.0
13/08/2016,0.02,1.0,1.5613378359675407,-0.5613378359675407,0.0,-1.0
20/08/2016,0.07,0.0,-3.0901005503678323,3.0901005503678323,1.0,1.0
27/08/2016,0.05,0.0,1.856691911199093,-1.856691911199093,1.0,1.0
03/09/2016,0.06,0.0,2.3086073561644556,-2.3086073561644556,0.0,0.0
10/09/2016,0.04,4.0,0.3375886003088951,3.6624113996911047,1.0,-3.0
17/09/2016,0.1,7.000000000000001,4.511448744800091,2.4885512551999103,0.0,-7.000000000000001
24/09/2016,0.11,23.0,6.867952614104747,16.132047385895252,0.0,-23.0
01/10/2016,0.34,56.00000000000001,12.668696764914989,43.33130323508502,0.0,-56.00000000000001
08/10/2016,0.57,28.999999999999996,26.154533905143737,2.84546609485626,4.0,-24.999999999999996
15/10/2016,0.6,48.0,45.53470888110161,2.465291118898392,7.000000000000001,-41.0
22/10/2016,0.95,143.0,80.10404336818695,62.89595663181305,23.0,-120.0
29/10/2016,1.0,45.0,157.5510321517563,-112.55103215175629,56.00000000000001,11.000000000000007
05/11/2016,0.96,53.0,89.55469024806976,-36.55469024806976,28.999999999999996,-24.000000000000004
12/11/2016,0.77,10.0,-36.070507406244275,46.070507406244275,48.0,38.0
19/11/2016,0.6,27.0,-55.028915383510586,82.0289153835106,143.0,116.0
26/11/2016,0.5,2.0,6.764178488509655,-4.764178488509655,45.0,43.0
03/12/2016,0.38,1.0,47.3315806907177,-46.3315806907177,53.0,52.0
10/12/2016,0.42,303.0,20.640575323781967,282.35942467621805,10.0,-293.0
17/12/2016,0.17,22.0,104.20513852416993,-82.20513852416993,27.0,5.0
24/12/2016,0.32,2.0,52.99645848825455,-50.99645848825455,2.0,0.0
31/12/2016,0.29,2.0,-92.14689515857697,94.14689515857697,1.0,-1.0
07/01/2017,0.02,0.0,-23.671910052747727,23.671910052747727,303.0,303.0
14/01/2017,0.14,2.0,9.339441681029797,-7.339441681029797,22.0,20.0
21/01/2017,0.28,3.0,-2.1748053170514106,5.17480531705141,2.0,-1.0
28/01/2017,0.19,1.0,5.115430755717754,-4.115430755717754,2.0,1.0
04/02/2017,0.33,0.0,-3.195534671385288,3.195534671385288,0.0,0.0
11/02/2017,0.13,0.0,-1.866241462070942,1.866241462070942,2.0,2.0
18/02/2017,0.48,0.0,3.9735949706435205,-3.9735949706435205,3.0,3.0
25/02/2017,0.18,0.0,-3.5176317611050605,3.5176317611050605,1.0,1.0
04/03/2017,0.2,0.0,3.8297948157191275,-3.8297948157191275,0.0,0.0
11/03/2017,0.31,0.0,-7.98600988019228,7.98600988019228,0.0,0.0
18/03/2017,0.14,0.0,1.7163887319254876,-1.7163887319254876,0.0,0.0
25/03/2017,0.12,0.0,0.032506463668346405,-0.032506463668346405,0.0,0.0
01/04/2017,0.34,0.0,-4.216441010525227,4.216441010525227,0.0,0.0
08/04/2017,0.22,0.0,1.4414672474074364,-1.4414672474074364,0.0,0.0
15/04/2017,0.05,0.0,1.7889372450995444,-1.7889372450995444,0.0,0.0
22/04/2017,0.2,0.0,-4.599411719143391,4.599411719143391,0.0,0.0
29/04/2017,0.15,0.0,-1.0070382064270973,1.0070382064270973,0.0,0.0
06/05/2017,0.3,0.0,1.8115363739562034,-1.8115363739562034,0.0,0.0
13/05/2017,0.3,0.0,-2.8865008912301064,2.8865008912301064,0.0,0.0
20/05/2017,0.2,0.0,2.687888847014904,-2.687888847014904,0.0,0.0
27/05/2017,0.12,0.0,-1.4416579637932778,1.4416579637932778,0.0,0.0
03/06/2017,0.16,0.0,-1.4098220589375496,1.4098220589375496,0.0,0.0
10/06/2017,0.07,0.0,-0.7343625980687142,0.7343625980687142,0.0,0.0
17/06/2017,0.15,0.0,0.77492721047163,-0.77492721047163,0.0,0.0
24/06/2017,0.03,1.0,-1.4134746591591836,2.4134746591591836,0.0,-1.0
01/07/2017,0.11,1.0,1.1921536334490777,-0.19215363344907765,0.0,-1.0
08/07/2017,0.22,0.0,-1.7522052691864967,1.7522052691864967,0.0,0.0
15/07/2017,0.1,0.0,1.2294974275279045,-1.2294974275279045,0.0,0.0
22/07/2017,0.2,0.0,-2.8703342446351052,2.8703342446351052,1.0,1.0
29/07/2017,0.09,2.0,-3.180893755877018,5.180893755877018,1.0,-1.0
05/08/2017,0.27,3.0,2.645067678334713,0.3549323216652871,0.0,-3.0
12/08/2017,0.09,2.0,0.09840278930425644,1.9015972106957435,0.0,-2.0
19/08/2017,0.33,8.0,3.904418323171139,4.095581676828861,0.0,-8.0
26/08/2017,0.29,2.0,-1.7208728555893897,3.7208728555893895,2.0,0.0
02/09/2017,0.16,7.000000000000001,6.674590610558987,0.32540938944101416,3.0,-4.000000000000001
09/09/2017,0.16,7.000000000000001,-1.4778757683300972,8.477875768330097,2.0,-5.000000000000001
16/09/2017,0.1,10.0,7.540848846747875,2.459151153252125,8.0,-2.0
23/09/2017,0.13,1.0,7.341814175021648,-6.341814175021648,2.0,1.0
30/09/2017,0.05,7.000000000000001,0.05132177942991257,6.9486782205700885,7.000000000000001,0.0
07/10/2017,0.21,1.0,0.11616229915380478,0.8838377008461952,7.000000000000001,6.000000000000001
14/10/2017,0.05,4.0,-0.4747197846531868,4.474719784653187,10.0,6.0
21/10/2017,0.06,5.0,-1.0348583870625496,6.03485838706255,1.0,-4.0
28/10/2017,0.07,13.0,-4.60208174854517,17.60208174854517,7.000000000000001,-5.999999999999999
04/11/2017,0.1,5.0,4.119195488250256,0.8808045117497443,1.0,-4.0
11/11/2017,0.07,1.0,-1.897647110760212,2.8976471107602118,4.0,3.0
18/11/2017,0.06,6.0,-9.507114950268269,15.507114950268269,5.0,-1.0
25/11/2017,0.08,2.0,-3.3445436722397806,5.34454367223978,13.0,11.0
02/12/2017,0.06,2.0,2.3767312491869927,-0.37673124918699274,5.0,3.0
