,File,NaiveRMSE,LSTMRMSE,NaiveRelativeRMSE,LSTMRelativeRMSE,LSTM-Naive-Ratio,Average-Ratio
0,Chiapas_2016-2017.csv,19.087157662388236,19.748549752197754,2.468605724335545,2.5541457679509096,1.0346511566314982,0.9625889840233514
1,Colima_2016-2017.csv,5.66413931915557,5.626022307275451,1.9692527382010405,1.9560005871172716,0.9932704671032347,0.9625889840233514
2,Guerrero_2016-2017.csv,16.992721304122764,11.539498137645413,1.9979320806059493,1.3567652355777031,0.6790847640657596,0.9625889840233514
3,Hidalgo_2016-2017.csv,5.043113095174611,6.173134111213756,1.791875348834935,2.1933846475741183,1.2240721147261955,0.9625889840233514
4,NuevoLeon_2016-2017.csv,47.526660993116685,40.23786237880807,5.2566546366389035,4.450481927872728,0.8466376879418426,0.9625889840233514
5,Oaxaca_2016-2017.csv,13.573017502519892,12.510290934617423,2.692398154896584,2.481591453288119,0.9217029987837878,0.9625889840233514
6,QuintanaRoo_2016-2017.csv,8.421254406155645,7.556534128839474,2.201783497027217,1.975697602418946,0.897316927430183,0.9625889840233514
7,Tabasco_2016-2017.csv,5.9456299467691,7.466919160672441,1.813604103259757,2.277645152783732,1.2558667840957747,0.9625889840233514
8,Veracruz_2016-2017.csv,36.989131867193905,33.070513080981186,1.8139260824660308,1.62175923602385,0.8940602661267596,0.9625889840233514
9,Yucatan_2016-2017.csv,30.405506826244892,26.73333261770565,3.519491840269397,3.0944311025267877,0.8792266733284788,0.9625889840233514
