Date,Searches,Cases,Week1-Prediction,Week2-Prediction,Week3-Prediction,Week4-Prediction,Naive-1Week,Naive-2Week,Naive-3Week,Naive-4Week,Week1-Error,Week2-Error,Week3-Error,Week4-Error
21/02/2016,0.43,263.0,296.8544193953991,162.90614379110337,172.36964830613135,160.59956530354023,274,271,226,179,33.85441939539908,-100.09385620889663,-90.63035169386865,-102.40043469645977
28/02/2016,0.27,312.0,283.43268062238695,-23.582940209025146,195.01921455168724,136.30299196317196,263,274,271,226,-28.567319377613046,-335.58294020902514,-116.98078544831276,-175.69700803682804
06/03/2016,0.23,360.99999999999994,249.63429296250342,-188.0382600607395,465.4415199661255,297.62480224161146,312,263,274,271,-111.36570703749652,-549.0382600607395,104.44151996612555,-63.37519775838848
13/03/2016,0.53,181.99999999999997,276.4033523865223,-200.95230055766106,510.2051800642967,873.7260696298599,361,312,263,274,94.4033523865223,-382.95230055766103,328.20518006429677,691.7260696298599
20/03/2016,0.21,443.0,390.3259983386993,-196.186179550457,573.5774591396332,960.1764972888947,182,361,312,263,-52.67400166130068,-639.186179550457,130.57745913963322,517.1764972888947
27/03/2016,0.36,468.99999999999994,317.07999123902323,-343.05582738952637,609.5669749860764,995.0258001344681,443,182,361,312,-151.9200087609767,-812.0558273895263,140.56697498607645,526.0258001344682
03/04/2016,0.37,541.0,262.3093148742199,-327.3775251610279,616.496626968193,1146.819348765564,469,443,182,361,-278.6906851257801,-868.377525161028,75.49662696819303,605.819348765564
10/04/2016,0.54,468.99999999999994,551.3015953070641,-182.15928739070893,650.7837250790596,1245.6422904394149,541,469,443,182,82.30159530706413,-651.1592873907089,181.7837250790597,776.6422904394149
17/04/2016,0.36,549.0,617.3790301200867,-53.91015540369749,798.7201506036758,1278.0572204444886,469,541,469,443,68.37903012008667,-602.9101554036974,249.72015060367585,729.0572204444886
24/04/2016,0.83,488.0,601.1030438356399,-591.2570899281502,755.8248060091018,1287.3045664577485,549,469,541,469,113.10304383563994,-1079.2570899281502,267.82480600910185,799.3045664577485
01/05/2016,0.3,541.0,639.959996459198,-662.5660440248489,1164.7514036224366,1745.8518154823303,488,549,469,541,98.95999645919801,-1203.566044024849,623.7514036224366,1204.8518154823303
08/05/2016,0.56,549.0,600.4749124286651,-702.5264919916153,1214.8820137651444,2174.3026934028626,541,488,549,469,51.47491242866511,-1251.5264919916153,665.8820137651444,1625.3026934028626
15/05/2016,0.39,553.9999999999999,640.9278644802093,-659.8569570604325,1322.5374784076691,2184.7124245357513,549,541,488,549,86.92786448020945,-1213.8569570604323,768.5374784076693,1630.7124245357513
22/05/2016,0.27,405.99999999999994,615.2033319984436,-701.0107682134628,1223.6959027191162,2170.2381194618224,554,549,541,488,209.20333199844362,-1107.0107682134628,817.6959027191162,1764.2381194618224
29/05/2016,0.23,464.0,733.3569017507554,-643.3478097186088,1355.9269595191956,2173.445843224716,406,554,549,541,269.35690175075536,-1107.347809718609,891.9269595191956,1709.445843224716
05/06/2016,0.5,483.0,597.1501167337418,-821.7140529985428,1297.6580810483933,2212.1536451061247,464,406,554,549,114.15011673374181,-1304.7140529985427,814.6580810483933,1729.1536451061247
12/06/2016,0.41,278.0,533.4510347803116,-844.2274022378922,1332.8910716228486,2202.6419634075164,483,464,406,554,255.4510347803116,-1122.2274022378922,1054.8910716228486,1924.6419634075164
19/06/2016,0.16,281.0,598.049699346447,-680.9490892122269,1198.2043347333909,2313.142299585724,278,483,464,406,317.049699346447,-961.9490892122269,917.2043347333909,2032.1422995857238
