Date,Searches,Observed,GRU-Prediction,GRUError,Naive-Prediction,NaiveError
29/02/2016,0.71,1507.0,1195.301551300049,-311.6984486999511,1788.9999999999998,281.9999999999998
07/03/2016,0.59,1507.9999999999998,1613.5493174780274,105.54931747802766,2346.0,838.0000000000002
14/03/2016,0.68,696.9999999999999,1590.6877547387696,893.6877547387697,2346.0,1649.0
21/03/2016,0.68,696.9999999999999,1637.9732766796874,940.9732766796875,2346.9999999999995,1649.9999999999995
28/03/2016,0.43,321.0,996.4920237890625,675.4920237890625,1507.0,1186.0
04/04/2016,0.44,321.0,996.5775052221679,675.5775052221679,1507.0,1186.0
11/04/2016,0.38,321.0,880.3810621911621,559.3810621911621,1507.9999999999998,1186.9999999999998
18/04/2016,0.34,99.99999999999999,513.0876300292969,413.08763002929686,696.9999999999999,596.9999999999999
25/04/2016,0.19,99.99999999999999,507.54916677337644,407.54916677337644,696.9999999999999,596.9999999999999
02/05/2016,0.18,99.99999999999999,296.7403425704956,196.7403425704956,321.0,221.0
09/05/2016,0.15,100.99999999999999,112.87328055290222,11.87328055290223,321.0,220.0
16/05/2016,0.33,-22.999999999999996,130.78249400802613,153.78249400802613,321.0,344.0
23/05/2016,0.22,-22.999999999999996,54.37131475925445,77.37131475925445,99.99999999999999,122.99999999999999
30/05/2016,0.12,-22.999999999999996,-1.6513769926500321,21.348623007349964,99.99999999999999,122.99999999999999
06/06/2016,0.08,-22.999999999999996,-0.5115345113325119,22.488465488667483,99.99999999999999,122.99999999999999
13/06/2016,0.19,-22.999999999999996,-4.510631254849434,18.489368745150564,100.99999999999999,123.99999999999999
20/06/2016,0.32,-19.0,-2.729851958427429,16.270148041572572,-22.999999999999996,-3.9999999999999964
27/06/2016,0.21,64.99999999999999,61.34046369667053,-3.6595363033294532,-22.999999999999996,-87.99999999999999
04/07/2016,0.28,64.99999999999999,164.74428332885742,99.74428332885743,-22.999999999999996,-87.99999999999999
11/07/2016,0.15,64.99999999999999,3.43266114385128,-61.56733885614871,-22.999999999999996,-87.99999999999999
18/07/2016,0.14,64.99999999999999,4.808741273918152,-60.191258726081834,-22.999999999999996,-87.99999999999999
25/07/2016,0.07,64.99999999999999,6.293669190816879,-58.70633080918311,-19.0,-83.99999999999999
01/08/2016,0.35,66.99999999999999,13.138014837198257,-53.86198516280173,64.99999999999999,-2.0
08/08/2016,0.23,-85.0,28.65135895133972,113.65135895133972,64.99999999999999,150.0
15/08/2016,0.38,-169.0,18.675675707931518,187.67567570793153,64.99999999999999,234.0
22/08/2016,0.2,8.999999999999998,2.3586396650505064,-6.641360334949492,64.99999999999999,55.999999999999986
29/08/2016,0.16,8.999999999999998,2.9123437541627886,-6.087656245837209,64.99999999999999,55.999999999999986
05/09/2016,0.08,7.0,2.9833169666576387,-4.016683033342361,66.99999999999999,59.999999999999986
12/09/2016,0.7,7.0,-4.64986701335907,-11.64986701335907,-85.0,-92.0
19/09/2016,0.43,7.0,209.8794847343445,202.8794847343445,-169.0,-176.0
26/09/2016,0.48,0.9999999999999999,275.26466351348876,274.26466351348876,8.999999999999998,7.999999999999998
03/10/2016,0.53,5.0,7.657615363025665,2.6576153630256654,8.999999999999998,3.9999999999999982
10/10/2016,0.15,5.999999999999999,64.59990183963775,58.59990183963775,7.0,1.0000000000000009
17/10/2016,0.6,2.9999999999999996,0.816979626789093,-2.1830203732109066,7.0,4.0
24/10/2016,1.0,2.9999999999999996,1.5888966037416459,-1.4111033962583537,7.0,4.0
