,File,NaiveRMSE,LSTMRMSE,LSTM-Naive-Ratio,Average-Ratio,TotalLSTM-RMSE,TotalNaive-RMSE
0,Chiapas_2016-2017.csv,19.049312025892007,17.38878754922694,0.9128302127442678,0.798633891086695,674.71441522378,844.8356909893985
1,Guerrero_2016-2017.csv,16.991811247908096,15.718254386781654,0.9250487871748674,0.798633891086695,674.71441522378,844.8356909893985
2,Yucatan_2016-2017.csv,30.40533729598266,27.809238925358002,0.9146170178823284,0.798633891086695,674.71441522378,844.8356909893985
3,NuevoLeon_2016-2017.csv,47.53273424433175,42.92171191593377,0.9029926975230161,0.798633891086695,674.71441522378,844.8356909893985
4,Veracruz_2016-2017.csv,36.99080409546224,34.1452725496619,0.9230746231291196,0.798633891086695,674.71441522378,844.8356909893985
5,huila_2016-2017.csv,120.99953139553122,84.96575090033532,0.7021990078837057,0.798633891086695,674.71441522378,844.8356909893985
6,tolima_2016-2017.csv,119.19558560981183,71.45401991601818,0.5994686762135955,0.798633891086695,674.71441522378,844.8356909893985
7,santander_norte_2016-2017.csv,186.8847431346252,138.9006328719782,0.7432422280288501,0.798633891086695,674.71441522378,844.8356909893985
8,santander_2016-2017.csv,77.58885827124311,75.82665394155114,0.977287920341198,0.798633891086695,674.71441522378,844.8356909893985
9,valle_cauca_2016-2017.csv,189.1969736686103,165.58409226693487,0.8751941907747701,0.798633891086695,674.71441522378,844.8356909893985
